"IDYEARS","REGIONGROUP","LABEL_REGIONGROUP","CAT","HEALTHCARE_RATIO","PRODUCTIVITY_RATIO","DISUTILITY_RATIO","PRODUCTIVITY_DISUTILITY_RATIO","REGION_4LETTER","REGION_4LETTER_LABEL","ISO3","COUNTRY"
2030,"LAC","Latin America & Caribbean","MORB",1,1,1,0.632729986585297,"PARA","Paraguay","PRY","Paraguay"
2030,"LAC","Latin America & Caribbean","MORB",1,1,1,0.632729986585297,"PERU","Peru","PER","Peru"
2030,"LAC","Latin America & Caribbean","MORB",1,1,1,0.632729986585297,"URUG","Uruguay","URY","Uruguay"
2030,"LAC","Latin America & Caribbean","MORB",1,1,1,0.632729986585297,"VENE","Venezuela (Bolivarian Republic of)","VEN","Venezuela (Bolivarian Republic of)"
2030,"LAC","Latin America & Caribbean","MORT",NA,Inf,2.67924586083727,0.24273158291828,"ARGE","Argentina","ARG","Argentina"
2030,"LAC","Latin America & Caribbean","MORT",NA,Inf,2.67924586083727,0.24273158291828,"BOLV","Bolivia (Plurinational State of)","BOL","Bolivia (Plurinational State of)"
2030,"LAC","Latin America & Caribbean","MORT",NA,Inf,2.67924586083727,0.24273158291828,"BRAZ","Brazil","BRA","Brazil"
2030,"LAC","Latin America & Caribbean","MORT",NA,Inf,2.67924586083727,0.24273158291828,"CARB","Caribbean","ABW","Aruba"
2030,"LAC","Latin America & Caribbean","MORT",NA,Inf,2.67924586083727,0.24273158291828,"CARB","Caribbean","BHS","Bahamas"
2030,"LAC","Latin America & Caribbean","MORT",NA,Inf,2.67924586083727,0.24273158291828,"CARB","Caribbean","BRB","Barbados"
2030,"LAC","Latin America & Caribbean","MORT",NA,Inf,2.67924586083727,0.24273158291828,"CARB","Caribbean","CUB","Cuba"
2030,"LAC","Latin America & Caribbean","MORT",NA,Inf,2.67924586083727,0.24273158291828,"CARB","Caribbean","DOM","Dominican Republic"
2030,"LAC","Latin America & Caribbean","MORT",NA,Inf,2.67924586083727,0.24273158291828,"CARB","Caribbean","GLP","Guadeloupe"
2030,"LAC","Latin America & Caribbean","MORT",NA,Inf,2.67924586083727,0.24273158291828,"CARB","Caribbean","GRD","Grenada"
2030,"LAC","Latin America & Caribbean","MORT",NA,Inf,2.67924586083727,0.24273158291828,"CARB","Caribbean","GUF","French Guiana"
2030,"LAC","Latin America & Caribbean","MORT",NA,Inf,2.67924586083727,0.24273158291828,"CARB","Caribbean","GUY","Guyana"
2030,"LAC","Latin America & Caribbean","MORT",NA,Inf,2.67924586083727,0.24273158291828,"CARB","Caribbean","HTI","Haiti"
2030,"LAC","Latin America & Caribbean","MORT",NA,Inf,2.67924586083727,0.24273158291828,"CARB","Caribbean","JAM","Jamaica"
2030,"LAC","Latin America & Caribbean","MORT",NA,Inf,2.67924586083727,0.24273158291828,"CARB","Caribbean","LCA","Saint Lucia"
2030,"LAC","Latin America & Caribbean","MORT",NA,Inf,2.67924586083727,0.24273158291828,"CARB","Caribbean","MTQ","Martinique"
2030,"LAC","Latin America & Caribbean","MORT",NA,Inf,2.67924586083727,0.24273158291828,"CARB","Caribbean","PRI","Puerto Rico"
2030,"LAC","Latin America & Caribbean","MORT",NA,Inf,2.67924586083727,0.24273158291828,"CARB","Caribbean","SUR","Suriname"
2030,"LAC","Latin America & Caribbean","MORT",NA,Inf,2.67924586083727,0.24273158291828,"CARB","Caribbean","TTO","Trinidad and Tobago"
2030,"LAC","Latin America & Caribbean","MORT",NA,Inf,2.67924586083727,0.24273158291828,"CARB","Caribbean","VCT","Saint Vincent and the Grenadines"
2030,"LAC","Latin America & Caribbean","MORT",NA,Inf,2.67924586083727,0.24273158291828,"CARB","Caribbean","VIR","United States Virgin Islands"
2030,"LAC","Latin America & Caribbean","MORT",NA,Inf,2.67924586083727,0.24273158291828,"CEAM","Central America","BLZ","Belize"
2030,"LAC","Latin America & Caribbean","MORT",NA,Inf,2.67924586083727,0.24273158291828,"CEAM","Central America","CRI","Costa Rica"
2030,"LAC","Latin America & Caribbean","MORT",NA,Inf,2.67924586083727,0.24273158291828,"CEAM","Central America","GTM","Guatemala"
2030,"LAC","Latin America & Caribbean","MORT",NA,Inf,2.67924586083727,0.24273158291828,"CEAM","Central America","HND","Honduras"
2030,"LAC","Latin America & Caribbean","MORT",NA,Inf,2.67924586083727,0.24273158291828,"CEAM","Central America","NIC","Nicaragua"
2030,"LAC","Latin America & Caribbean","MORT",NA,Inf,2.67924586083727,0.24273158291828,"CEAM","Central America","PAN","Panama"
2030,"LAC","Latin America & Caribbean","MORT",NA,Inf,2.67924586083727,0.24273158291828,"CEAM","Central America","SLV","El Salvador"
2030,"LAC","Latin America & Caribbean","MORT",NA,Inf,2.67924586083727,0.24273158291828,"CHIL","Chile","CHL","Chile"
2030,"LAC","Latin America & Caribbean","MORT",NA,Inf,2.67924586083727,0.24273158291828,"COLO","Colombia","COL","Colombia"
2030,"LAC","Latin America & Caribbean","MORT",NA,Inf,2.67924586083727,0.24273158291828,"ECUA","Ecuador","ECU","Ecuador"
2030,"LAC","Latin America & Caribbean","MORT",NA,Inf,2.67924586083727,0.24273158291828,"MEXI","Mexico","MEX","Mexico"
2030,"LAC","Latin America & Caribbean","MORT",NA,Inf,2.67924586083727,0.24273158291828,"PARA","Paraguay","PRY","Paraguay"
2030,"LAC","Latin America & Caribbean","MORT",NA,Inf,2.67924586083727,0.24273158291828,"PERU","Peru","PER","Peru"
2030,"LAC","Latin America & Caribbean","MORT",NA,Inf,2.67924586083727,0.24273158291828,"URUG","Uruguay","URY","Uruguay"
2030,"LAC","Latin America & Caribbean","MORT",NA,Inf,2.67924586083727,0.24273158291828,"VENE","Venezuela (Bolivarian Republic of)","VEN","Venezuela (Bolivarian Republic of)"
2030,"MEA","Middle East","MORB",1.61376061905963,1.59207104345068,1.52160049372557,0.645417609545361,"ISRA","Israel","ISR","Israel"
2030,"MEA","Middle East","MORB",1.61376061905963,1.59207104345068,1.52160049372557,0.645417609545361,"MIDE","Middle East","ARE","United Arab Emirates"
2030,"MEA","Middle East","MORB",1.61376061905963,1.59207104345068,1.52160049372557,0.645417609545361,"MIDE","Middle East","BHR","Bahrain"
2030,"MEA","Middle East","MORB",1.61376061905963,1.59207104345068,1.52160049372557,0.645417609545361,"MIDE","Middle East","IRQ","Iraq"
2030,"MEA","Middle East","MORB",1.61376061905963,1.59207104345068,1.52160049372557,0.645417609545361,"MIDE","Middle East","JOR","Jordan"
2030,"MEA","Middle East","MORB",1.61376061905963,1.59207104345068,1.52160049372557,0.645417609545361,"MIDE","Middle East","KWT","Kuwait"
2030,"MEA","Middle East","MORB",1.61376061905963,1.59207104345068,1.52160049372557,0.645417609545361,"MIDE","Middle East","LBN","Lebanon"
2030,"MEA","Middle East","MORB",1.61376061905963,1.59207104345068,1.52160049372557,0.645417609545361,"MIDE","Middle East","OMN","Oman"
2030,"MEA","Middle East","MORB",1.61376061905963,1.59207104345068,1.52160049372557,0.645417609545361,"MIDE","Middle East","PSE","Occupied Palestinian Territory"
2030,"MEA","Middle East","MORB",1.61376061905963,1.59207104345068,1.52160049372557,0.645417609545361,"MIDE","Middle East","QAT","Qatar"
2030,"MEA","Middle East","MORB",1.61376061905963,1.59207104345068,1.52160049372557,0.645417609545361,"MIDE","Middle East","SYR","Syrian Arab Republic"
2030,"MEA","Middle East","MORB",1.61376061905963,1.59207104345068,1.52160049372557,0.645417609545361,"MIDE","Middle East","YEM","Yemen"
2030,"MEA","Middle East","MORB",1.61376061905963,1.59207104345068,1.52160049372557,0.645417609545361,"SAAR","Saudi Arabia","SAU","Saudi Arabia"
2030,"MEA","Middle East","MORT",NA,Inf,1.57746733399857,0.0571291632946501,"ISRA","Israel","ISR","Israel"
2030,"MEA","Middle East","MORT",NA,Inf,1.57746733399857,0.0571291632946501,"MIDE","Middle East","ARE","United Arab Emirates"
2030,"MEA","Middle East","MORT",NA,Inf,1.57746733399857,0.0571291632946501,"MIDE","Middle East","BHR","Bahrain"
2030,"MEA","Middle East","MORT",NA,Inf,1.57746733399857,0.0571291632946501,"MIDE","Middle East","IRQ","Iraq"
2030,"MEA","Middle East","MORT",NA,Inf,1.57746733399857,0.0571291632946501,"MIDE","Middle East","JOR","Jordan"
2030,"MEA","Middle East","MORT",NA,Inf,1.57746733399857,0.0571291632946501,"MIDE","Middle East","KWT","Kuwait"
2030,"MEA","Middle East","MORT",NA,Inf,1.57746733399857,0.0571291632946501,"MIDE","Middle East","LBN","Lebanon"
2030,"MEA","Middle East","MORT",NA,Inf,1.57746733399857,0.0571291632946501,"MIDE","Middle East","OMN","Oman"
2030,"MEA","Middle East","MORT",NA,Inf,1.57746733399857,0.0571291632946501,"MIDE","Middle East","PSE","Occupied Palestinian Territory"
2030,"MEA","Middle East","MORT",NA,Inf,1.57746733399857,0.0571291632946501,"MIDE","Middle East","QAT","Qatar"
2030,"MEA","Middle East","MORT",NA,Inf,1.57746733399857,0.0571291632946501,"MIDE","Middle East","SYR","Syrian Arab Republic"
2030,"MEA","Middle East","MORT",NA,Inf,1.57746733399857,0.0571291632946501,"MIDE","Middle East","YEM","Yemen"
2030,"MEA","Middle East","MORT",NA,Inf,1.57746733399857,0.0571291632946501,"SAAR","Saudi Arabia","SAU","Saudi Arabia"
2030,"NAF","North Africa","MORB",0.638099489163319,0.678038011796764,0.675326130452181,0.314637855142057,"EGYP","Egypt","EGY","Egypt"
2030,"NAF","North Africa","MORB",0.638099489163319,0.678038011796764,0.675326130452181,0.314637855142057,"IRAN","Iran","IRN","Iran"
2030,"NAF","North Africa","MORB",0.638099489163319,0.678038011796764,0.675326130452181,0.314637855142057,"NAFR","Northern Africa (excl Egypt)","DZA","Algeria"
2030,"NAF","North Africa","MORB",0.638099489163319,0.678038011796764,0.675326130452181,0.314637855142057,"NAFR","Northern Africa (excl Egypt)","ESH","Western Sahara"
2030,"NAF","North Africa","MORB",0.638099489163319,0.678038011796764,0.675326130452181,0.314637855142057,"NAFR","Northern Africa (excl Egypt)","LBY","Libyan Arab Jamahiriya"
2030,"NAF","North Africa","MORB",0.638099489163319,0.678038011796764,0.675326130452181,0.314637855142057,"NAFR","Northern Africa (excl Egypt)","MAR","Morocco"
2030,"NAF","North Africa","MORB",0.638099489163319,0.678038011796764,0.675326130452181,0.314637855142057,"NAFR","Northern Africa (excl Egypt)","TUN","Tunisia"
2030,"NAF","North Africa","MORT",NA,Inf,0.880868853793204,0.0541427329229794,"EGYP","Egypt","EGY","Egypt"
2030,"NAF","North Africa","MORT",NA,Inf,0.880868853793204,0.0541427329229794,"IRAN","Iran","IRN","Iran"
2030,"NAF","North Africa","MORT",NA,Inf,0.880868853793204,0.0541427329229794,"NAFR","Northern Africa (excl Egypt)","DZA","Algeria"
2030,"NAF","North Africa","MORT",NA,Inf,0.880868853793204,0.0541427329229794,"NAFR","Northern Africa (excl Egypt)","ESH","Western Sahara"
2030,"NAF","North Africa","MORT",NA,Inf,0.880868853793204,0.0541427329229794,"NAFR","Northern Africa (excl Egypt)","LBY","Libyan Arab Jamahiriya"
2030,"NAF","North Africa","MORT",NA,Inf,0.880868853793204,0.0541427329229794,"NAFR","Northern Africa (excl Egypt)","MAR","Morocco"
2030,"NAF","North Africa","MORT",NA,Inf,0.880868853793204,0.0541427329229794,"NAFR","Northern Africa (excl Egypt)","TUN","Tunisia"
2030,"NAM","North America","MORB",1,1,1,0.631232321302532,"CANA","Canada","CAN","Canada"
2030,"NAM","North America","MORB",1,1,1,0.631232321302532,"USAM","United States of America","USA","United States of America"
2030,"NAM","North America","MORT",NA,Inf,1.00367518109035,0.0609805566145635,"CANA","Canada","CAN","Canada"
2030,"NAM","North America","MORT",NA,Inf,1.00367518109035,0.0609805566145635,"USAM","United States of America","USA","United States of America"
2030,"OCE","Oceania","MORB",1,1,1,0.510231155048339,"AUTR","Australia","AUS","Australia"
2030,"OCE","Oceania","MORB",1,1,1,0.510231155048339,"BRUN","Brunei Darussalam","BRN","Brunei Darussalam"
2030,"OCE","Oceania","MORB",1,1,1,0.510231155048339,"JAPA","Japan","JPN","Japan"
2030,"OCE","Oceania","MORB",1,1,1,0.510231155048339,"KORS","Republic of Korea","KOR","Republic of Korea"
2030,"OCE","Oceania","MORB",1,1,1,0.510231155048339,"NZEL","New Zealand","NZL","New Zealand"
2030,"OCE","Oceania","MORB",1,1,1,0.510231155048339,"SING","Singapore","SGP","Singapore"
2030,"OCE","Oceania","MORB",1,1,1,0.510231155048339,"TAIW","Taiwan","TWN","Taiwan"
2030,"OCE","Oceania","MORT",NA,Inf,1.01765391419792,0.0253462449951791,"AUTR","Australia","AUS","Australia"
2030,"OCE","Oceania","MORT",NA,Inf,1.01765391419792,0.0253462449951791,"BRUN","Brunei Darussalam","BRN","Brunei Darussalam"
2030,"OCE","Oceania","MORT",NA,Inf,1.01765391419792,0.0253462449951791,"JAPA","Japan","JPN","Japan"
2030,"OCE","Oceania","MORT",NA,Inf,1.01765391419792,0.0253462449951791,"KORS","Republic of Korea","KOR","Republic of Korea"
2030,"OCE","Oceania","MORT",NA,Inf,1.01765391419792,0.0253462449951791,"NZEL","New Zealand","NZL","New Zealand"
2030,"OCE","Oceania","MORT",NA,Inf,1.01765391419792,0.0253462449951791,"SING","Singapore","SGP","Singapore"
2030,"OCE","Oceania","MORT",NA,Inf,1.01765391419792,0.0253462449951791,"TAIW","Taiwan","TWN","Taiwan"
2030,"RUS","Russian Federation","MORB",1,1,1,0.401652077425718,"RUSS","Russian Federation","RUS","Russian Federation"
2030,"RUS","Russian Federation","MORT",NA,Inf,1.05248276667835,0.0689145928262647,"RUSS","Russian Federation","RUS","Russian Federation"
2030,"SAF","Southern Africa","MORB",1,1,1,0.618999799156457,"RSAF","Remaining Southern Africa","AGO","Angola"
2030,"SAF","Southern Africa","MORB",1,1,1,0.618999799156457,"RSAF","Remaining Southern Africa","BWA","Botswana"
2030,"SAF","Southern Africa","MORB",1,1,1,0.618999799156457,"RSAF","Remaining Southern Africa","LSO","Lesotho"
2030,"SAF","Southern Africa","MORB",1,1,1,0.618999799156457,"RSAF","Remaining Southern Africa","MOZ","Mozambique"
2030,"SAF","Southern Africa","MORB",1,1,1,0.618999799156457,"RSAF","Remaining Southern Africa","MWI","Malawi"
2030,"SAF","Southern Africa","MORB",1,1,1,0.618999799156457,"RSAF","Remaining Southern Africa","NAM","Namibia"
2030,"SAF","Southern Africa","MORB",1,1,1,0.618999799156457,"RSAF","Remaining Southern Africa","SWZ","Swaziland"
2030,"SAF","Southern Africa","MORB",1,1,1,0.618999799156457,"RSAF","Remaining Southern Africa","ZMB","Zambia"
2030,"SAF","Southern Africa","MORB",1,1,1,0.618999799156457,"RSAF","Remaining Southern Africa","ZWE","Zimbabwe"
2030,"SAF","Southern Africa","MORB",1,1,1,0.618999799156457,"SAFR","South Africa","ZAF","South Africa"
2030,"SAF","Southern Africa","MORT",NA,Inf,6.52833853724514,1.31273831278148,"RSAF","Remaining Southern Africa","AGO","Angola"
2030,"SAF","Southern Africa","MORT",NA,Inf,6.52833853724514,1.31273831278148,"RSAF","Remaining Southern Africa","BWA","Botswana"
2030,"SAF","Southern Africa","MORT",NA,Inf,6.52833853724514,1.31273831278148,"RSAF","Remaining Southern Africa","LSO","Lesotho"
2030,"SAF","Southern Africa","MORT",NA,Inf,6.52833853724514,1.31273831278148,"RSAF","Remaining Southern Africa","MOZ","Mozambique"
2030,"SAF","Southern Africa","MORT",NA,Inf,6.52833853724514,1.31273831278148,"RSAF","Remaining Southern Africa","MWI","Malawi"
2030,"SAF","Southern Africa","MORT",NA,Inf,6.52833853724514,1.31273831278148,"RSAF","Remaining Southern Africa","NAM","Namibia"
2030,"SAF","Southern Africa","MORT",NA,Inf,6.52833853724514,1.31273831278148,"RSAF","Remaining Southern Africa","SWZ","Swaziland"
2030,"SAF","Southern Africa","MORT",NA,Inf,6.52833853724514,1.31273831278148,"RSAF","Remaining Southern Africa","ZMB","Zambia"
2030,"SAF","Southern Africa","MORT",NA,Inf,6.52833853724514,1.31273831278148,"RSAF","Remaining Southern Africa","ZWE","Zimbabwe"
2030,"SAF","Southern Africa","MORT",NA,Inf,6.52833853724514,1.31273831278148,"SAFR","South Africa","ZAF","South Africa"
2030,"SAS","South Asia","MORB",1,1,1,0.501635728116694,"AFGH","Afghanistan","AFG","Afghanistan"
2030,"SAS","South Asia","MORB",1,1,1,0.501635728116694,"BANG","Bangladesh","BGD","Bangladesh"
2030,"SAS","South Asia","MORB",1,1,1,0.501635728116694,"BHUT","Bhutan","BTN","Bhutan"
2030,"SAS","South Asia","MORB",1,1,1,0.501635728116694,"INDI","India","IND","India"
2030,"SAS","South Asia","MORB",1,1,1,0.501635728116694,"NEPA","Nepal","NPL","Nepal"
2030,"SAS","South Asia","MORB",1,1,1,0.501635728116694,"PAKI","Pakistan","PAK","Pakistan"
2030,"SAS","South Asia","MORB",1,1,1,0.501635728116694,"SRIL","Sri Lanka","LKA","Sri Lanka"
2030,"SAS","South Asia","MORT",NA,Inf,NA,NA,"AFGH","Afghanistan","AFG","Afghanistan"
2030,"SAS","South Asia","MORT",NA,Inf,NA,NA,"BANG","Bangladesh","BGD","Bangladesh"
2030,"SAS","South Asia","MORT",NA,Inf,NA,NA,"BHUT","Bhutan","BTN","Bhutan"
2030,"SAS","South Asia","MORT",NA,Inf,NA,NA,"INDI","India","IND","India"
2030,"SAS","South Asia","MORT",NA,Inf,NA,NA,"NEPA","Nepal","NPL","Nepal"
2030,"SAS","South Asia","MORT",NA,Inf,NA,NA,"PAKI","Pakistan","PAK","Pakistan"
2030,"SAS","South Asia","MORT",NA,Inf,NA,NA,"SRIL","Sri Lanka","LKA","Sri Lanka"
2030,"SSA","Sub-Saharan Africa","MORB",1,1,1,0.959252227252811,"EAFR","Eastern Africa (excl Kenya, Tanzania)","BDI","Burundi"
2030,"SSA","Sub-Saharan Africa","MORB",1,1,1,0.959252227252811,"EAFR","Eastern Africa (excl Kenya, Tanzania)","COM","Comoros"
2030,"SSA","Sub-Saharan Africa","MORB",1,1,1,0.959252227252811,"EAFR","Eastern Africa (excl Kenya, Tanzania)","DJI","Djibouti"
2030,"SSA","Sub-Saharan Africa","MORB",1,1,1,0.959252227252811,"EAFR","Eastern Africa (excl Kenya, Tanzania)","ERI","Eritrea"
2030,"SSA","Sub-Saharan Africa","MORB",1,1,1,0.959252227252811,"EAFR","Eastern Africa (excl Kenya, Tanzania)","ETH","Ethiopia"
2030,"SSA","Sub-Saharan Africa","MORB",1,1,1,0.959252227252811,"EAFR","Eastern Africa (excl Kenya, Tanzania)","MDG","Madagascar"
2030,"SSA","Sub-Saharan Africa","MORB",1,1,1,0.959252227252811,"EAFR","Eastern Africa (excl Kenya, Tanzania)","MUS","Mauritius"
2030,"SSA","Sub-Saharan Africa","MORB",1,1,1,0.959252227252811,"EAFR","Eastern Africa (excl Kenya, Tanzania)","RWA","Rwanda"
2030,"SSA","Sub-Saharan Africa","MORB",1,1,1,0.959252227252811,"EAFR","Eastern Africa (excl Kenya, Tanzania)","SDN","Sudan"
2030,"SSA","Sub-Saharan Africa","MORB",1,1,1,0.959252227252811,"EAFR","Eastern Africa (excl Kenya, Tanzania)","SOM","Somalia"
2030,"SSA","Sub-Saharan Africa","MORB",1,1,1,0.959252227252811,"EAFR","Eastern Africa (excl Kenya, Tanzania)","UGA","Uganda"
2030,"SSA","Sub-Saharan Africa","MORB",1,1,1,0.959252227252811,"KENY","Kenya","KEN","Kenya"
2030,"SSA","Sub-Saharan Africa","MORB",1,1,1,0.959252227252811,"NIGE","Nigeria","NGA","Nigeria"
2030,"SSA","Sub-Saharan Africa","MORB",1,1,1,0.959252227252811,"TANZ","United Republic of Tanzania","TZA","United Republic of Tanzania"
2030,"SSA","Sub-Saharan Africa","MORB",1,1,1,0.959252227252811,"WAFR","Western Africa (excl Nigeria)","BEN","Benin"
2030,"SSA","Sub-Saharan Africa","MORB",1,1,1,0.959252227252811,"WAFR","Western Africa (excl Nigeria)","BFA","Burkina Faso"
2030,"SSA","Sub-Saharan Africa","MORB",1,1,1,0.959252227252811,"WAFR","Western Africa (excl Nigeria)","CAF","Central African Republic"
2030,"SSA","Sub-Saharan Africa","MORB",1,1,1,0.959252227252811,"WAFR","Western Africa (excl Nigeria)","CIV","Cote d'Ivoire"
2030,"SSA","Sub-Saharan Africa","MORB",1,1,1,0.959252227252811,"WAFR","Western Africa (excl Nigeria)","CMR","Cameroon"
2030,"SSA","Sub-Saharan Africa","MORB",1,1,1,0.959252227252811,"WAFR","Western Africa (excl Nigeria)","COD","Democratic Republic of the Congo"
2030,"SSA","Sub-Saharan Africa","MORB",1,1,1,0.959252227252811,"WAFR","Western Africa (excl Nigeria)","COG","Congo"
2030,"SSA","Sub-Saharan Africa","MORB",1,1,1,0.959252227252811,"WAFR","Western Africa (excl Nigeria)","CPV","Cape Verde"
2030,"SSA","Sub-Saharan Africa","MORB",1,1,1,0.959252227252811,"WAFR","Western Africa (excl Nigeria)","GAB","Gabon"
2030,"SSA","Sub-Saharan Africa","MORB",1,1,1,0.959252227252811,"WAFR","Western Africa (excl Nigeria)","GHA","Ghana"
2030,"SSA","Sub-Saharan Africa","MORB",1,1,1,0.959252227252811,"WAFR","Western Africa (excl Nigeria)","GIN","Guinea"
2030,"SSA","Sub-Saharan Africa","MORB",1,1,1,0.959252227252811,"WAFR","Western Africa (excl Nigeria)","GMB","Gambia"
2030,"SSA","Sub-Saharan Africa","MORB",1,1,1,0.959252227252811,"WAFR","Western Africa (excl Nigeria)","GNB","Guinea-Bissau"
2030,"SSA","Sub-Saharan Africa","MORB",1,1,1,0.959252227252811,"WAFR","Western Africa (excl Nigeria)","GNQ","Equatorial Guinea"
2030,"SSA","Sub-Saharan Africa","MORB",1,1,1,0.959252227252811,"WAFR","Western Africa (excl Nigeria)","LBR","Liberia"
2030,"SSA","Sub-Saharan Africa","MORB",1,1,1,0.959252227252811,"WAFR","Western Africa (excl Nigeria)","MLI","Mali"
2030,"SSA","Sub-Saharan Africa","MORB",1,1,1,0.959252227252811,"WAFR","Western Africa (excl Nigeria)","MRT","Mauritania"
2030,"SSA","Sub-Saharan Africa","MORB",1,1,1,0.959252227252811,"WAFR","Western Africa (excl Nigeria)","NER","Niger"
2030,"SSA","Sub-Saharan Africa","MORB",1,1,1,0.959252227252811,"WAFR","Western Africa (excl Nigeria)","SEN","Senegal"
2030,"SSA","Sub-Saharan Africa","MORB",1,1,1,0.959252227252811,"WAFR","Western Africa (excl Nigeria)","SLE","Sierra Leone"
2030,"SSA","Sub-Saharan Africa","MORB",1,1,1,0.959252227252811,"WAFR","Western Africa (excl Nigeria)","TCD","Chad"
2030,"SSA","Sub-Saharan Africa","MORB",1,1,1,0.959252227252811,"WAFR","Western Africa (excl Nigeria)","TGO","Togo"
2030,"SSA","Sub-Saharan Africa","MORT",NA,Inf,26.2151642876169,12.9654345748265,"EAFR","Eastern Africa (excl Kenya, Tanzania)","BDI","Burundi"
2030,"SSA","Sub-Saharan Africa","MORT",NA,Inf,26.2151642876169,12.9654345748265,"EAFR","Eastern Africa (excl Kenya, Tanzania)","COM","Comoros"
2030,"SSA","Sub-Saharan Africa","MORT",NA,Inf,26.2151642876169,12.9654345748265,"EAFR","Eastern Africa (excl Kenya, Tanzania)","DJI","Djibouti"
2030,"SSA","Sub-Saharan Africa","MORT",NA,Inf,26.2151642876169,12.9654345748265,"EAFR","Eastern Africa (excl Kenya, Tanzania)","ERI","Eritrea"
2030,"SSA","Sub-Saharan Africa","MORT",NA,Inf,26.2151642876169,12.9654345748265,"EAFR","Eastern Africa (excl Kenya, Tanzania)","ETH","Ethiopia"
2030,"SSA","Sub-Saharan Africa","MORT",NA,Inf,26.2151642876169,12.9654345748265,"EAFR","Eastern Africa (excl Kenya, Tanzania)","MDG","Madagascar"
2030,"SSA","Sub-Saharan Africa","MORT",NA,Inf,26.2151642876169,12.9654345748265,"EAFR","Eastern Africa (excl Kenya, Tanzania)","MUS","Mauritius"
2030,"SSA","Sub-Saharan Africa","MORT",NA,Inf,26.2151642876169,12.9654345748265,"EAFR","Eastern Africa (excl Kenya, Tanzania)","RWA","Rwanda"
2030,"SSA","Sub-Saharan Africa","MORT",NA,Inf,26.2151642876169,12.9654345748265,"EAFR","Eastern Africa (excl Kenya, Tanzania)","SDN","Sudan"
2030,"SSA","Sub-Saharan Africa","MORT",NA,Inf,26.2151642876169,12.9654345748265,"EAFR","Eastern Africa (excl Kenya, Tanzania)","SOM","Somalia"
2030,"SSA","Sub-Saharan Africa","MORT",NA,Inf,26.2151642876169,12.9654345748265,"EAFR","Eastern Africa (excl Kenya, Tanzania)","UGA","Uganda"
2030,"SSA","Sub-Saharan Africa","MORT",NA,Inf,26.2151642876169,12.9654345748265,"KENY","Kenya","KEN","Kenya"
2030,"SSA","Sub-Saharan Africa","MORT",NA,Inf,26.2151642876169,12.9654345748265,"NIGE","Nigeria","NGA","Nigeria"
2030,"SSA","Sub-Saharan Africa","MORT",NA,Inf,26.2151642876169,12.9654345748265,"TANZ","United Republic of Tanzania","TZA","United Republic of Tanzania"
2030,"SSA","Sub-Saharan Africa","MORT",NA,Inf,26.2151642876169,12.9654345748265,"WAFR","Western Africa (excl Nigeria)","BEN","Benin"
2030,"SSA","Sub-Saharan Africa","MORT",NA,Inf,26.2151642876169,12.9654345748265,"WAFR","Western Africa (excl Nigeria)","BFA","Burkina Faso"
2030,"SSA","Sub-Saharan Africa","MORT",NA,Inf,26.2151642876169,12.9654345748265,"WAFR","Western Africa (excl Nigeria)","CAF","Central African Republic"
2030,"SSA","Sub-Saharan Africa","MORT",NA,Inf,26.2151642876169,12.9654345748265,"WAFR","Western Africa (excl Nigeria)","CIV","Cote d'Ivoire"
2030,"SSA","Sub-Saharan Africa","MORT",NA,Inf,26.2151642876169,12.9654345748265,"WAFR","Western Africa (excl Nigeria)","CMR","Cameroon"
2030,"SSA","Sub-Saharan Africa","MORT",NA,Inf,26.2151642876169,12.9654345748265,"WAFR","Western Africa (excl Nigeria)","COD","Democratic Republic of the Congo"
2030,"SSA","Sub-Saharan Africa","MORT",NA,Inf,26.2151642876169,12.9654345748265,"WAFR","Western Africa (excl Nigeria)","COG","Congo"
2030,"SSA","Sub-Saharan Africa","MORT",NA,Inf,26.2151642876169,12.9654345748265,"WAFR","Western Africa (excl Nigeria)","CPV","Cape Verde"
2030,"SSA","Sub-Saharan Africa","MORT",NA,Inf,26.2151642876169,12.9654345748265,"WAFR","Western Africa (excl Nigeria)","GAB","Gabon"
2030,"SSA","Sub-Saharan Africa","MORT",NA,Inf,26.2151642876169,12.9654345748265,"WAFR","Western Africa (excl Nigeria)","GHA","Ghana"
2030,"SSA","Sub-Saharan Africa","MORT",NA,Inf,26.2151642876169,12.9654345748265,"WAFR","Western Africa (excl Nigeria)","GIN","Guinea"
2030,"SSA","Sub-Saharan Africa","MORT",NA,Inf,26.2151642876169,12.9654345748265,"WAFR","Western Africa (excl Nigeria)","GMB","Gambia"
2030,"SSA","Sub-Saharan Africa","MORT",NA,Inf,26.2151642876169,12.9654345748265,"WAFR","Western Africa (excl Nigeria)","GNB","Guinea-Bissau"
2030,"SSA","Sub-Saharan Africa","MORT",NA,Inf,26.2151642876169,12.9654345748265,"WAFR","Western Africa (excl Nigeria)","GNQ","Equatorial Guinea"
2030,"SSA","Sub-Saharan Africa","MORT",NA,Inf,26.2151642876169,12.9654345748265,"WAFR","Western Africa (excl Nigeria)","LBR","Liberia"
2030,"SSA","Sub-Saharan Africa","MORT",NA,Inf,26.2151642876169,12.9654345748265,"WAFR","Western Africa (excl Nigeria)","MLI","Mali"
2030,"SSA","Sub-Saharan Africa","MORT",NA,Inf,26.2151642876169,12.9654345748265,"WAFR","Western Africa (excl Nigeria)","MRT","Mauritania"
