"REGION_4LETTER","Source","PM25_Contribution"
"KENY","SAAR",0.011008111239861
"KENY","SAFR",0.00775193798449612
"KENY","TANZ",0.522540983606557
"KENY","OTHER",0.00623850664446064
"KORN","CHIN",0.351523572249904
"KORN","KORS",0.694899817850638
"KORN","MONG",0.0427350427350427
"KORN","RUSS",0.0245580893266766
"KORN","OTHER",0.00397800215120919
"KORS","CHIN",0.324262169413568
"KORS","JAPA",0.979166666666667
"KORS","KORN",0.929547088425593
"KORS","RUSS",0.028336256915396
"KORS","OTHER",0.00382360084660491
"KOSO","ALBA",0.304582210242588
"KOSO","AUST",0.00832305795314427
"KOSO","BELA",0.00454840805717999
"KOSO","BELG",0.000351246926589392
"KOSO","BOHE",0.0820877033611363
"KOSO","BULG",0.0653333333333333
"KOSO","CROA",0.0155688622754491
"KOSO","CZRE",0.0147336607480166
"KOSO","FRAN",0.00230819960430864
"KOSO","GERM",0.00605520926090828
"KOSO","GREE",0.13696715583508
"KOSO","HUNG",0.0275622156810276
"KOSO","ITAL",0.0197882312098594
"KOSO","MACE",0.354166666666667
"KOSO","MOLD",0.00761421319796954
"KOSO","MONT",0.196511627906977
"KOSO","NETH",0.000404040404040404
"KOSO","POLA",0.0134515623114972
"KOSO","ROMA",0.0284775465498357
"KOSO","RUSS",0.00701659695047902
"KOSO","SERB",0.247733373854024
"KOSO","SKRE",0.0205351586807716
"KOSO","SLOV",0.00329308452250274
"KOSO","SPAI",0.000709219858156029
"KOSO","SWIT",0.00146198830409357
"KOSO","TURK",0.0113306618764682
"KOSO","UKRA",0.0181268882175227
"KOSO","OTHER",0.00398667638180493
"KYRG","AZER",0.00151057401812689
"KYRG","KAZA",0.221480582524272
"KYRG","RUSS",0.00485764404263932
"KYRG","TAJI",0.238757154538021
"KYRG","TKME",0.0323574730354391
"KYRG","UZBE",0.444249170083968
"KYRG","OTHER",0.0095884945005378
"LAOS","CAMB",0.197478991596639
"LAOS","CHIN",0.0447489459563051
"LAOS","INDI",6.86059275521405e-05
"LAOS","MYAN",0.347368421052632
"LAOS","THAI",0.561190738699008
"LAOS","VIET",0.242095754290876
"LAOS","OTHER",0.0218295687172548
"LATV","AUST",0.0030826140567201
"LATV","BELA",0.155945419103314
"LATV","BELG",0.00561995082543028
"LATV","BOHE",0.00256007927987447
"LATV","BULG",0.000888888888888889
"LATV","CROA",0.00119760479041916
"LATV","CZRE",0.0117113713638081
"LATV","DENM",0.0665722379603399
"LATV","ESTO",0.325925925925926
"LATV","FINL",0.156626506024096
"LATV","FRAN",0.0038469993405144
"LATV","GERM",0.013713268032057
"LATV","HUNG",0.00481669788600482
"LATV","ITAL",0.00104148585315049
"LATV","KAZA",0.000303398058252427
"LATV","KOSO",0.000240905805829921
"LATV","LITH",0.522388059701492
"LATV","MOLD",0.0152284263959391
"LATV","NETH",0.0121212121212121
"LATV","NORW",0.0606060606060606
"LATV","POLA",0.0486186512245144
"LATV","ROMA",0.00675428988682001
"LATV","RUSS",0.0435838618270139
"LATV","SERB",0.00202603454388897
"LATV","SKRE",0.00995644057249534
"LATV","SLOV",0.00109769484083425
"LATV","SWED",0.114782608695652
"LATV","SWIT",0.00292397660818713
"LATV","TURK",0.00165814564045875
"LATV","UKRA",0.0254000223788743
"LATV","UNKI",0.00513732463939933
"LATV","OTHER",0.0022657090316089
"LITH","AUST",0.00554870530209618
"LITH","BELA",0.239766081871345
"LITH","BELG",0.00772743238496663
"LITH","BOHE",0.00429432653398299
"LITH","BULG",0.00266666666666667
"LITH","CROA",0.00199600798403194
"LITH","CZRE",0.0188893086513034
"LITH","DENM",0.0835694050991501
"LITH","ESTO",0.125925925925926
"LITH","FINL",0.0933734939759036
"LITH","FRAN",0.00582545614420752
"LITH","GERM",0.0197684772929653
"LITH","HUNG",0.00963339577200964
"LITH","IREL",0.00327868852459016
"LITH","ITAL",0.00260371463287624
"LITH","KOSO",0.000240905805829921
"LITH","LATV",0.279761904761905
"LITH","MACE",0.000520833333333333
"LITH","MOLD",0.032994923857868
"LITH","NETH",0.0161616161616162
"LITH","NORW",0.0572390572390572
"LITH","POLA",0.0923513089636868
"LITH","ROMA",0.0109529025191676
"LITH","RUSS",0.0565375792740521
"LITH","SERB",0.00334295699741681
"LITH","SKRE",0.0174237710018668
"LITH","SLOV",0.0021953896816685
"LITH","SWED",0.0973913043478261
"LITH","SWIT",0.00584795321637427
"LITH","TURK",0.00207268205057344
"LITH","UKRA",0.0362537764350453
"LITH","UNKI",0.006520450503853
"LITH","OTHER",0.00217723187953229
"LUXE","AUST",0.0203452527743527
"LUXE","BELA",0.00129954515919428
"LUXE","BELG",0.24306287319986
"LUXE","BOHE",8.25832025765959e-05
"LUXE","CROA",0.000399201596806387
"LUXE","CZRE",0.0273894975443899
"LUXE","DENM",0.0141643059490085
"LUXE","FRAN",0.205429764783469
"LUXE","GERM",0.126625111308994
"LUXE","HUNG",0.00187316028900187
"LUXE","IREL",0.0459016393442623
"LUXE","ITAL",0.0069432390210033
"LUXE","NETH",0.098989898989899
"LUXE","NORW",0.0202020202020202
"LUXE","POLA",0.0107371214863072
"LUXE","PORT",0.0072992700729927
"LUXE","ROMA",0.000365096750638919
"LUXE","RUSS",0.00188908379435974
"LUXE","SERB",0.000506508635972243
"LUXE","SKRE",0.00373366521468575
"LUXE","SLOV",0.00109769484083425
"LUXE","SPAI",0.0297872340425532
"LUXE","SWED",0.00173913043478261
"LUXE","SWIT",0.0687134502923976
"LUXE","UKRA",0.00156652120398344
"LUXE","UNKI",0.075874333135744
"LUXE","OTHER",0.00139828597203428
"MACE","ALBA",0.216981132075472
"MACE","AUST",0.00647348951911221
"MACE","BELA",0.00454840805717999
"MACE","BOHE",0.0495499215459576
"MACE","BULG",0.0982222222222222
"MACE","CROA",0.0103792415169661
"MACE","CZRE",0.010955799017756
"MACE","FRAN",0.0021982853374368
"MACE","GERM",0.00468981893737014
"MACE","GREE",0.361285814116003
"MACE","HUNG",0.0211399518330211
"MACE","ITAL",0.0163166116993578
"MACE","KOSO",0.318236569501325
"MACE","MOLD",0.00761421319796954
"MACE","MONT",0.0465116279069767
"MACE","POLA",0.0104958378574014
"MACE","ROMA",0.0237312887915298
"MACE","RUSS",0.007151531507219
"MACE","SERB",0.118877576862685
"MACE","SKRE",0.014934660858743
"MACE","SLOV",0.00329308452250274
"MACE","SPAI",0.00212765957446809
"MACE","SWIT",0.00146198830409357
"MACE","TURK",0.0197595688821335
"MACE","UKRA",0.0187982544478013
"MACE","UNKI",0.000395178818415333
"MACE","OTHER",0.00378716907810277
"MALA","AUTR",0.0131578947368421
"MALA","BRUN",1
"MALA","INDO",0.1499665998664
"MALA","PHIL",0.330708661417323
"MALA","SING",0.825059101654846
"MALA","THAI",0.0305034913634693
"MALA","VIET",0.00511894007828967
"MALA","OTHER",0.00230040595399188
"MALT","ALBA",0.00808625336927224
"MALT","AUST",0.00123304562268804
"MALT","BELG",0.000351246926589392
"MALT","BOHE",0.021058716657032
"MALT","BULG",0.00755555555555556
"MALT","CROA",0.00439121756487026
"MALT","CZRE",0.00491122024933888
"MALT","FRAN",0.0176961969663662
"MALT","GERM",0.00314633422380528
"MALT","GREE",0.0125786163522013
"MALT","HUNG",0.00107037730800107
"MALT","ITAL",0.128449921888561
"MALT","KOSO",0.0122861960973259
"MALT","MACE",0.0125
"MALT","MOLD",0.00253807106598985
"MALT","MONT",0.00116279069767442
"MALT","POLA",0.00319700808300157
"MALT","ROMA",0.00219058050383352
"MALT","RUSS",0.00161921468087977
"MALT","SERB",0.00678721572202806
"MALT","SKRE",0.000622277535780959
"MALT","SLOV",0.0021953896816685
"MALT","SPAI",0.0914893617021277
"MALT","SWIT",0.00146198830409357
"MALT","TURK",0.00525079452811939
"MALT","UKRA",0.00290925366454067
"MALT","UNKI",0.001778304682869
"MALT","OTHER",0.015774955761424
"MEXI","CARB",0.0614525139664804
"MEXI","CEAM",1
"MEXI","USAM",0.112798264642082
"MEXI","OTHER",0.00468408452170293
"MIDE","EAFR",0.0194029850746269
"MIDE","EGYP",0.115774240231548
"MIDE","INDI",0.00148646176362971
"MIDE","IRAN",0.195894689870593
"MIDE","ISRA",0.386084583901774
"MIDE","KAZA",0.000606796116504854
"MIDE","NAFR",0.0393518518518519
"MIDE","NIGE",0.0623076923076923
"MIDE","PAKI",0.00362438220757825
"MIDE","RUSS",0.00175414923761975
"MIDE","SAAR",0.398030127462341
"MIDE","OTHER",0.0463117171506887
"MOLD","ALBA",0.00134770889487871
"MOLD","ARME",0.00198019801980198
"MOLD","AUST",0.00524044389642417
"MOLD","AZER",0.00151057401812689
"MOLD","BELA",0.0656270305393113
"MOLD","BOHE",0.00941448509373194
"MOLD","BULG",0.0733333333333333
"MOLD","CROA",0.00279441117764471
"MOLD","CZRE",0.0122780506233472
"MOLD","DENM",0.0028328611898017
"MOLD","ESTO",0.00740740740740741
"MOLD","FINL",0.00301204819277108
"MOLD","FRAN",0.00153879973620576
"MOLD","GEOR",0.0054054054054054
"MOLD","GERM",0.00759869397447314
"MOLD","GREE",0.0139762403913347
"MOLD","HUNG",0.0144500936580145
"MOLD","ITAL",0.00433952438812706
"MOLD","KAZA",0.00485436893203884
"MOLD","KOSO",0.0081907973982173
"MOLD","LATV",0.00595238095238095
"MOLD","LITH",0.0119402985074627
"MOLD","MACE",0.003125
"MOLD","MONT",0.00116279069767442
"MOLD","NETH",0.000808080808080808
"MOLD","POLA",0.0400530823983593
"MOLD","ROMA",0.220335889010588
"MOLD","RUSS",0.0539738226959924
"MOLD","SERB",0.0097756166742643
"MOLD","SKRE",0.0174237710018668
"MOLD","SLOV",0.0021953896816685
"MOLD","SWED",0.00173913043478261
"MOLD","TURK",0.0344065220395191
"MOLD","UKRA",0.21819402484055
"MOLD","UNKI",0.000197589409207667
"MOLD","OTHER",0.00350091946844315
"MONG","CHIN",0.00311422000766577
"MONG","KAZA",0.0136529126213592
"MONG","RUSS",0.0268519767912562
"MONG","OTHER",0.0157298497623261
"MONT","ALBA",0.303234501347709
"MONT","AUST",0.00647348951911221
"MONT","BELA",0.0032488628979857
"MONT","BELG",0.000351246926589392
"MONT","BOHE",0.15988108018829
"MONT","BULG",0.0204444444444444
"MONT","CROA",0.0227544910179641
"MONT","CZRE",0.011144692104269
"MONT","FRAN",0.002747856671796
"MONT","GERM",0.00451172454734342
"MONT","GREE",0.0216631726065688
"MONT","HUNG",0.0141824993310142
"MONT","ITAL",0.0263843082798125
"MONT","KOSO",0.115152975186702
"MONT","MACE",0.0395833333333333
"MONT","MOLD",0.00253807106598985
"MONT","NETH",0.000404040404040404
"MONT","POLA",0.00947038243455182
"MONT","ROMA",0.0124132895217233
"MONT","RUSS",0.00445284037241938
"MONT","SERB",0.0714683685356835
"MONT","SKRE",0.0112009956440573
"MONT","SLOV",0.00329308452250274
"MONT","SPAI",0.00851063829787234
"MONT","SWIT",0.00146198830409357
"MONT","TURK",0.0048362581180047
"MONT","UKRA",0.0105180709410317
"MONT","UNKI",0.000790357636830666
"MONT","OTHER",0.00455397106276673
"MYAN","BANG",0.287147335423198
"MYAN","CHIN",0.0036412418551169
"MYAN","INDI",0.0402945481156239
"MYAN","LAOS",0.0467836257309942
"MYAN","MIDE",0.00018828845791753
"MYAN","NEPA",0.000604960677555959
"MYAN","PAKI",0.00724876441515651
"MYAN","SAAR",0.0052143684820394
"MYAN","THAI",0.104740904079383
"MYAN","VIET",0.004516711833785
"MYAN","OTHER",0.0183147704798584
"NAFR","NIGE",0.0776923076923077
"NAFR","OTHER",0.0233701120710593
"NEPA","AFGH",0.012582056892779
"NEPA","BANG",0.125391849529781
"NEPA","BHUT",0.117788461538462
"NEPA","CHIN",0.000479110770410119
"NEPA","INDI",0.308818148554702
"NEPA","IRAN",0.134315037929496
"NEPA","MIDE",0.00301261532668047
"NEPA","PAKI",0.19835255354201
"NEPA","SAAR",0.00579374275782155
"NEPA","OTHER",0.00728288400818848
"NETH","AUST",0.00801479654747226
"NETH","BELA",0.00259909031838856
"NETH","BELG",0.356164383561644
"NETH","CROA",0.000399201596806387
"NETH","CZRE",0.0213449187759728
"NETH","DENM",0.0665722379603399
"NETH","FRAN",0.10573752473071
"NETH","GERM",0.117304838230929
"NETH","HUNG",0.00107037730800107
"NETH","ICEL",0.0909090909090909
"NETH","IREL",0.173770491803279
"NETH","ITAL",0.00312445755945148
"NETH","LATV",0.00297619047619048
"NETH","LITH",0.00149253731343284
"NETH","LUXE",0.206896551724138
"NETH","NORW",0.0471380471380471
"NETH","POLA",0.0170708167450838
"NETH","PORT",0.0072992700729927
"NETH","ROMA",0.000365096750638919
"NETH","RUSS",0.00377816758871947
"NETH","SERB",5.06508635972243e-05
"NETH","SKRE",0.00186683260734288
"NETH","SLOV",0.00109769484083425
"NETH","SPAI",0.0297872340425532
"NETH","SWED",0.0191304347826087
"NETH","SWIT",0.0175438596491228
"NETH","UKRA",0.00223788743426206
"NETH","UNKI",0.198379766844497
"NETH","OTHER",0.00242704972068978
"NIGE","EGYP",0.0289435600578871
"NIGE","NAFR",0.0787037037037037
"NIGE","RSAF",0.00824175824175824
"NIGE","WAFR",0.713498622589532
"NIGE","OTHER",0.0437562888171819
"NORW","AUST",0.00030826140567201
"NORW","BELA",0.00519818063677713
"NORW","BELG",0.00421496311907271
"NORW","CZRE",0.0022667170381564
"NORW","DENM",0.0920679886685552
"NORW","ESTO",0.00740740740740741
"NORW","FINL",0.0301204819277108
"NORW","FRAN",0.0038469993405144
"NORW","GERM",0.00676758682101514
"NORW","HUNG",0.000267594327000268
"NORW","ICEL",0.136363636363636
"NORW","IREL",0.0163934426229508
"NORW","LATV",0.00595238095238095
"NORW","LITH",0.00447761194029851
"NORW","NETH",0.00929292929292929
"NORW","POLA",0.00591144890819158
"NORW","ROMA",0.00018254837531946
"NORW","RUSS",0.00512751315611928
"NORW","SERB",0.000101301727194449
"NORW","SKRE",0.000622277535780959
"NORW","SPAI",0.000709219858156029
"NORW","SWED",0.0956521739130435
"NORW","UKRA",0.00201409869083585
"NORW","UNKI",0.0187709938747283
"NORW","OTHER",0.0021425349571493
"NZEL","OTHER",0.00177995211824711
"PAKI","AFGH",0.785557986870897
"PAKI","INDI",0.0735226856933772
"PAKI","IRAN",0.145917001338688
"PAKI","ISRA",0.00750341064120055
"PAKI","KAZA",0.00394417475728155
"PAKI","MIDE",0.0677838448503107
"PAKI","SAAR",0.0909617612977984
"PAKI","OTHER",0.0314909267547969
"PARA","ARGE",0.300595238095238
"PARA","BRAZ",0.647785039941903
"PARA","OTHER",0.00857534436695465
"PERU","BOLV",0.75
"PERU","CHIL",0.83743842364532
"PERU","ECUA",0.571428571428571
"PERU","OTHER",0.0119721730682488
"PHIL","INDO",0.00100200400801603
"PHIL","OTHER",0.00246868602754936
"POLA","AUST",0.0249691738594328
"POLA","BELA",0.0545808966861598
"POLA","BELG",0.0136986301369863
"POLA","BOHE",0.0133784788174085
"POLA","BULG",0.00577777777777778
"POLA","CROA",0.0139720558882236
"POLA","CZRE",0.122402720060446
"POLA","DENM",0.0722379603399433
"POLA","ESTO",0.00740740740740741
"POLA","FINL",0.0210843373493976
"POLA","FRAN",0.013079797757749
"POLA","GERM",0.0508756307509647
"POLA","GREE",0.000698812019566737
"POLA","HUNG",0.0390687717420391
"POLA","ITAL",0.00902621072730429
"POLA","KOSO",0.00192724644663936
"POLA","LATV",0.0238095238095238
"POLA","LITH",0.0373134328358209
"POLA","MACE",0.000520833333333333
"POLA","MOLD",0.0203045685279188
"POLA","NETH",0.0242424242424242
"POLA","NORW",0.0336700336700337
"POLA","ROMA",0.0209930631617379
"POLA","RUSS",0.0179462960464175
"POLA","SERB",0.011295142582181
"POLA","SKRE",0.101431238332296
"POLA","SLOV",0.0186608122941822
"POLA","SPAI",0.00212765957446809
"POLA","SWED",0.04
"POLA","SWIT",0.0160818713450292
"POLA","TURK",0.00179632444383032
"POLA","UKRA",0.0343515721159226
"POLA","UNKI",0.018968583283936
"POLA","OTHER",0.00187710350091947
"PORT","BELG",0.000702493853178785
"PORT","FRAN",0.00813365574851616
"PORT","GERM",0.00130602552686257
"PORT","ITAL",0.00069432390210033
"PORT","SPAI",0.482978723404255
"PORT","UNKI",0.004742145820984
"PORT","OTHER",0.00482807674959231
"ROMA","ALBA",0.00539083557951483
"ROMA","AUST",0.0123304562268804
"ROMA","BELA",0.0272904483430799
"ROMA","BELG",0.00105374077976818
"ROMA","BOHE",0.0237839623420596
"ROMA","BULG",0.22
"ROMA","CROA",0.0119760479041916
"ROMA","CZRE",0.0162448054401209
"ROMA","DENM",0.00141643059490085
"ROMA","FRAN",0.00296768520553968
"ROMA","GEOR",0.0027027027027027
"ROMA","GERM",0.00825170673790442
"ROMA","GREE",0.0237596086652691
"ROMA","HUNG",0.0513781107840514
"ROMA","ITAL",0.0102412775559799
"ROMA","KAZA",0.00151699029126214
"ROMA","KOSO",0.0245723921946519
"ROMA","LATV",0.00297619047619048
"ROMA","LITH",0.00298507462686567
"ROMA","MACE",0.0182291666666667
"ROMA","MOLD",0.314720812182741
"ROMA","MONT",0.00232558139534884
"ROMA","NETH",0.00121212121212121
"ROMA","POLA",0.0285921100253348
"ROMA","RUSS",0.0263122385642963
"ROMA","SERB",0.0343412855189181
"ROMA","SKRE",0.0336029869321718
"ROMA","SLOV",0.00658616904500549
"ROMA","SWED",0.00173913043478261
"ROMA","SWIT",0.0043859649122807
"ROMA","TURK",0.0255630786237391
"ROMA","UKRA",0.0928723285218753
"ROMA","UNKI",0.000790357636830666
"ROMA","OTHER",0.00307935186148989
"RSAF","EAFR",0.0119402985074627
"RSAF","SAFR",0.86046511627907
"RSAF","TANZ",0.0307377049180328
"RSAF","WAFR",0.0550964187327824
"RSAF","OTHER",0.00852329898338018
"RUSS","ARME",0.00396039603960396
"RUSS","AZER",0.0219033232628399
"RUSS","BELA",0.0610786224821313
"RUSS","BOHE",0.000165166405153192
"RUSS","BULG",0.00133333333333333
"RUSS","CHIN",0.0131276351092373
"RUSS","CZRE",0.000755572346052135
"RUSS","DENM",0.0028328611898017
"RUSS","ESTO",0.0666666666666667
"RUSS","FINL",0.0512048192771084
"RUSS","FRAN",0.00010991426687184
"RUSS","GEOR",0.0243243243243243
"RUSS","GERM",0.001246660730187
"RUSS","HUNG",0.000802782981000803
"RUSS","KAZA",0.0361043689320388
"RUSS","KORN",0.00718907260963336
"RUSS","LATV",0.0238095238095238
"RUSS","LITH",0.0149253731343284
"RUSS","MOLD",0.0101522842639594
"RUSS","MONG",0.213675213675214
"RUSS","NETH",0.000404040404040404
"RUSS","NORW",0.00336700336700337
"RUSS","POLA",0.00820364338279648
"RUSS","ROMA",0.00328587075575027
"RUSS","SERB",0.00035455604518057
"RUSS","SKRE",0.00124455507156192
"RUSS","SWED",0.00869565217391304
"RUSS","TKME",0.0154083204930663
"RUSS","TURK",0.00773801298880752
"RUSS","UKRA",0.0455410092872328
"RUSS","UNKI",0.000395178818415333
"RUSS","UZBE",0.00136692052333529
"RUSS","OTHER",0.00535026543145623
"SAAR","EGYP",0.221418234442836
"SAAR","INDI",0.000205817782656421
"SAAR","IRAN",0.13520749665328
"SAAR","ISRA",0.227148703956344
"SAAR","MIDE",0.384485031067596
"SAAR","NAFR",0.0115740740740741
"SAAR","NIGE",0.0569230769230769
"SAAR","OTHER",0.0876982061691128
"SAFR","RSAF",0.679945054945055
"SAFR","OTHER",0.00520627320356684
"SERB","ALBA",0.0377358490566038
"SERB","AUST",0.0339087546239211
"SERB","BELA",0.0116959064327485
"SERB","BELG",0.00105374077976818
"SERB","BOHE",0.144520604509043
"SERB","BULG",0.135555555555556
"SERB","CROA",0.0922155688622755
"SERB","CZRE",0.0396675481677371
"SERB","DENM",0.00141643059490085
"SERB","FRAN",0.00527588480984832
"SERB","GERM",0.0147818343722173
"SERB","GREE",0.039832285115304
"SERB","HUNG",0.122825796093123
"SERB","ITAL",0.0216976219406353
"SERB","KOSO",0.0994940978077572
"SERB","LATV",0.00297619047619048
"SERB","LITH",0.00149253731343284
"SERB","MACE",0.065625
"SERB","MOLD",0.0203045685279188
"SERB","MONT",0.163953488372093
"SERB","NETH",0.00161616161616162
"SERB","POLA",0.0320304017372421
"SERB","ROMA",0.11153705732019
"SERB","RUSS",0.0111995682094184
"SERB","SKRE",0.0616054760423149
"SERB","SLOV",0.0142700329308452
"SERB","SPAI",0.000709219858156029
"SERB","SWED",0.00173913043478261
"SERB","SWIT",0.0087719298245614
"SERB","TURK",0.00925797982589471
"SERB","UKRA",0.0317780015665212
"SERB","UNKI",0.00256866231969966
"SERB","OTHER",0.00299087470941328
"SING","AUTR",0.236842105263158
"SING","INDO",0.846025384101536
"SING","MALA",0.67934548586192
"SING","OTHER",0.00479684951944763
"SKRE","ALBA",0.00134770889487871
"SKRE","AUST",0.091861898890259
"SKRE","BELA",0.0168940870695257
"SKRE","BELG",0.00702493853178785
"SKRE","BOHE",0.032290032207449
"SKRE","BULG",0.02
"SKRE","CROA",0.0502994011976048
"SKRE","CZRE",0.145258783528523
"SKRE","DENM",0.0169971671388102
"SKRE","FRAN",0.010991426687184
"SKRE","GERM",0.0295636687444345
"SKRE","GREE",0.00209643605870021
"SKRE","HUNG",0.24939791276425
"SKRE","ITAL",0.0237805936469363
"SKRE","KOSO",0.0115634786798362
"SKRE","LATV",0.00297619047619048
"SKRE","LITH",0.00298507462686567
"SKRE","MACE",0.00416666666666667
"SKRE","MOLD",0.0126903553299492
"SKRE","MONT",0.00116279069767442
"SKRE","NETH",0.0101010101010101
"SKRE","NORW",0.00336700336700337
"SKRE","POLA",0.101339124140427
"SKRE","ROMA",0.0620664476086163
"SKRE","RUSS",0.00836594251787883
"SKRE","SERB",0.0319606949298486
"SKRE","SLOV",0.0636663007683864
"SKRE","SPAI",0.00283687943262411
"SKRE","SWED",0.00173913043478261
"SKRE","SWIT",0.0263157894736842
"SKRE","TURK",0.00290175487080282
"SKRE","UKRA",0.0314423184513819
"SKRE","UNKI",0.009484291641968
"SKRE","OTHER",0.0019170049616599
"SLOV","ALBA",0.00134770889487871
"SLOV","AUST",0.219173859432799
"SLOV","BELA",0.00454840805717999
"SLOV","BELG",0.00351246926589392
"SLOV","BOHE",0.0366669419440086
"SLOV","BULG",0.00622222222222222
"SLOV","CROA",0.280239520958084
"SLOV","CZRE",0.0464676992822063
"SLOV","DENM",0.00141643059490085
"SLOV","FRAN",0.0111013409540558
"SLOV","GERM",0.0235678242802018
"SLOV","GREE",0.000698812019566737
"SLOV","HUNG",0.0503077334760503
"SLOV","ITAL",0.27286929352543
"SLOV","KOSO",0.000722717417489762
"SLOV","MACE",0.000520833333333333
"SLOV","MOLD",0.0050761421319797
"SLOV","MONT",0.00116279069767442
"SLOV","NETH",0.00484848484848485
"SLOV","POLA",0.021836168415973
"SLOV","ROMA",0.0133260313983206
"SLOV","RUSS",0.00418297125893941
"SLOV","SERB",0.0218811730740009
"SLOV","SKRE",0.0280024891101431
"SLOV","SPAI",0.0134751773049645
"SLOV","SWIT",0.0365497076023392
"SLOV","TURK",0.00096725162360094
"SLOV","UKRA",0.00928723285218753
"SLOV","UNKI",0.00513732463939933
"SLOV","OTHER",0.00241664064397488
"SPAI","AUST",0.00030826140567201
"SPAI","BELG",0.00210748155953635
"SPAI","BOHE",0.00115616483607234
"SPAI","CROA",0.000399201596806387
"SPAI","CZRE",0.000566679259539101
"SPAI","FRAN",0.0238513959111893
"SPAI","GERM",0.00267141585040071
"SPAI","IREL",0.00327868852459016
"SPAI","ITAL",0.01058843950703
"SPAI","NETH",0.00121212121212121
"SPAI","POLA",0.000542888165038002
"SPAI","PORT",0.897810218978102
"SPAI","SERB",0.000202603454388897
"SPAI","SLOV",0.00109769484083425
"SPAI","SWIT",0.00292397660818713
"SPAI","UNKI",0.00553250345781466
"SPAI","OTHER",0.0052010686652094
"SRIL","BANG",0.0112852664576803
"SRIL","INDI",0.011731613611416
"SRIL","OTHER",0.00273758717601749
"SWED","AUST",0.00184956843403206
"SWED","BELA",0.0201429499675114
"SWED","BELG",0.0108886547242712
"SWED","BOHE",0.000825832025765959
"SWED","BULG",0.000444444444444445
"SWED","CROA",0.000399201596806387
"SWED","CZRE",0.00793350963354741
"SWED","DENM",0.271954674220963
"SWED","ESTO",0.0444444444444444
"SWED","FINL",0.0993975903614458
"SWED","FRAN",0.00758408441415696
"SWED","GERM",0.0185218165627783
"SWED","HUNG",0.00240834894300241
"SWED","ICEL",0.0454545454545454
"SWED","IREL",0.019672131147541
"SWED","ITAL",0.000347161951050165
"SWED","LATV",0.0357142857142857
"SWED","LITH",0.0298507462686567
"SWED","MOLD",0.00253807106598985
"SWED","NETH",0.0250505050505051
"SWED","NORW",0.232323232323232
"SWED","POLA",0.0226806611171432
"SWED","ROMA",0.00200803212851406
"SWED","RUSS",0.0118742409931183
"SWED","SERB",0.000759762953958365
"SWED","SKRE",0.00373366521468575
"SWED","SLOV",0.00109769484083425
"SWED","SPAI",0.00354609929078014
"SWED","SWIT",0.00292397660818713
"SWED","TURK",0.000414536410114688
"SWED","UKRA",0.00570661295736824
"SWED","UNKI",0.0264769808338273
"SWED","OTHER",0.00240102702890254
"SWIT","AUST",0.0675092478421702
"SWIT","BELG",0.0140498770635757
"SWIT","BOHE",0.000247749607729788
"SWIT","CROA",0.000798403193612775
"SWIT","CZRE",0.017000377786173
"SWIT","FRAN",0.112552209276764
"SWIT","GERM",0.0747996438112199
"SWIT","HUNG",0.000535188654000535
"SWIT","ITAL",0.0630098941156049
"SWIT","LUXE",0.0172413793103448
"SWIT","NETH",0.0133333333333333
"SWIT","POLA",0.0062130534443238
"SWIT","PORT",0.0072992700729927
"SWIT","ROMA",0.00018254837531946
"SWIT","RUSS",0.00107947645391985
"SWIT","SERB",0.000151952590791673
"SWIT","SKRE",0.000622277535780959
"SWIT","SLOV",0.00439077936333699
"SWIT","SPAI",0.0262411347517731
"SWIT","UKRA",0.00134273246055723
"SWIT","UNKI",0.014226437462952
"SWIT","OTHER",0.00144859650948961
"TAIW","CHIN",0.0585473361441165
"TAIW","PHIL",0.141732283464567
"TAIW","THAI",0.00588019110621095
"TAIW","OTHER",0.00107040005551508
"TAJI","AZER",0.00453172205438067
"TAJI","KAZA",0.0964805825242719
"TAJI","KYRG",0.186979560938683
"TAJI","RUSS",0.00728646606395898
"TAJI","TKME",0.26040061633282
"TAJI","UZBE",0.339191564147627
"TAJI","OTHER",0.0254415183373235
"TANZ","EAFR",0.273134328358209
"TANZ","KENY",0.418282548476454
"TANZ","MIDE",0.00018828845791753
"TANZ","RSAF",0.100274725274725
"TANZ","SAFR",0.0914728682170542
"TANZ","WAFR",0.0137741046831956
"TANZ","OTHER",0.00585857534436696
"THAI","BANG",0.00188087774294671
"THAI","BHUT",0.0336538461538462
"THAI","CAMB",0.428571428571429
"THAI","CHIN",0.0273572249904178
"THAI","INDI",0.00109769484083425
"THAI","INDO",0.0030060120240481
"THAI","LAOS",0.538011695906433
"THAI","MALA",0.0647337447968997
"THAI","MYAN",0.228070175438596
"THAI","VIET",0.11743450767841
"THAI","OTHER",0.00850248082995039
"TKME","ARME",0.00792079207920792
"TKME","AZER",0.0241691842900302
"TKME","GEOR",0.00810810810810811
"TKME","GERM",5.93647966755714e-05
"TKME","KAZA",0.100424757281553
"TKME","KYRG",0.012112036336109
"TKME","RUSS",0.0257725003373364
"TKME","TAJI",0.080130825838103
"TKME","TURK",0.00497443692137626
"TKME","UKRA",0.00693745104621237
"TKME","UZBE",0.121851200937317
"TKME","OTHER",0.0421116546962285
"TURK","ALBA",0.00134770889487871
"TURK","ARME",0.0297029702970297
"TURK","AUST",0.00030826140567201
"TURK","AZER",0.00528700906344411
"TURK","BELA",0.00454840805717999
"TURK","BOHE",0.00264266248245107
