"IDSCENARIOS","IDYEARS","REGION_4LETTER","POPULATION","GDP_GUSD2017_PPP","CO2 Mt CO2/yr","CH4 kt/yr","PM25_TOTAL","PM25_SELF","PM25_EXPORT","AP_CONTROL_COSTS_MEUR2015","AP_PLUS_CH4_CONTROL_COSTS_MEUR2015"
"Long-term Climate Action",2040,"USAM",364364800,29219.9,25510.338,345488.763,6.817,3.956,1.327,76247,94643
"Long-term Climate Action",2040,"UZBE",42894500,685.054,25510.338,345488.763,17.058,4.449,3.247,394,259
"Long-term Climate Action",2040,"VENE",NA,NA,25510.338,345488.763,9.774,5.995,0.144,1178,1132
"Long-term Climate Action",2040,"VIET",106218400,2955.99,25510.338,345488.763,14.593,12.034,2.784,5627,6553
"Long-term Climate Action",2040,"WAFR",572805000,2659.328,25510.338,345488.763,35.429,11.583,0.455,1766,5106
"Baseline",2045,"AFGH",69513300,319.669,37819.533,401851.532,60.286,43.166,1.922,748,800
"Baseline",2045,"ALBA",2385500,81.192,37819.533,401851.532,12.667,8.057,0.453,643,661
"Baseline",2045,"ARGE",50120000,1611.32,37819.533,401851.532,6.283,3.578,0.355,4966,5589
"Baseline",2045,"ARME",2561100,100.616,37819.533,401851.532,14.154,7.26,0.31,33,35
"Baseline",2045,"AUST",9230000,681.392,37819.533,401851.532,4.023,1.199,1.025,834,1798
"Baseline",2045,"AUTR",30196600,2345.09,37819.533,401851.532,2.892,1.082,0,2863,5688
"Baseline",2045,"AZER",11172000,249.317,37819.533,401851.532,16.942,3.845,1.001,335,-722
"Baseline",2045,"BANG",197348900,3914.5,37819.533,401851.532,63.32,33.978,1.375,519,961
"Baseline",2045,"BELA",8772200,225.329,37819.533,401851.532,6.364,3.285,1.013,481,467
"Baseline",2045,"BELG",12209300,836.273,37819.533,401851.532,5.06,1.737,1.437,1038,1577
"Baseline",2045,"BHUT",868700,17.946,37819.533,401851.532,7,2.74,0.177,34,37
"Baseline",2045,"BOHE",2676200,85.311,37819.533,401851.532,13.059,9.35,1.947,979,1009
"Baseline",2045,"BOLV",15478800,198.795,37819.533,401851.532,8.114,3.474,0.004,407,450
"Baseline",2045,"BRAZ",228382200,5810.2,37819.533,401851.532,10.177,7.168,1.698,17491,21335
"Baseline",2045,"BRUN",522800,41.27,37819.533,401851.532,3.476,1.837,0.004,78,80
"Baseline",2045,"BULG",5747900,277.074,37819.533,401851.532,6.554,2.512,1.071,645,247
"Baseline",2045,"CAMB",20075800,273.703,37819.533,401851.532,9.648,3.748,0.157,658,765
"Baseline",2045,"CANA",41505000,3000.87,37819.533,401851.532,7.498,4.691,0.17,9490,14105
"Baseline",2045,"CARB",49304500,1400.112,37819.533,401851.532,6.97,3.775,0.143,811,1154
"Baseline",2045,"CEAM",63344300,1283.792,37819.533,401851.532,8.55,6.078,0.015,1253,1688
"Baseline",2045,"CHIL",20457800,771.79,37819.533,401851.532,14.675,14.503,0.157,1984,2806
"Baseline",2045,"CHIN",1352782100,49900.442,37819.533,401851.532,20.962,17.5,13.039,235416,263481
"Baseline",2045,"COLO",57273500,1652.82,37819.533,401851.532,8.247,6.232,0.019,2863,2940
"Baseline",2045,"CROA",3491400,188.79,37819.533,401851.532,5.909,1.475,1.042,304,387
"Baseline",2045,"CYPR",1394800,68.939,37819.533,401851.532,8.357,0.544,0.002,46,145
"Baseline",2045,"CZRE",10318600,595.268,37819.533,401851.532,5.001,2.076,1.768,1240,1991
"Baseline",2045,"DENM",6112500,472.71,37819.533,401851.532,3.706,0.871,0.423,751,1587
"Baseline",2045,"EAFR",478325700,2383.379,37819.533,401851.532,33.217,13.616,0.886,2956,5657
"Baseline",2045,"ECUA",21206400,360.571,37819.533,401851.532,6.382,4.289,0.007,1419,1548
"Baseline",2045,"EGYP",154453800,4643.77,37819.533,401851.532,44.316,19.35,1.944,1636,3651
"Baseline",2045,"ESTO",1232000,74.008,37819.533,401851.532,3.13,0.861,0.057,129,292
"Baseline",2045,"FINL",5466100,358.472,37819.533,401851.532,2.29,0.56,0.125,817,-866
"Baseline",2045,"FRAN",68010700,4181.43,37819.533,401851.532,4.502,2.201,3.818,4352,7782
"Baseline",2045,"GEOR",3045600,153.983,37819.533,401851.532,13.033,7.268,0.309,208,233
"Baseline",2045,"GERM",81426200,5718.72,37819.533,401851.532,3.918,1.737,6.128,4305,-9131
"Baseline",2045,"GREE",9866400,494.625,37819.533,401851.532,7.817,2.384,0.432,422,1613
"Baseline",2045,"HUNG",8820700,503.725,37819.533,401851.532,6.474,2.552,2.451,941,1081
"Baseline",2045,"ICEL",412900,36.326,37819.533,401851.532,3.043,1.692,0.024,41,56
"Baseline",2045,"INDI",1607694600,28922.3,37819.533,401851.532,53.059,38.251,43.998,118635,157209
"Baseline",2045,"INDO",308598100,7943.49,37819.533,401851.532,20.194,19.584,1.521,9455,11253
"Baseline",2045,"IRAN",101127300,2159.58,37819.533,401851.532,68.036,33.738,3.124,7478,7278
"Baseline",2045,"IREL",5752500,951.362,37819.533,401851.532,2.821,0.697,0.179,537,1261
"Baseline",2045,"ISRA",12138400,861.684,37819.533,401851.532,28.262,10.618,0.625,1526,1910
"Baseline",2045,"ITAL",56415400,3351.53,37819.533,401851.532,6.502,2.754,2.132,2443,5432
"Baseline",2045,"JAPA",109263000,6294.11,37819.533,401851.532,5.211,2.689,0.041,7341,17717
"Baseline",2045,"KAZA",22758000,945.83,37819.533,401851.532,15.108,5.86,0.839,714,-4065
"Baseline",2045,"KENY",78424500,806.326,37819.533,401851.532,19.242,14.647,0.526,833,1286
"Baseline",2045,"KORN",NA,NA,37819.533,401851.532,12.09,4.979,1.057,37,53
"Baseline",2045,"KORS",47921800,3133.48,37819.533,401851.532,23.999,15.105,1.147,5507,15020
"Baseline",2045,"KYRG",8652100,83.66,37819.533,401851.532,12.081,4.968,0.865,37,31
"Baseline",2045,"LAOS",9164100,150.538,37819.533,401851.532,7.813,1.231,0.248,505,523
"Baseline",2045,"LATV",1504600,81.126,37819.533,401851.532,3.923,1.331,0.177,174,181
"Baseline",2045,"LITH",2227600,148.83,37819.533,401851.532,3.96,1.117,0.49,529,-598
"Baseline",2045,"LUXE",736700,107.468,37819.533,401851.532,3.413,0.551,0.041,49,214
"Baseline",2045,"MACE",2066600,64.544,37819.533,401851.532,11.075,6.92,0.369,554,593
"Baseline",2045,"MALA",40092000,1942.03,37819.533,401851.532,13.606,12.316,3.517,2061,2869
"Baseline",2045,"MALT",515900,46.812,37819.533,401851.532,12.365,1.333,0,18,19
"Baseline",2045,"MEXI",147156700,4739.14,37819.533,401851.532,13.653,10.728,0.049,9068,10756
"Baseline",2045,"MIDE",206913600,4777.478,37819.533,401851.532,42.494,11.941,4.022,8766,6241
"Baseline",2045,"MOLD",2585200,74.396,37819.533,401851.532,9.415,4.623,0.314,519,729
"Baseline",2045,"MONG",4356300,94.674,37819.533,401851.532,29.547,21.503,0.092,529,563
"Baseline",2045,"MONT",621800,22.736,37819.533,401851.532,13.335,9.423,0.134,297,318
"Baseline",2045,"MYAN",57436200,453.547,37819.533,401851.532,7.906,3.252,0.155,617,752
"Baseline",2045,"NAFR",124245400,2002.231,37819.533,401851.532,29.318,14.366,0.491,2494,9
"Baseline",2045,"NEPA",34435600,349.691,37819.533,401851.532,61.952,43.728,1.525,726,781
"Baseline",2045,"NETH",17860300,1403.33,37819.533,401851.532,5.364,1.758,1.352,1617,5145
"Baseline",2045,"NIGE",363297700,2841.85,37819.533,401851.532,40.435,14.31,1.161,1319,3489
"Baseline",2045,"NORW",5975300,524.188,37819.533,401851.532,2.211,0.659,0.076,922,1023
"Baseline",2045,"NZEL",5674100,365.808,37819.533,401851.532,2.108,0.714,0,537,648
"Baseline",2045,"PAKI",347457900,3632.01,37819.533,401851.532,85.287,58.993,10.324,2380,6757
"Baseline",2045,"PARA",8361000,194.089,37819.533,401851.532,10.089,4.12,0.019,257,329
"Baseline",2045,"PERU",38888900,852.196,37819.533,401851.532,19.976,12.443,0.17,822,1171
"Baseline",2045,"PHIL",149046400,3110.06,37819.533,401851.532,7.826,7.183,0.099,2731,3088
"Baseline",2045,"POLA",35797800,2203.9,37819.533,401851.532,5.324,2.802,5.151,4986,3275
"Baseline",2045,"PORT",9752700,553.243,37819.533,401851.532,5.373,1.835,0.054,449,864
"Baseline",2045,"ROMA",16518100,932.422,37819.533,401851.532,7.285,3.794,3.075,2384,1703
"Baseline",2045,"RSAF",215026400,1307.636,37819.533,401851.532,15.357,9.91,1.078,1559,2631
"Baseline",2045,"RUSS",139332000,5816.11,37819.533,401851.532,7.232,3.661,3.298,6066,-9686
"Baseline",2045,"SAAR",48200300,3542.84,37819.533,401851.532,59.313,6.293,1.236,7415,4787
"Baseline",2045,"SAFR",67861800,1423.43,37819.533,401851.532,27.012,23.198,0.651,9897,11646
"Baseline",2045,"SERB",6708900,270.673,37819.533,401851.532,12.822,8.805,4.383,1099,1123
"Baseline",2045,"SING",6602500,876.14,37819.533,401851.532,19.917,12.293,0.282,1120,8630
"Baseline",2045,"SKRE",5253200,269.576,37819.533,401851.532,5.151,1.388,0.86,433,547
"Baseline",2045,"SLOV",2059000,124.734,37819.533,401851.532,6.169,2.76,0.411,203,16
"Baseline",2045,"SPAI",48904000,2842.12,37819.533,401851.532,5.713,2.063,0.718,3030,5236
"Baseline",2045,"SRIL",23215800,484.227,37819.533,401851.532,13.181,9.843,0.019,296,358
"Baseline",2045,"SWED",11420100,862.523,37819.533,401851.532,2.928,0.816,0.41,694,382
"Baseline",2045,"SWIT",9490600,797.661,37819.533,401851.532,4.186,2.196,0.356,1243,631
"Baseline",2045,"TAIW",NA,NA,37819.533,401851.532,24.965,22.672,0.062,4392,17287
"Baseline",2045,"TAJI",13924000,114.112,37819.533,401851.532,21.941,5.67,0.51,44,43
"Baseline",2045,"TANZ",113025900,689.684,37819.533,401851.532,16.613,12.564,0.706,841,1464
"Baseline",2045,"THAI",69666600,2198.5,37819.533,401851.532,11.016,7.78,1.04,6737,7639
"Baseline",2045,"TKME",8214300,161.604,37819.533,401851.532,28.975,4.033,0.285,29,-84
"Baseline",2045,"TURK",95556300,5599.15,37819.533,401851.532,12.77,8.044,3.328,7644,8359
"Baseline",2045,"UKRA",35775800,863.914,37819.533,401851.532,8.395,4.432,4.301,2545,2770
"Baseline",2045,"UNKI",71633500,4725.79,37819.533,401851.532,4.006,2.013,2.351,3708,8853
"Baseline",2045,"URUG",3330400,129.357,37819.533,401851.532,5.966,3.856,0.183,175,228
"Baseline",2045,"USAM",370894900,31060.3,37819.533,401851.532,6.739,3.881,1.279,67154,92261
"Baseline",2045,"UZBE",44959600,814.702,37819.533,401851.532,16.906,4.326,3.124,397,309
"Baseline",2045,"VENE",NA,NA,37819.533,401851.532,11.885,8.096,0.188,1638,1478
"Baseline",2045,"VIET",107127800,3458.46,37819.533,401851.532,23.179,20.37,4.438,10747,11767
"Baseline",2045,"WAFR",634603100,3445.058,37819.533,401851.532,38.408,14.423,0.529,2672,6316
"Delayed Action",2045,"AFGH",69513300,319.669,21118,210417.187,27.259,11.152,0.436,NA,NA
"Delayed Action",2045,"ALBA",2385500,81.192,21118,210417.187,7.861,3.917,0.227,NA,NA
"Delayed Action",2045,"ARGE",50120000,1611.32,21118,210417.187,4.484,2.116,0.16,NA,NA
"Delayed Action",2045,"ARME",2561100,100.616,21118,210417.187,8.241,2.071,0.106,NA,NA
"Delayed Action",2045,"AUST",9230000,681.392,21118,210417.187,3.002,0.932,0.66,NA,NA
"Delayed Action",2045,"AUTR",30196600,2345.09,21118,210417.187,2.48,0.67,0,NA,NA
"Delayed Action",2045,"AZER",11172000,249.317,21118,210417.187,14.088,1.606,0.528,NA,NA
"Delayed Action",2045,"BANG",197348900,3914.5,21118,210417.187,21.769,10.173,0.38,NA,NA
"Delayed Action",2045,"BELA",8772200,225.329,21118,210417.187,3.21,0.995,0.435,NA,NA
"Delayed Action",2045,"BELG",12209300,836.273,21118,210417.187,3.818,1.178,0.912,NA,NA
"Delayed Action",2045,"BHUT",868700,17.946,21118,210417.187,3.253,1.238,0.047,NA,NA
"Delayed Action",2045,"BOHE",2676200,85.311,21118,210417.187,6.658,3.896,0.844,NA,NA
"Delayed Action",2045,"BOLV",15478800,198.795,21118,210417.187,6.135,1.569,0.001,NA,NA
"Delayed Action",2045,"BRAZ",228382200,5810.2,21118,210417.187,5.536,2.528,0.453,NA,NA
"Delayed Action",2045,"BRUN",522800,41.27,21118,210417.187,2.229,0.835,0.002,NA,NA
"Delayed Action",2045,"BULG",5747900,277.074,21118,210417.187,4.131,1.139,0.354,NA,NA
"Delayed Action",2045,"CAMB",20075800,273.703,21118,210417.187,4.823,1.272,0.047,NA,NA
"Delayed Action",2045,"CANA",41505000,3000.87,21118,210417.187,4.594,2.268,0.099,NA,NA
"Delayed Action",2045,"CARB",49304500,1400.112,21118,210417.187,4.591,1.404,0.051,NA,NA
"Delayed Action",2045,"CEAM",63344300,1283.792,21118,210417.187,4.612,2.169,0.005,NA,NA
"Delayed Action",2045,"CHIL",20457800,771.79,21118,210417.187,4.886,4.751,0.07,NA,NA
"Delayed Action",2045,"CHIN",1352782100,49900.442,21118,210417.187,11.649,8.367,5.756,NA,NA
"Delayed Action",2045,"COLO",57273500,1652.82,21118,210417.187,5.121,3.211,0.007,NA,NA
"Delayed Action",2045,"CROA",3491400,188.79,21118,210417.187,3.781,0.688,0.417,NA,NA
"Delayed Action",2045,"CYPR",1394800,68.939,21118,210417.187,7.565,0.389,0.001,NA,NA
"Delayed Action",2045,"CZRE",10318600,595.268,21118,210417.187,3.035,1.04,0.851,NA,NA
"Delayed Action",2045,"DENM",6112500,472.71,21118,210417.187,2.75,0.518,0.222,NA,NA
"Delayed Action",2045,"EAFR",478325700,2383.379,21118,210417.187,21.893,3.195,0.188,NA,NA
"Delayed Action",2045,"ECUA",21206400,360.571,21118,210417.187,4.076,2.041,0.003,NA,NA
"Delayed Action",2045,"EGYP",154453800,4643.77,21118,210417.187,28.739,4.454,0.556,NA,NA
"Delayed Action",2045,"ESTO",1232000,74.008,21118,210417.187,2.286,0.524,0.026,NA,NA
"Delayed Action",2045,"FINL",5466100,358.472,21118,210417.187,1.939,0.48,0.081,NA,NA
"Delayed Action",2045,"FRAN",68010700,4181.43,21118,210417.187,3.722,1.703,2.383,NA,NA
"Delayed Action",2045,"GEOR",3045600,153.983,21118,210417.187,6.861,1.735,0.083,NA,NA
"Delayed Action",2045,"GERM",81426200,5718.72,21118,210417.187,2.92,1.202,3.875,NA,NA
"Delayed Action",2045,"GREE",9866400,494.625,21118,210417.187,6.586,1.797,0.23,NA,NA
"Delayed Action",2045,"HUNG",8820700,503.725,21118,210417.187,3.931,1.435,1.186,NA,NA
"Delayed Action",2045,"ICEL",412900,36.326,21118,210417.187,2.931,1.584,0.022,NA,NA
"Delayed Action",2045,"INDI",1607694600,28922.3,21118,210417.187,21.914,12.564,14.818,NA,NA
"Delayed Action",2045,"INDO",308598100,7943.49,21118,210417.187,7.474,6.88,0.533,NA,NA
"Delayed Action",2045,"IRAN",101127300,2159.58,21118,210417.187,41.037,7.421,0.584,NA,NA
"Delayed Action",2045,"IREL",5752500,951.362,21118,210417.187,2.428,0.556,0.122,NA,NA
"Delayed Action",2045,"ISRA",12138400,861.684,21118,210417.187,19.742,4.091,0.225,NA,NA
"Delayed Action",2045,"ITAL",56415400,3351.53,21118,210417.187,5.403,1.89,1.264,NA,NA
"Delayed Action",2045,"JAPA",109263000,6294.11,21118,210417.187,3.904,1.835,0.034,NA,NA
"Delayed Action",2045,"KAZA",22758000,945.83,21118,210417.187,12.948,4.016,0.519,NA,NA
"Delayed Action",2045,"KENY",78424500,806.326,21118,210417.187,7.309,3.35,0.135,NA,NA
"Delayed Action",2045,"KORN",NA,NA,21118,210417.187,5.264,1.017,0.188,NA,NA
"Delayed Action",2045,"KORS",47921800,3133.48,21118,210417.187,13.368,7.709,0.553,NA,NA
"Delayed Action",2045,"KYRG",8652100,83.66,21118,210417.187,8.485,2.049,0.404,NA,NA
"Delayed Action",2045,"LAOS",9164100,150.538,21118,210417.187,5.362,0.375,0.054,NA,NA
"Delayed Action",2045,"LATV",1504600,81.126,21118,210417.187,2.421,0.576,0.078,NA,NA
"Delayed Action",2045,"LITH",2227600,148.83,21118,210417.187,2.401,0.446,0.145,NA,NA
"Delayed Action",2045,"LUXE",736700,107.468,21118,210417.187,2.519,0.389,0.02,NA,NA
"Delayed Action",2045,"MACE",2066600,64.544,21118,210417.187,6.804,3.783,0.207,NA,NA
"Delayed Action",2045,"MALA",40092000,1942.03,21118,210417.187,4.601,3.766,1.617,NA,NA
"Delayed Action",2045,"MALT",515900,46.812,21118,210417.187,11.602,0.858,0,NA,NA
"Delayed Action",2045,"MEXI",147156700,4739.14,21118,210417.187,6.966,4.1,0.016,NA,NA
"Delayed Action",2045,"MIDE",206913600,4777.478,21118,210417.187,32.408,3.334,1.28,NA,NA
"Delayed Action",2045,"MOLD",2585200,74.396,21118,210417.187,3.729,0.574,0.055,NA,NA
"Delayed Action",2045,"MONG",4356300,94.674,21118,210417.187,10.497,2.482,0.013,NA,NA
"Delayed Action",2045,"MONT",621800,22.736,21118,210417.187,6.982,3.766,0.074,NA,NA
"Delayed Action",2045,"MYAN",57436200,453.547,21118,210417.187,5.44,1.009,0.04,NA,NA
"Delayed Action",2045,"NAFR",124245400,2002.231,21118,210417.187,18.333,3.436,0.152,NA,NA
"Delayed Action",2045,"NEPA",34435600,349.691,21118,210417.187,19.79,12.454,0.466,NA,NA
"Delayed Action",2045,"NETH",17860300,1403.33,21118,210417.187,4.299,1.616,1.359,NA,NA
"Delayed Action",2045,"NIGE",363297700,2841.85,21118,210417.187,29.581,3.819,0.373,NA,NA
"Delayed Action",2045,"NORW",5975300,524.188,21118,210417.187,1.902,0.494,0.075,NA,NA
"Delayed Action",2045,"NZEL",5674100,365.808,21118,210417.187,1.798,0.404,0,NA,NA
"Delayed Action",2045,"PAKI",347457900,3632.01,21118,210417.187,37.386,14.677,2.536,NA,NA
"Delayed Action",2045,"PARA",8361000,194.089,21118,210417.187,6.692,1.561,0.007,NA,NA
"Delayed Action",2045,"PERU",38888900,852.196,21118,210417.187,12.833,5.377,0.061,NA,NA
"Delayed Action",2045,"PHIL",149046400,3110.06,21118,210417.187,3.028,2.386,0.032,NA,NA
"Delayed Action",2045,"POLA",35797800,2203.9,21118,210417.187,3.204,1.413,2.401,NA,NA
"Delayed Action",2045,"PORT",9752700,553.243,21118,210417.187,4.615,1.233,0.029,NA,NA
"Delayed Action",2045,"ROMA",16518100,932.422,21118,210417.187,4.483,1.992,1.19,NA,NA
"Delayed Action",2045,"RSAF",215026400,1307.636,21118,210417.187,7.411,2.492,0.263,NA,NA
"Delayed Action",2045,"RUSS",139332000,5816.11,21118,210417.187,5.037,1.727,1.264,NA,NA
"Delayed Action",2045,"SAAR",48200300,3542.84,21118,210417.187,52.202,1.17,0.244,NA,NA
"Delayed Action",2045,"SAFR",67861800,1423.43,21118,210417.187,5.91,2.641,0.093,NA,NA
"Delayed Action",2045,"SERB",6708900,270.673,21118,210417.187,7.193,4.454,1.872,NA,NA
"Delayed Action",2045,"SING",6602500,876.14,21118,210417.187,9.079,3.864,0.09,NA,NA
"Delayed Action",2045,"SKRE",5253200,269.576,21118,210417.187,3.092,0.721,0.402,NA,NA
"Delayed Action",2045,"SLOV",2059000,124.734,21118,210417.187,3.653,1.13,0.181,NA,NA
"Delayed Action",2045,"SPAI",48904000,2842.12,21118,210417.187,5.034,1.475,0.449,NA,NA
"Delayed Action",2045,"SRIL",23215800,484.227,21118,210417.187,4.257,2.482,0.005,NA,NA
"Delayed Action",2045,"SWED",11420100,862.523,21118,210417.187,2.384,0.639,0.24,NA,NA
"Delayed Action",2045,"SWIT",9490600,797.661,21118,210417.187,3.269,1.698,0.277,NA,NA
"Delayed Action",2045,"TAIW",NA,NA,21118,210417.187,12.838,10.972,0.032,NA,NA
"Delayed Action",2045,"TAJI",13924000,114.112,21118,210417.187,17.427,1.913,0.272,NA,NA
"Delayed Action",2045,"TANZ",113025900,689.684,21118,210417.187,6.856,3.29,0.182,NA,NA
"Delayed Action",2045,"THAI",69666600,2198.5,21118,210417.187,5.032,2.751,0.383,NA,NA
"Delayed Action",2045,"TKME",8214300,161.604,21118,210417.187,25.705,1.1,0.101,NA,NA
"Delayed Action",2045,"TURK",95556300,5599.15,21118,210417.187,8.542,4.102,1.506,NA,NA
"Delayed Action",2045,"UKRA",35775800,863.914,21118,210417.187,4.43,1.271,1.502,NA,NA
"Delayed Action",2045,"UNKI",71633500,4725.79,21118,210417.187,3.041,1.307,1.376,NA,NA
"Delayed Action",2045,"URUG",3330400,129.357,21118,210417.187,3.211,1.463,0.056,NA,NA
"Delayed Action",2045,"USAM",370894900,31060.3,21118,210417.187,5.243,2.475,0.748,NA,NA
"Delayed Action",2045,"UZBE",44959600,814.702,21118,210417.187,14.33,2.44,1.721,NA,NA
"Delayed Action",2045,"VENE",NA,NA,21118,210417.187,7.171,3.455,0.09,NA,NA
"Delayed Action",2045,"VIET",107127800,3458.46,21118,210417.187,6.494,4.77,0.773,NA,NA
"Delayed Action",2045,"WAFR",634603100,3445.058,21118,210417.187,27.016,3.668,0.117,NA,NA
"Integrated Action",2045,"AFGH",69513300,319.669,18975.79,180487.379,25.417,9.325,0.387,2485,3140
"Integrated Action",2045,"ALBA",2385500,81.192,18975.79,180487.379,7.24,3.608,0.204,687,840
"Integrated Action",2045,"ARGE",50120000,1611.32,18975.79,180487.379,4.021,1.863,0.149,5782,12645
"Integrated Action",2045,"ARME",2561100,100.616,18975.79,180487.379,7.896,1.753,0.1,85,231
"Integrated Action",2045,"AUST",9230000,681.392,18975.79,180487.379,2.938,0.933,0.643,975,1314
"Integrated Action",2045,"AUTR",30196600,2345.09,18975.79,180487.379,2.26,0.664,0,4132,7775
"Integrated Action",2045,"AZER",11172000,249.317,18975.79,180487.379,13.91,1.449,0.514,456,-258
"Integrated Action",2045,"BANG",197348900,3914.5,18975.79,180487.379,20.467,9.666,0.362,3833,9180
"Integrated Action",2045,"BELA",8772200,225.329,18975.79,180487.379,3.046,0.867,0.407,622,1558
"Integrated Action",2045,"BELG",12209300,836.273,18975.79,180487.379,3.57,1.185,0.909,1062,668
"Integrated Action",2045,"BHUT",868700,17.946,18975.79,180487.379,2.705,0.847,0.031,277,331
"Integrated Action",2045,"BOHE",2676200,85.311,18975.79,180487.379,6.469,3.813,0.794,1214,1283
"Integrated Action",2045,"BOLV",15478800,198.795,18975.79,180487.379,5.608,1.297,0.001,848,1078
"Integrated Action",2045,"BRAZ",228382200,5810.2,18975.79,180487.379,4.996,2.239,0.433,15287,50308
"Integrated Action",2045,"BRUN",522800,41.27,18975.79,180487.379,2.049,0.777,0.002,129,504
"Integrated Action",2045,"BULG",5747900,277.074,18975.79,180487.379,3.962,1.095,0.344,715,-164
