"REGIONGROUP","LABEL_REGIONGROUP","YEAR","ISO3","interceptpgdp","slope"
"SSA","Sub-Saharan Africa",2040,"MUS",6.12431110307752e-05,-0.00154743186205598
"SSA","Sub-Saharan Africa",2040,"RWA",6.12431110307752e-05,-0.00154743186205598
"SSA","Sub-Saharan Africa",2040,"SDN",6.12431110307752e-05,-0.00154743186205598
"SSA","Sub-Saharan Africa",2040,"SOM",6.12431110307752e-05,-0.00154743186205598
"SSA","Sub-Saharan Africa",2040,"UGA",6.12431110307752e-05,-0.00154743186205598
"SSA","Sub-Saharan Africa",2040,"KEN",6.12431110307752e-05,-0.00154743186205598
"SSA","Sub-Saharan Africa",2040,"NGA",6.12431110307752e-05,-0.00154743186205598
"SSA","Sub-Saharan Africa",2040,"TZA",6.12431110307752e-05,-0.00154743186205598
"SSA","Sub-Saharan Africa",2040,"BEN",6.12431110307752e-05,-0.00154743186205598
"SSA","Sub-Saharan Africa",2040,"BFA",6.12431110307752e-05,-0.00154743186205598
"SSA","Sub-Saharan Africa",2040,"CAF",6.12431110307752e-05,-0.00154743186205598
"SSA","Sub-Saharan Africa",2040,"CIV",6.12431110307752e-05,-0.00154743186205598
"SSA","Sub-Saharan Africa",2040,"CMR",6.12431110307752e-05,-0.00154743186205598
"SSA","Sub-Saharan Africa",2040,"COD",6.12431110307752e-05,-0.00154743186205598
"SSA","Sub-Saharan Africa",2040,"COG",6.12431110307752e-05,-0.00154743186205598
"SSA","Sub-Saharan Africa",2040,"CPV",6.12431110307752e-05,-0.00154743186205598
"SSA","Sub-Saharan Africa",2040,"GAB",6.12431110307752e-05,-0.00154743186205598
"SSA","Sub-Saharan Africa",2040,"GHA",6.12431110307752e-05,-0.00154743186205598
"SSA","Sub-Saharan Africa",2040,"GIN",6.12431110307752e-05,-0.00154743186205598
"SSA","Sub-Saharan Africa",2040,"GMB",6.12431110307752e-05,-0.00154743186205598
"SSA","Sub-Saharan Africa",2040,"GNB",6.12431110307752e-05,-0.00154743186205598
"SSA","Sub-Saharan Africa",2040,"GNQ",6.12431110307752e-05,-0.00154743186205598
"SSA","Sub-Saharan Africa",2040,"LBR",6.12431110307752e-05,-0.00154743186205598
"SSA","Sub-Saharan Africa",2040,"MLI",6.12431110307752e-05,-0.00154743186205598
"SSA","Sub-Saharan Africa",2040,"MRT",6.12431110307752e-05,-0.00154743186205598
"SSA","Sub-Saharan Africa",2040,"NER",6.12431110307752e-05,-0.00154743186205598
"SSA","Sub-Saharan Africa",2040,"SEN",6.12431110307752e-05,-0.00154743186205598
"SSA","Sub-Saharan Africa",2040,"SLE",6.12431110307752e-05,-0.00154743186205598
"SSA","Sub-Saharan Africa",2040,"TCD",6.12431110307752e-05,-0.00154743186205598
"SSA","Sub-Saharan Africa",2040,"TGO",6.12431110307752e-05,-0.00154743186205598
"SSA","Sub-Saharan Africa",2050,"BDI",0.000252242324942895,-0.00802380705958228
"SSA","Sub-Saharan Africa",2050,"COM",0.000252242324942895,-0.00802380705958228
"SSA","Sub-Saharan Africa",2050,"DJI",0.000252242324942895,-0.00802380705958228
"SSA","Sub-Saharan Africa",2050,"ERI",0.000252242324942895,-0.00802380705958228
"SSA","Sub-Saharan Africa",2050,"ETH",0.000252242324942895,-0.00802380705958228
"SSA","Sub-Saharan Africa",2050,"MDG",0.000252242324942895,-0.00802380705958228
"SSA","Sub-Saharan Africa",2050,"MUS",0.000252242324942895,-0.00802380705958228
"SSA","Sub-Saharan Africa",2050,"RWA",0.000252242324942895,-0.00802380705958228
"SSA","Sub-Saharan Africa",2050,"SDN",0.000252242324942895,-0.00802380705958228
"SSA","Sub-Saharan Africa",2050,"SOM",0.000252242324942895,-0.00802380705958228
"SSA","Sub-Saharan Africa",2050,"UGA",0.000252242324942895,-0.00802380705958228
"SSA","Sub-Saharan Africa",2050,"KEN",0.000252242324942895,-0.00802380705958228
"SSA","Sub-Saharan Africa",2050,"NGA",0.000252242324942895,-0.00802380705958228
"SSA","Sub-Saharan Africa",2050,"TZA",0.000252242324942895,-0.00802380705958228
"SSA","Sub-Saharan Africa",2050,"BEN",0.000252242324942895,-0.00802380705958228
"SSA","Sub-Saharan Africa",2050,"BFA",0.000252242324942895,-0.00802380705958228
"SSA","Sub-Saharan Africa",2050,"CAF",0.000252242324942895,-0.00802380705958228
"SSA","Sub-Saharan Africa",2050,"CIV",0.000252242324942895,-0.00802380705958228
"SSA","Sub-Saharan Africa",2050,"CMR",0.000252242324942895,-0.00802380705958228
"SSA","Sub-Saharan Africa",2050,"COD",0.000252242324942895,-0.00802380705958228
"SSA","Sub-Saharan Africa",2050,"COG",0.000252242324942895,-0.00802380705958228
"SSA","Sub-Saharan Africa",2050,"CPV",0.000252242324942895,-0.00802380705958228
"SSA","Sub-Saharan Africa",2050,"GAB",0.000252242324942895,-0.00802380705958228
"SSA","Sub-Saharan Africa",2050,"GHA",0.000252242324942895,-0.00802380705958228
"SSA","Sub-Saharan Africa",2050,"GIN",0.000252242324942895,-0.00802380705958228
"SSA","Sub-Saharan Africa",2050,"GMB",0.000252242324942895,-0.00802380705958228
"SSA","Sub-Saharan Africa",2050,"GNB",0.000252242324942895,-0.00802380705958228
"SSA","Sub-Saharan Africa",2050,"GNQ",0.000252242324942895,-0.00802380705958228
"SSA","Sub-Saharan Africa",2050,"LBR",0.000252242324942895,-0.00802380705958228
"SSA","Sub-Saharan Africa",2050,"MLI",0.000252242324942895,-0.00802380705958228
"SSA","Sub-Saharan Africa",2050,"MRT",0.000252242324942895,-0.00802380705958228
"SSA","Sub-Saharan Africa",2050,"NER",0.000252242324942895,-0.00802380705958228
"SSA","Sub-Saharan Africa",2050,"SEN",0.000252242324942895,-0.00802380705958228
"SSA","Sub-Saharan Africa",2050,"SLE",0.000252242324942895,-0.00802380705958228
"SSA","Sub-Saharan Africa",2050,"TCD",0.000252242324942895,-0.00802380705958228
"SSA","Sub-Saharan Africa",2050,"TGO",0.000252242324942895,-0.00802380705958228
"WAS","Western Asia",2030,"ARM",8.0753576788537e-06,-0.000110462610468036
"WAS","Western Asia",2030,"AZE",8.0753576788537e-06,-0.000110462610468036
"WAS","Western Asia",2030,"BLR",8.0753576788537e-06,-0.000110462610468036
"WAS","Western Asia",2030,"GEO",8.0753576788537e-06,-0.000110462610468036
"WAS","Western Asia",2030,"MDA",8.0753576788537e-06,-0.000110462610468036
"WAS","Western Asia",2030,"TUR",8.0753576788537e-06,-0.000110462610468036
"WAS","Western Asia",2030,"UKR",8.0753576788537e-06,-0.000110462610468036
"WAS","Western Asia",2040,"ARM",2.20672653153014e-05,-0.000196114764984226
"WAS","Western Asia",2040,"AZE",2.20672653153014e-05,-0.000196114764984226
"WAS","Western Asia",2040,"BLR",2.20672653153014e-05,-0.000196114764984226
"WAS","Western Asia",2040,"GEO",2.20672653153014e-05,-0.000196114764984226
"WAS","Western Asia",2040,"MDA",2.20672653153014e-05,-0.000196114764984226
"WAS","Western Asia",2040,"TUR",2.20672653153014e-05,-0.000196114764984226
"WAS","Western Asia",2040,"UKR",2.20672653153014e-05,-0.000196114764984226
"WAS","Western Asia",2050,"ARM",4.00297141867875e-05,0.000247303364096651
"WAS","Western Asia",2050,"AZE",4.00297141867875e-05,0.000247303364096651
"WAS","Western Asia",2050,"BLR",4.00297141867875e-05,0.000247303364096651
"WAS","Western Asia",2050,"GEO",4.00297141867875e-05,0.000247303364096651
"WAS","Western Asia",2050,"MDA",4.00297141867875e-05,0.000247303364096651
"WAS","Western Asia",2050,"TUR",4.00297141867875e-05,0.000247303364096651
"WAS","Western Asia",2050,"UKR",4.00297141867875e-05,0.000247303364096651
"WBK","West Balkan",2030,"ALB",1.81609967541101e-06,7.44127380307472e-21
"WBK","West Balkan",2030,"BIH",1.81609967541101e-06,7.44127380307472e-21
"WBK","West Balkan",2030,"XKX",1.81609967541101e-06,7.44127380307472e-21
"WBK","West Balkan",2030,"MKD",1.81609967541101e-06,7.44127380307472e-21
"WBK","West Balkan",2030,"MNE",1.81609967541101e-06,7.44127380307472e-21
"WBK","West Balkan",2030,"SRB",1.81609967541101e-06,7.44127380307472e-21
"WBK","West Balkan",2040,"ALB",9.46069120629999e-05,-1.51348153447313e-19
"WBK","West Balkan",2040,"BIH",9.46069120629999e-05,-1.51348153447313e-19
"WBK","West Balkan",2040,"XKX",9.46069120629999e-05,-1.51348153447313e-19
"WBK","West Balkan",2040,"MKD",9.46069120629999e-05,-1.51348153447313e-19
"WBK","West Balkan",2040,"MNE",9.46069120629999e-05,-1.51348153447313e-19
"WBK","West Balkan",2040,"SRB",9.46069120629999e-05,-1.51348153447313e-19
"WBK","West Balkan",2050,"ALB",0.00043291063851433,-1.04989796934419e-19
"WBK","West Balkan",2050,"BIH",0.00043291063851433,-1.04989796934419e-19
"WBK","West Balkan",2050,"XKX",0.00043291063851433,-1.04989796934419e-19
"WBK","West Balkan",2050,"MKD",0.00043291063851433,-1.04989796934419e-19
"WBK","West Balkan",2050,"MNE",0.00043291063851433,-1.04989796934419e-19
"WBK","West Balkan",2050,"SRB",0.00043291063851433,-1.04989796934419e-19
