"IDSCENARIOS","IDYEARS","REGION_4LETTER","REGION_4LETTER","PM25_SELF","PM25_EXPORT","AP_CONTROL_COSTS_MEUR2015","AP_PLUS_CH4_CONTROL_COSTS_MEUR2015"
"Baseline",2080,"PORT","PORT",1.509,0.052,330,705
"Baseline",2080,"ROMA","ROMA",2.665,2.915,1517,637
"Baseline",2080,"RSAF","RSAF",9.548,0.962,2402,3863
"Baseline",2080,"RUSS","RUSS",3.23,2.942,3940,-6046
"Baseline",2080,"SAAR","SAAR",6.474,1.344,4621,4242
"Baseline",2080,"SAFR","SAFR",282.012,4.608,10780,13745
"Baseline",2080,"SERB","SERB",4.124,3.662,762,765
"Baseline",2080,"SING","SING",10.725,0.239,614,10501
"Baseline",2080,"SKRE","SKRE",1,0.812,339,429
"Baseline",2080,"SLOV","SLOV",1.259,0.255,134,-142
"Baseline",2080,"SPAI","SPAI",2.298,0.756,2561,4447
"Baseline",2080,"SRIL","SRIL",11.015,0.023,282,366
"Baseline",2080,"SWED","SWED",0.891,0.301,468,-560
"Baseline",2080,"SWIT","SWIT",2.28,0.299,1480,41
"Baseline",2080,"TAIW","TAIW",21.118,0.054,3061,18193
"Baseline",2080,"TAJI","TAJI",4.258,0.471,46,46
"Baseline",2080,"TANZ","TANZ",8.984,0.422,1262,2173
"Baseline",2080,"THAI","THAI",7.828,0.915,4218,5136
"Baseline",2080,"TKME","TKME",2.912,0.239,29,-16
"Baseline",2080,"TURK","TURK",9.334,3.741,16610,17286
"Baseline",2080,"UKRA","UKRA",2.728,3.708,1791,2153
"Baseline",2080,"UNKI","UNKI",2.08,2.261,2038,6599
"Baseline",2080,"URUG","URUG",3.446,0.171,140,217
"Baseline",2080,"USAM","USAM",3.535,1.134,39546,60910
"Baseline",2080,"UZBE","UZBE",4.636,3.156,551,523
"Baseline",2080,"VENE","VENE",7.581,0.178,1333,1315
"Baseline",2080,"VIET","VIET",18.823,4.036,8315,9279
"Baseline",2080,"WAFR","WAFR",10.725,0.351,4141,9123
"Delayed Action",2080,"AFGH","AFGH",14.179,0.414,NA,NA
"Delayed Action",2080,"ALBA","ALBA",2.421,0.129,NA,NA
"Delayed Action",2080,"ARGE","ARGE",1.791,0.104,NA,NA
"Delayed Action",2080,"ARME","ARME",1.419,0.064,NA,NA
"Delayed Action",2080,"AUST","AUST",1.144,0.548,NA,NA
"Delayed Action",2080,"AUTR","AUTR",0.601,0,NA,NA
"Delayed Action",2080,"AZER","AZER",1.059,0.355,NA,NA
"Delayed Action",2080,"BANG","BANG",11.166,0.355,NA,NA
"Delayed Action",2080,"BELA","BELA",0.678,0.276,NA,NA
"Delayed Action",2080,"BELG","BELG",1.099,0.661,NA,NA
"Delayed Action",2080,"BHUT","BHUT",1.306,0.044,NA,NA
"Delayed Action",2080,"BOHE","BOHE",1.391,0.422,NA,NA
"Delayed Action",2080,"BOLV","BOLV",1.394,0.001,NA,NA
"Delayed Action",2080,"BRAZ","BRAZ",2.367,0.329,NA,NA
"Delayed Action",2080,"BRUN","BRUN",0.673,0.001,NA,NA
"Delayed Action",2080,"BULG","BULG",0.969,0.313,NA,NA
"Delayed Action",2080,"CAMB","CAMB",1.027,0.036,NA,NA
"Delayed Action",2080,"CANA","CANA",1.915,0.083,NA,NA
"Delayed Action",2080,"CARB","CARB",1.242,0.036,NA,NA
"Delayed Action",2080,"CEAM","CEAM",1.769,0.004,NA,NA
"Delayed Action",2080,"CHIL","CHIL",4.361,0.067,NA,NA
"Delayed Action",2080,"CHIN","CHIN",6.293,3.889,NA,NA
"Delayed Action",2080,"COLO","COLO",3.555,0.006,NA,NA
"Delayed Action",2080,"CROA","CROA",0.475,0.305,NA,NA
"Delayed Action",2080,"CYPR","CYPR",0.411,0.001,NA,NA
"Delayed Action",2080,"CZRE","CZRE",0.634,0.65,NA,NA
"Delayed Action",2080,"DENM","DENM",0.445,0.146,NA,NA
"Delayed Action",2080,"EAFR","EAFR",2.942,0.114,NA,NA
"Delayed Action",2080,"ECUA","ECUA",1.903,0.002,NA,NA
"Delayed Action",2080,"EGYP","EGYP",5.115,0.527,NA,NA
"Delayed Action",2080,"ESTO","ESTO",0.478,0.017,NA,NA
"Delayed Action",2080,"FINL","FINL",0.485,0.055,NA,NA
"Delayed Action",2080,"FRAN","FRAN",2.068,2.021,NA,NA
"Delayed Action",2080,"GEOR","GEOR",1.531,0.051,NA,NA
"Delayed Action",2080,"GERM","GERM",1.132,3.147,NA,NA
"Delayed Action",2080,"GREE","GREE",2.285,0.196,NA,NA
"Delayed Action",2080,"HUNG","HUNG",1.328,1.079,NA,NA
"Delayed Action",2080,"ICEL","ICEL",1.56,0.022,NA,NA
"Delayed Action",2080,"INDI","INDI",11.292,12.567,NA,NA
"Delayed Action",2080,"INDO","INDO",5.625,0.355,NA,NA
"Delayed Action",2080,"IRAN","IRAN",7.577,0.611,NA,NA
"Delayed Action",2080,"IREL","IREL",0.549,0.073,NA,NA
"Delayed Action",2080,"ISRA","ISRA",4.864,0.219,NA,NA
"Delayed Action",2080,"ITAL","ITAL",1.822,1.094,NA,NA
"Delayed Action",2080,"JAPA","JAPA",1.613,0.028,NA,NA
"Delayed Action",2080,"KAZA","KAZA",2.572,0.385,NA,NA
"Delayed Action",2080,"KENY","KENY",3.555,0.095,NA,NA
"Delayed Action",2080,"KORN","KORN",0.905,0.138,NA,NA
"Delayed Action",2080,"KORS","KORS",6.162,0.379,NA,NA
"Delayed Action",2080,"KYRG","KYRG",1.633,0.299,NA,NA
"Delayed Action",2080,"LAOS","LAOS",0.259,0.037,NA,NA
"Delayed Action",2080,"LATV","LATV",0.339,0.049,NA,NA
"Delayed Action",2080,"LITH","LITH",0.374,0.145,NA,NA
"Delayed Action",2080,"LUXE","LUXE",0.496,0.015,NA,NA
"Delayed Action",2080,"MACE","MACE",2.201,0.102,NA,NA
"Delayed Action",2080,"MALA","MALA",3.182,1.367,NA,NA
"Delayed Action",2080,"MALT","MALT",0.739,0,NA,NA
"Delayed Action",2080,"MEXI","MEXI",4.122,0.014,NA,NA
"Delayed Action",2080,"MIDE","MIDE",3.546,1.164,NA,NA
"Delayed Action",2080,"MOLD","MOLD",0.407,0.031,NA,NA
"Delayed Action",2080,"MONG","MONG",2.363,0.009,NA,NA
"Delayed Action",2080,"MONT","MONT",0.951,0.029,NA,NA
"Delayed Action",2080,"MYAN","MYAN",0.928,0.036,NA,NA
"Delayed Action",2080,"NAFR","NAFR",3.252,0.138,NA,NA
"Delayed Action",2080,"NEPA","NEPA",15.142,0.509,NA,NA
"Delayed Action",2080,"NETH","NETH",2.261,1.691,NA,NA
"Delayed Action",2080,"NIGE","NIGE",3.671,0.305,NA,NA
"Delayed Action",2080,"NORW","NORW",0.588,0.027,NA,NA
"Delayed Action",2080,"NZEL","NZEL",0.35,0,NA,NA
"Delayed Action",2080,"PAKI","PAKI",17.404,2.603,NA,NA
"Delayed Action",2080,"PARA","PARA",1.329,0.005,NA,NA
"Delayed Action",2080,"PERU","PERU",4.927,0.061,NA,NA
"Delayed Action",2080,"PHIL","PHIL",1.995,0.024,NA,NA
"Delayed Action",2080,"POLA","POLA",1.069,1.777,NA,NA
"Delayed Action",2080,"PORT","PORT",0.784,0.023,NA,NA
"Delayed Action",2080,"ROMA","ROMA",1.291,0.695,NA,NA
"Delayed Action",2080,"RSAF","RSAF",2.651,0.188,NA,NA
"Delayed Action",2080,"RUSS","RUSS",1.231,0.778,NA,NA
"Delayed Action",2080,"SAAR","SAAR",1.12,0.196,NA,NA
"Delayed Action",2080,"SAFR","SAFR",4.09,0.086,NA,NA
"Delayed Action",2080,"SERB","SERB",1.574,0.804,NA,NA
"Delayed Action",2080,"SING","SING",3.163,0.073,NA,NA
"Delayed Action",2080,"SKRE","SKRE",0.466,0.277,NA,NA
"Delayed Action",2080,"SLOV","SLOV",0.708,0.103,NA,NA
"Delayed Action",2080,"SPAI","SPAI",1.456,0.382,NA,NA
"Delayed Action",2080,"SRIL","SRIL",2.346,0.005,NA,NA
"Delayed Action",2080,"SWED","SWED",1.038,0.407,NA,NA
"Delayed Action",2080,"SWIT","SWIT",2.374,0.434,NA,NA
"Delayed Action",2080,"TAIW","TAIW",8.911,0.022,NA,NA
"Delayed Action",2080,"TAJI","TAJI",1.356,0.201,NA,NA
"Delayed Action",2080,"TANZ","TANZ",3.994,0.117,NA,NA
"Delayed Action",2080,"THAI","THAI",2.098,0.234,NA,NA
"Delayed Action",2080,"TKME","TKME",0.733,0.054,NA,NA
"Delayed Action",2080,"TURK","TURK",4.376,1.408,NA,NA
"Delayed Action",2080,"UKRA","UKRA",1.009,1.16,NA,NA
"Delayed Action",2080,"UNKI","UNKI",1.176,0.863,NA,NA
"Delayed Action",2080,"URUG","URUG",1.292,0.04,NA,NA
"Delayed Action",2080,"USAM","USAM",2.054,0.549,NA,NA
"Delayed Action",2080,"UZBE","UZBE",2.316,1.276,NA,NA
"Delayed Action",2080,"VENE","VENE",3.02,0.073,NA,NA
"Delayed Action",2080,"VIET","VIET",3.906,0.605,NA,NA
"Delayed Action",2080,"WAFR","WAFR",3.82,0.086,NA,NA
"Integrated Action",2080,"AFGH","AFGH",7.375,0.246,1143,2175
"Integrated Action",2080,"ALBA","ALBA",2.344,0.114,280,472
"Integrated Action",2080,"ARGE","ARGE",1.488,0.093,2980,16528
"Integrated Action",2080,"ARME","ARME",1.031,0.062,70,262
"Integrated Action",2080,"AUST","AUST",1.178,0.557,605,815
"Integrated Action",2080,"AUTR","AUTR",0.585,0,2945,7251
"Integrated Action",2080,"AZER","AZER",0.929,0.352,435,1203
"Integrated Action",2080,"BANG","BANG",10.57,0.325,2541,14647
"Integrated Action",2080,"BELA","BELA",0.824,0.299,660,2164
"Integrated Action",2080,"BELG","BELG",1.131,0.676,805,-113
"Integrated Action",2080,"BHUT","BHUT",0.339,0.009,82,219
"Integrated Action",2080,"BOHE","BOHE",1.324,0.355,421,512
"Integrated Action",2080,"BOLV","BOLV",1.066,0.001,473,940
"Integrated Action",2080,"BRAZ","BRAZ",2.066,0.309,10183,78212
"Integrated Action",2080,"BRUN","BRUN",0.581,0.001,89,652
"Integrated Action",2080,"BULG","BULG",0.88,0.307,324,-904
"Integrated Action",2080,"CAMB","CAMB",0.975,0.035,565,938
"Integrated Action",2080,"CANA","CANA",1.735,0.082,9037,12659
"Integrated Action",2080,"CARB","CARB",0.916,0.024,1274,4308
"Integrated Action",2080,"CEAM","CEAM",1.306,0.003,1673,10341
"Integrated Action",2080,"CHIL","CHIL",3.996,0.065,1258,15375
"Integrated Action",2080,"CHIN","CHIN",6.037,3.798,101018,170242
"Integrated Action",2080,"COLO","COLO",2.89,0.006,1771,2831
"Integrated Action",2080,"CROA","CROA",0.454,0.304,130,137
"Integrated Action",2080,"CYPR","CYPR",0.491,0.001,60,179
"Integrated Action",2080,"CZRE","CZRE",0.623,0.652,538,962
"Integrated Action",2080,"DENM","DENM",0.471,0.147,333,861
"Integrated Action",2080,"EAFR","EAFR",2.512,0.096,3970,19393
"Integrated Action",2080,"ECUA","ECUA",1.203,0.002,965,2715
"Integrated Action",2080,"EGYP","EGYP",4.347,0.42,1548,11537
"Integrated Action",2080,"ESTO","ESTO",0.426,0.017,45,250
"Integrated Action",2080,"FINL","FINL",0.528,0.058,453,-2925
"Integrated Action",2080,"FRAN","FRAN",2.095,2.094,4859,6230
"Integrated Action",2080,"GEOR","GEOR",1.204,0.051,298,309
"Integrated Action",2080,"GERM","GERM",1.166,3.175,3441,-30399
"Integrated Action",2080,"GREE","GREE",2.416,0.198,671,1539
"Integrated Action",2080,"HUNG","HUNG",1.291,1.091,471,341
"Integrated Action",2080,"ICEL","ICEL",1.566,0.022,39,67
"Integrated Action",2080,"INDI","INDI",10.789,11.863,59764,106469
"Integrated Action",2080,"INDO","INDO",5.381,0.345,9377,28842
"Integrated Action",2080,"IRAN","IRAN",7.816,0.604,8453,102211
"Integrated Action",2080,"IREL","IREL",0.532,0.075,414,1030
"Integrated Action",2080,"ISRA","ISRA",4.479,0.196,241,1894
"Integrated Action",2080,"ITAL","ITAL",1.895,1.129,2244,2127
"Integrated Action",2080,"JAPA","JAPA",1.596,0.028,6175,16569
"Integrated Action",2080,"KAZA","KAZA",2.078,0.379,721,2828
"Integrated Action",2080,"KENY","KENY",2.639,0.068,1044,4677
"Integrated Action",2080,"KORN","KORN",0.845,0.134,420,449
"Integrated Action",2080,"KORS","KORS",6.112,0.379,3931,5211
"Integrated Action",2080,"KYRG","KYRG",2.381,0.323,152,352
"Integrated Action",2080,"LAOS","LAOS",0.251,0.035,462,778
"Integrated Action",2080,"LATV","LATV",0.321,0.05,38,-4
"Integrated Action",2080,"LITH","LITH",0.362,0.146,274,-2257
"Integrated Action",2080,"LUXE","LUXE",0.595,0.017,49,139
"Integrated Action",2080,"MACE","MACE",2.896,0.099,353,424
"Integrated Action",2080,"MALA","MALA",2.972,1.335,2767,14870
"Integrated Action",2080,"MALT","MALT",0.732,0,18,11
"Integrated Action",2080,"MEXI","MEXI",3.248,0.011,4849,66466
"Integrated Action",2080,"MIDE","MIDE",2.84,1.02,3273,130290
"Integrated Action",2080,"MOLD","MOLD",0.441,0.035,596,1013
"Integrated Action",2080,"MONG","MONG",1.893,0.008,204,411
"Integrated Action",2080,"MONT","MONT",0.458,0.01,15,23
"Integrated Action",2080,"MYAN","MYAN",0.932,0.036,1097,2489
"Integrated Action",2080,"NAFR","NAFR",2.689,0.101,1899,66886
"Integrated Action",2080,"NEPA","NEPA",8.367,0.325,1102,2111
"Integrated Action",2080,"NETH","NETH",2.36,1.707,1704,1905
"Integrated Action",2080,"NIGE","NIGE",2.719,0.228,2262,34164
"Integrated Action",2080,"NORW","NORW",0.695,0.03,825,642
"Integrated Action",2080,"NZEL","NZEL",0.338,0,595,1206
"Integrated Action",2080,"PAKI","PAKI",11.768,1.782,6338,5028
"Integrated Action",2080,"PARA","PARA",1.068,0.004,463,901
"Integrated Action",2080,"PERU","PERU",3.688,0.051,1470,2814
"Integrated Action",2080,"PHIL","PHIL",1.98,0.024,2413,11546
"Integrated Action",2080,"POLA","POLA",1.039,1.796,2027,-4234
"Integrated Action",2080,"PORT","PORT",0.79,0.023,425,195
"Integrated Action",2080,"ROMA","ROMA",1.169,0.665,678,-946
"Integrated Action",2080,"RSAF","RSAF",2.125,0.158,2091,15296
"Integrated Action",2080,"RUSS","RUSS",1.281,0.793,6914,33898
"Integrated Action",2080,"SAAR","SAAR",0.831,0.154,1697,130327
"Integrated Action",2080,"SAFR","SAFR",3.898,0.08,2667,55897
"Integrated Action",2080,"SERB","SERB",1.685,0.825,804,160
"Integrated Action",2080,"SING","SING",3.202,0.073,851,8509
"Integrated Action",2080,"SKRE","SKRE",0.453,0.283,272,187
"Integrated Action",2080,"SLOV","SLOV",0.809,0.11,131,-381
"Integrated Action",2080,"SPAI","SPAI",1.608,0.387,2399,2823
"Integrated Action",2080,"SRIL","SRIL",1.98,0.004,619,3441
"Integrated Action",2080,"SWED","SWED",1.085,0.41,488,-626
"Integrated Action",2080,"SWIT","SWIT",1.965,0.373,1352,-421
"Integrated Action",2080,"TAIW","TAIW",8.107,0.02,3461,21696
"Integrated Action",2080,"TAJI","TAJI",1.428,0.204,188,1735
"Integrated Action",2080,"TANZ","TANZ",3.226,0.086,936,4818
"Integrated Action",2080,"THAI","THAI",2.08,0.236,5231,17751
"Integrated Action",2080,"TKME","TKME",0.641,0.056,403,748
"Integrated Action",2080,"TURK","TURK",3.21,1.162,6183,9999
"Integrated Action",2080,"UKRA","UKRA",1.014,1.206,3439,3424
"Integrated Action",2080,"UNKI","UNKI",1.252,0.875,2194,2813
"Integrated Action",2080,"URUG","URUG",0.977,0.036,255,1847
"Integrated Action",2080,"USAM","USAM",1.812,0.505,26908,61582
"Integrated Action",2080,"UZBE","UZBE",1.77,1.208,809,1028
"Integrated Action",2080,"VENE","VENE",1.624,0.034,1610,3238
"Integrated Action",2080,"VIET","VIET",3.666,0.573,4915,11780
"Integrated Action",2080,"WAFR","WAFR",3.199,0.073,4641,27020
"Long-term Climate Action",2080,"AFGH","AFGH",18.102,0.648,190,256
"Long-term Climate Action",2080,"ALBA","ALBA",3.608,0.356,243,260
"Long-term Climate Action",2080,"ARGE","ARGE",2.774,0.262,2134,3016
"Long-term Climate Action",2080,"ARME","ARME",2.389,0.169,20,22
"Long-term Climate Action",2080,"AUST","AUST",1.515,1.003,465,1191
"Long-term Climate Action",2080,"AUTR","AUTR",0.975,0,2337,7893
"Long-term Climate Action",2080,"AZER","AZER",2.185,0.849,272,168
"Long-term Climate Action",2080,"BANG","BANG",28.525,0.78,166,588
"Long-term Climate Action",2080,"BELA","BELA",2.293,0.761,261,266
"Long-term Climate Action",2080,"BELG","BELG",1.928,1.465,943,940
"Long-term Climate Action",2080,"BHUT","BHUT",0.772,0.028,8,12
"Long-term Climate Action",2080,"BOHE","BOHE",2.66,1.316,359,385
"Long-term Climate Action",2080,"BOLV","BOLV",2.493,0.002,138,208
"Long-term Climate Action",2080,"BRAZ","BRAZ",4.864,0.835,7117,11872
"Long-term Climate Action",2080,"BRUN","BRUN",1.354,0.002,56,62
"Long-term Climate Action",2080,"BULG","BULG",2.201,1.195,239,-334
"Long-term Climate Action",2080,"CAMB","CAMB",2.559,0.094,411,518
"Long-term Climate Action",2080,"CANA","CANA",4.118,0.167,2737,30643
"Long-term Climate Action",2080,"CARB","CARB",2.553,0.089,337,703
"Long-term Climate Action",2080,"CEAM","CEAM",3.583,0.008,520,972
"Long-term Climate Action",2080,"CHIL","CHIL",10.924,0.124,966,1974
"Long-term Climate Action",2080,"CHIN","CHIN",11.064,7.152,77042,100775
"Long-term Climate Action",2080,"COLO","COLO",5.235,0.016,1224,1615
"Long-term Climate Action",2080,"CROA","CROA",1.004,1.073,69,129
"Long-term Climate Action",2080,"CYPR","CYPR",0.706,0.002,40,172
"Long-term Climate Action",2080,"CZRE","CZRE",1.201,1.503,432,1193
"Long-term Climate Action",2080,"DENM","DENM",0.944,0.416,678,1313
"Long-term Climate Action",2080,"EAFR","EAFR",4.943,0.27,1973,5628
"Long-term Climate Action",2080,"ECUA","ECUA",2.836,0.005,658,830
"Long-term Climate Action",2080,"EGYP","EGYP",17.627,1.749,619,3175
"Long-term Climate Action",2080,"ESTO","ESTO",0.606,0.05,12,240
"Long-term Climate Action",2080,"FINL","FINL",0.621,0.089,333,-2978
"Long-term Climate Action",2080,"FRAN","FRAN",2.802,4.566,3874,6703
"Long-term Climate Action",2080,"GEOR","GEOR",3.597,0.204,243,284
"Long-term Climate Action",2080,"GERM","GERM",1.958,6.878,3006,-20268
"Long-term Climate Action",2080,"GREE","GREE",3.115,0.432,159,1644
"Long-term Climate Action",2080,"HUNG","HUNG",2.097,2.507,295,359
"Long-term Climate Action",2080,"ICEL","ICEL",1.731,0.024,37,55
"Long-term Climate Action",2080,"INDI","INDI",24.222,27.257,36975,53261
"Long-term Climate Action",2080,"INDO","INDO",16.776,1.125,4816,6573
"Long-term Climate Action",2080,"IRAN","IRAN",20.056,1.707,5467,7222
"Long-term Climate Action",2080,"IREL","IREL",0.775,0.169,477,1275
"Long-term Climate Action",2080,"ISRA","ISRA",12.455,0.581,99,551
"Long-term Climate Action",2080,"ITAL","ITAL",3.132,2.289,1485,3707
"Long-term Climate Action",2080,"JAPA","JAPA",2.622,0.046,5980,16585
"Long-term Climate Action",2080,"KAZA","KAZA",3.816,0.717,516,89
"Long-term Climate Action",2080,"KENY","KENY",5.111,0.181,427,1060
"Long-term Climate Action",2080,"KORN","KORN",2.975,0.493,11,25
"Long-term Climate Action",2080,"KORS","KORS",11.362,0.759,3172,8999
"Long-term Climate Action",2080,"KYRG","KYRG",6.125,0.893,39,38
"Long-term Climate Action",2080,"LAOS","LAOS",0.802,0.109,276,294
"Long-term Climate Action",2080,"LATV","LATV",0.572,0.137,14,15
"Long-term Climate Action",2080,"LITH","LITH",0.874,0.534,325,-1161
"Long-term Climate Action",2080,"LUXE","LUXE",0.762,0.04,40,165
"Long-term Climate Action",2080,"MACE","MACE",3.774,0.215,330,372
"Long-term Climate Action",2080,"MALA","MALA",10.393,3.186,970,1833
"Long-term Climate Action",2080,"MALT","MALT",1.494,0,11,10
"Long-term Climate Action",2080,"MEXI","MEXI",7.307,0.032,3632,6021
"Long-term Climate Action",2080,"MIDE","MIDE",7.044,2.557,1199,4756
"Long-term Climate Action",2080,"MOLD","MOLD",1.014,0.105,529,827
"Long-term Climate Action",2080,"MONG","MONG",3.478,0.017,34,68
"Long-term Climate Action",2080,"MONT","MONT",0.623,0.021,10,29
"Long-term Climate Action",2080,"MYAN","MYAN",2.915,0.13,373,507
"Long-term Climate Action",2080,"NAFR","NAFR",6.717,0.232,542,3793
"Long-term Climate Action",2080,"NEPA","NEPA",24.379,0.825,236,294
"Long-term Climate Action",2080,"NETH","NETH",2.29,1.707,1575,2862
"Long-term Climate Action",2080,"NIGE","NIGE",5.238,0.497,694,4141
"Long-term Climate Action",2080,"NORW","NORW",0.927,0.066,813,1035
"Long-term Climate Action",2080,"NZEL","NZEL",0.661,0,501,627
"Long-term Climate Action",2080,"PAKI","PAKI",37.782,6.237,598,1783
"Long-term Climate Action",2080,"PARA","PARA",2.827,0.011,132,218
"Long-term Climate Action",2080,"PERU","PERU",8.455,0.149,455,977
"Long-term Climate Action",2080,"PHIL","PHIL",5.65,0.062,1471,1838
"Long-term Climate Action",2080,"POLA","POLA",2.072,4.79,1070,-1559
"Long-term Climate Action",2080,"PORT","PORT",1.44,0.054,276,645
"Long-term Climate Action",2080,"ROMA","ROMA",2.379,2.684,603,-282
"Long-term Climate Action",2080,"RSAF","RSAF",4.441,0.449,811,2317
"Long-term Climate Action",2080,"RUSS","RUSS",2.931,2.583,3748,-2884
"Long-term Climate Action",2080,"SAAR","SAAR",2.584,0.399,776,2666
"Long-term Climate Action",2080,"SAFR","SAFR",6.073,0.13,1923,4894
"Long-term Climate Action",2080,"SERB","SERB",4.032,3.435,669,677
"Long-term Climate Action",2080,"SING","SING",10.124,0.219,798,8270
"Long-term Climate Action",2080,"SKRE","SKRE",0.997,0.818,185,233
"Long-term Climate Action",2080,"SLOV","SLOV",1.301,0.252,77,-200
"Long-term Climate Action",2080,"SPAI","SPAI",2.349,0.728,2362,4265
"Long-term Climate Action",2080,"SRIL","SRIL",7.012,0.01,110,193
"Long-term Climate Action",2080,"SWED","SWED",1.193,0.517,474,-553
"Long-term Climate Action",2080,"SWIT","SWIT",2.677,0.465,1049,-404
"Long-term Climate Action",2080,"TAIW","TAIW",18.712,0.041,2784,11260
"Long-term Climate Action",2080,"TAJI","TAJI",7.51,0.553,46,46
"Long-term Climate Action",2080,"TANZ","TANZ",5.599,0.233,473,1384
"Long-term Climate Action",2080,"THAI","THAI",5.608,0.646,4198,5137
"Long-term Climate Action",2080,"TKME","TKME",3.709,0.234,29,18
"Long-term Climate Action",2080,"TURK","TURK",7.635,3.354,4563,5239
"Long-term Climate Action",2080,"UKRA","UKRA",2.557,3.354,2483,2852
"Long-term Climate Action",2080,"UNKI","UNKI",2.052,2.106,1984,6414
"Long-term Climate Action",2080,"URUG","URUG",2.638,0.145,88,166
"Long-term Climate Action",2080,"USAM","USAM",3.389,1.136,22611,47927
"Long-term Climate Action",2080,"UZBE","UZBE",3.825,2.903,504,504
"Long-term Climate Action",2080,"VENE","VENE",3.993,0.079,382,711
"Long-term Climate Action",2080,"VIET","VIET",9.367,2.358,3976,4947
"Long-term Climate Action",2080,"WAFR","WAFR",6.036,0.217,1818,6808
"Baseline",2090,"AFGH","AFGH",48.513,2.099,1155,1231
"Baseline",2090,"ALBA","ALBA",4.596,0.4,561,578
"Baseline",2090,"ARGE","ARGE",3.27,0.309,2351,3275
"Baseline",2090,"ARME","ARME",3.162,0.182,19,21
"Baseline",2090,"AUST","AUST",1.492,0.996,586,1369
"Baseline",2090,"AUTR","AUTR",1.096,0,2722,5789
"Baseline",2090,"AZER","AZER",2.537,0.901,187,-386
"Baseline",2090,"BANG","BANG",42.533,1.668,551,987
"Baseline",2090,"BELA","BELA",1.653,0.749,147,145
"Baseline",2090,"BELG","BELG",1.975,1.445,933,887
"Baseline",2090,"BHUT","BHUT",3.126,0.18,38,43
"Baseline",2090,"BOHE","BOHE",3.026,1.531,860,884
"Baseline",2090,"BOLV","BOLV",3.416,0.004,161,228
"Baseline",2090,"BRAZ","BRAZ",12.407,4.146,19706,24551
"Baseline",2090,"BRUN","BRUN",1.616,0.004,44,46
"Baseline",2090,"BULG","BULG",2.555,1.337,502,-106
"Baseline",2090,"CAMB","CAMB",3.353,0.12,517,628
"Baseline",2090,"CANA","CANA",4.41,0.157,5765,8512
"Baseline",2090,"CARB","CARB",3.585,0.148,643,1035
"Baseline",2090,"CEAM","CEAM",5.08,0.011,896,1372
"Baseline",2090,"CHIL","CHIL",17.105,0.233,1879,2897
"Baseline",2090,"CHIN","CHIN",14.311,10.228,128688,151800
"Baseline",2090,"COLO","COLO",6.864,0.02,2194,2356
"Baseline",2090,"CROA","CROA",1.06,1.092,189,248
"Baseline",2090,"CYPR","CYPR",0.67,0.002,50,189
"Baseline",2090,"CZRE","CZRE",1.269,1.575,837,1625
"Baseline",2090,"DENM","DENM",1.03,0.472,756,1402
"Baseline",2090,"EAFR","EAFR",8.031,0.432,4901,8918
"Baseline",2090,"ECUA","ECUA",4.555,0.007,1277,1426
"Baseline",2090,"EGYP","EGYP",24.427,2.333,1334,3858
"Baseline",2090,"ESTO","ESTO",0.733,0.058,80,322
"Baseline",2090,"FINL","FINL",0.61,0.084,404,-3255
"Baseline",2090,"FRAN","FRAN",2.95,4.235,4241,7200
"Baseline",2090,"GEOR","GEOR",3.626,0.226,130,176
"Baseline",2090,"GERM","GERM",1.926,6.316,3216,-21551
"Baseline",2090,"GREE","GREE",3.218,0.456,343,1901
"Baseline",2090,"HUNG","HUNG",2.068,2.385,647,696
"Baseline",2090,"ICEL","ICEL",1.669,0.022,51,71
"Baseline",2090,"INDI","INDI",44.671,45.735,118704,270304
"Baseline",2090,"INDO","INDO",19.747,1.572,5917,7616
"Baseline",2090,"IRAN","IRAN",37.789,4.732,5793,6960
"Baseline",2090,"IREL","IREL",0.865,0.192,688,1525
"Baseline",2090,"ISRA","ISRA",14.616,0.747,976,1445
"Baseline",2090,"ITAL","ITAL",3.201,2.287,1828,4169
"Baseline",2090,"JAPA","JAPA",3.34,0.07,6686,17065
"Baseline",2090,"KAZA","KAZA",4.664,0.81,378,-2187
"Baseline",2090,"KENY","KENY",11.103,0.392,1416,2123
"Baseline",2090,"KORN","KORN",4.499,0.982,31,45
"Baseline",2090,"KORS","KORS",20.449,1.553,5088,16445
"Baseline",2090,"KYRG","KYRG",3.861,0.777,39,35
"Baseline",2090,"LAOS","LAOS",1.171,0.204,354,373
"Baseline",2090,"LATV","LATV",0.655,0.16,82,85
"Baseline",2090,"LITH","LITH",0.994,0.601,552,-1007
"Baseline",2090,"LUXE","LUXE",0.694,0.04,55,183
"Baseline",2090,"MACE","MACE",3.293,0.236,489,532
"Baseline",2090,"MALA","MALA",11.331,3.461,1165,1901
"Baseline",2090,"MALT","MALT",1.621,0,21,19
"Baseline",2090,"MEXI","MEXI",13.926,0.081,8830,11254
"Baseline",2090,"MIDE","MIDE",13.348,5.082,6579,7518
"Baseline",2090,"MOLD","MOLD",0.848,0.103,223,556
"Baseline",2090,"MONG","MONG",14.533,0.071,382,412
"Baseline",2090,"MONT","MONT",1.335,0.051,282,300
"Baseline",2090,"MYAN","MYAN",3.542,0.143,350,493
"Baseline",2090,"NAFR","NAFR",13.226,0.435,1820,3046
"Baseline",2090,"NEPA","NEPA",60.853,1.937,888,948
"Baseline",2090,"NETH","NETH",1.705,1.32,1502,2798
