"effect","obs","comp","fe","idx"
-25.3040770867403,9,1,"REGION_4LETTER","ALBA"
-32.9945262525291,9,1,"REGION_4LETTER","ARGE"
-25.5860874064354,9,1,"REGION_4LETTER","ARME"
-28.6001129913755,9,1,"REGION_4LETTER","AUST"
-32.3559800311831,9,1,"REGION_4LETTER","AUTR"
-29.8807766202869,9,1,"REGION_4LETTER","AZER"
-34.5869756679349,9,1,"REGION_4LETTER","BANG"
-27.6071805998438,9,1,"REGION_4LETTER","BELA"
-29.1814669527499,9,1,"REGION_4LETTER","BELG"
-23.4970032287113,9,1,"REGION_4LETTER","BHUT"
-25.7446485165028,9,1,"REGION_4LETTER","BOHE"
-30.4962910910036,9,1,"REGION_4LETTER","BOLV"
-35.0171148748702,9,1,"REGION_4LETTER","BRAZ"
-24.9151235108137,9,1,"REGION_4LETTER","BRUN"
-26.5215490935131,9,1,"REGION_4LETTER","BULG"
-30.5914011742476,9,1,"REGION_4LETTER","CAMB"
-31.7439501006962,9,1,"REGION_4LETTER","CANA"
-31.6999777421367,9,1,"REGION_4LETTER","CARB"
-31.5603013570608,9,1,"REGION_4LETTER","CEAM"
-38.3919093092795,9,1,"REGION_4LETTER","CHIN"
-32.2902701869719,9,1,"REGION_4LETTER","COLO"
-26.2722383187753,9,1,"REGION_4LETTER","CROA"
-25.5069034008268,9,1,"REGION_4LETTER","CYPR"
-28.2246762110687,9,1,"REGION_4LETTER","CZRE"
-28.6285133487192,9,1,"REGION_4LETTER","DENM"
-39.3437538494682,9,1,"REGION_4LETTER","EAFR"
-30.8651658397637,9,1,"REGION_4LETTER","ECUA"
-34.7668874943721,9,1,"REGION_4LETTER","EGYP"
-24.7489622616929,9,1,"REGION_4LETTER","ESTO"
-28.2555166688037,9,1,"REGION_4LETTER","FINL"
-32.5856196886573,9,1,"REGION_4LETTER","FRAN"
-26.0108877815858,9,1,"REGION_4LETTER","GEOR"
-32.5289952611747,9,1,"REGION_4LETTER","GERM"
-28.3403368374284,9,1,"REGION_4LETTER","GREE"
-27.7519340584057,9,1,"REGION_4LETTER","HUNG"
-24.5892800973858,9,1,"REGION_4LETTER","ICEL"
-39.4903234232844,9,1,"REGION_4LETTER","INDI"
-35.651858782773,9,1,"REGION_4LETTER","INDO"
-40.2411086192821,9,1,"REGION_4LETTER","IRAN"
-28.5375746490121,9,1,"REGION_4LETTER","IREL"
-31.2183213898174,9,1,"REGION_4LETTER","ISRA"
-31.943577379719,9,1,"REGION_4LETTER","ITAL"
-32.9514411229978,9,1,"REGION_4LETTER","JAPA"
-33.4122502195843,9,1,"REGION_4LETTER","KENY"
-31.667800119866,9,1,"REGION_4LETTER","KORS"
-29.8499909681903,9,1,"REGION_4LETTER","LAOS"
-24.8775287100794,9,1,"REGION_4LETTER","LATV"
-25.5607938179719,9,1,"REGION_4LETTER","LITH"
-24.7113018133584,9,1,"REGION_4LETTER","LUXE"
-24.4426632107013,9,1,"REGION_4LETTER","MACE"
-31.5724564107078,9,1,"REGION_4LETTER","MALA"
-23.9276503961032,9,1,"REGION_4LETTER","MALT"
-34.3168030510472,9,1,"REGION_4LETTER","MEXI"
-38.737311247992,9,1,"REGION_4LETTER","MIDE"
-25.799255249571,9,1,"REGION_4LETTER","MOLD"
-26.889998200129,9,1,"REGION_4LETTER","MONG"
-22.3467504218012,9,1,"REGION_4LETTER","MONT"
-32.8308792889884,9,1,"REGION_4LETTER","MYAN"
-35.624264707364,9,1,"REGION_4LETTER","NAFR"
-31.5710102268523,9,1,"REGION_4LETTER","NEPA"
-29.9331958146652,9,1,"REGION_4LETTER","NETH"
-40.8581379689131,9,1,"REGION_4LETTER","NIGE"
-28.8376069658595,9,1,"REGION_4LETTER","NORW"
-28.7414450511162,9,1,"REGION_4LETTER","NZEL"
-38.5984209299454,9,1,"REGION_4LETTER","PAKI"
-28.2900662793509,9,1,"REGION_4LETTER","PARA"
-32.4453175046392,9,1,"REGION_4LETTER","PERU"
-33.0347093532173,9,1,"REGION_4LETTER","PHIL"
-30.2431956317542,9,1,"REGION_4LETTER","POLA"
-28.3904524100007,9,1,"REGION_4LETTER","PORT"
-29.1152381512361,9,1,"REGION_4LETTER","ROMA"
-36.3214504551532,9,1,"REGION_4LETTER","RSAF"
-32.753986047039,9,1,"REGION_4LETTER","RUSS"
-41.3391195743006,9,1,"REGION_4LETTER","SAAR"
-32.4881861519458,9,1,"REGION_4LETTER","SAFR"
-26.864840533216,9,1,"REGION_4LETTER","SERB"
-27.9265277809778,9,1,"REGION_4LETTER","SING"
-26.8771624720176,9,1,"REGION_4LETTER","SKRE"
-25.4560037830697,9,1,"REGION_4LETTER","SLOV"
-31.4757211052302,9,1,"REGION_4LETTER","SPAI"
-29.7509075312696,9,1,"REGION_4LETTER","SRIL"
-29.3474420889321,9,1,"REGION_4LETTER","SWED"
-29.2579822567153,9,1,"REGION_4LETTER","SWIT"
-30.0592545648575,9,1,"REGION_4LETTER","TAIW"
-34.1304694488235,9,1,"REGION_4LETTER","TANZ"
-32.5926222462747,9,1,"REGION_4LETTER","THAI"
-32.3358517715853,9,1,"REGION_4LETTER","TURK"
-29.6192940313228,9,1,"REGION_4LETTER","UKRA"
-32.7062912449791,9,1,"REGION_4LETTER","UNKI"
-27.4467228533632,9,1,"REGION_4LETTER","URUG"
-36.4835740280058,9,1,"REGION_4LETTER","USAM"
-31.9012478618078,9,1,"REGION_4LETTER","VIET"
-40.8676827081819,9,1,"REGION_4LETTER","WAFR"
