"effect","obs","comp","fe","idx"
3.51626301038494,23,1,"REGION_4LETTER","PARA"
3.44580941524106,23,1,"REGION_4LETTER","PERU"
4.64916022281196,23,1,"REGION_4LETTER","PHIL"
4.90515745025493,23,1,"REGION_4LETTER","POLA"
4.04557610396912,23,1,"REGION_4LETTER","PORT"
4.19838845723953,23,1,"REGION_4LETTER","ROMA"
3.91016751238025,23,1,"REGION_4LETTER","RSAF"
4.87320882211689,23,1,"REGION_4LETTER","RUSS"
1.1149573725303,23,1,"REGION_4LETTER","SAAR"
3.5205379730774,15,1,"REGION_4LETTER","SAFR"
3.84168662805159,23,1,"REGION_4LETTER","SERB"
3.63320211907041,23,1,"REGION_4LETTER","SING"
3.85527945084142,23,1,"REGION_4LETTER","SKRE"
3.46874356131073,23,1,"REGION_4LETTER","SLOV"
4.65360869462757,23,1,"REGION_4LETTER","SPAI"
3.92928643135988,23,1,"REGION_4LETTER","SRIL"
4.50907871292321,23,1,"REGION_4LETTER","SWED"
4.27094691564435,23,1,"REGION_4LETTER","SWIT"
1.82067564034714,23,1,"REGION_4LETTER","TAJI"
4.29221365510627,23,1,"REGION_4LETTER","TANZ"
4.25694146854507,23,1,"REGION_4LETTER","THAI"
0.657829839021507,23,1,"REGION_4LETTER","TKME"
4.64739488642841,23,1,"REGION_4LETTER","TURK"
4.3960123475638,23,1,"REGION_4LETTER","UKRA"
5.07906058282065,23,1,"REGION_4LETTER","UNKI"
3.52794421628113,23,1,"REGION_4LETTER","URUG"
5.99426550675013,23,1,"REGION_4LETTER","USAM"
2.91196408854768,23,1,"REGION_4LETTER","UZBE"
4.38678309086161,23,1,"REGION_4LETTER","VIET"
2.77593440508242,23,1,"REGION_4LETTER","WAFR"
