"effect","obs","comp","fe","idx"
-25.9733463952239,9,1,"REGION_4LETTER","ALBA"
-33.0840097923476,9,1,"REGION_4LETTER","ARGE"
-25.613140618739,9,1,"REGION_4LETTER","ARME"
-28.7823442928632,9,1,"REGION_4LETTER","AUST"
-32.5164510468093,9,1,"REGION_4LETTER","AUTR"
-31.08286772776,9,1,"REGION_4LETTER","AZER"
-36.3528655491189,9,1,"REGION_4LETTER","BANG"
-28.5035184650765,9,1,"REGION_4LETTER","BELA"
-29.2796212098775,9,1,"REGION_4LETTER","BELG"
-24.8388034526421,9,1,"REGION_4LETTER","BHUT"
-26.0984056846446,9,1,"REGION_4LETTER","BOHE"
-30.8954255172968,9,1,"REGION_4LETTER","BOLV"
-35.1771044310086,9,1,"REGION_4LETTER","BRAZ"
-26.9720498558297,9,1,"REGION_4LETTER","BRUN"
-27.3874725666771,9,1,"REGION_4LETTER","BULG"
-31.1354735402322,9,1,"REGION_4LETTER","CAMB"
-31.789282630472,9,1,"REGION_4LETTER","CANA"
-32.1710361762159,9,1,"REGION_4LETTER","CARB"
-31.9372831534562,9,1,"REGION_4LETTER","CEAM"
-39.3575228168465,9,1,"REGION_4LETTER","CHIN"
-32.3582732315199,9,1,"REGION_4LETTER","COLO"
-26.9447458736173,9,1,"REGION_4LETTER","CROA"
-25.6705992376526,9,1,"REGION_4LETTER","CYPR"
-28.6970952542124,9,1,"REGION_4LETTER","CZRE"
-28.7956689463035,9,1,"REGION_4LETTER","DENM"
-40.518470217405,9,1,"REGION_4LETTER","EAFR"
-31.2851494510362,9,1,"REGION_4LETTER","ECUA"
-36.0212991935876,9,1,"REGION_4LETTER","EGYP"
-25.3827474178558,9,1,"REGION_4LETTER","ESTO"
-28.5496284408281,9,1,"REGION_4LETTER","FINL"
-32.6664798939522,9,1,"REGION_4LETTER","FRAN"
-26.5789645432727,9,1,"REGION_4LETTER","GEOR"
-32.5023939892673,9,1,"REGION_4LETTER","GERM"
-28.8717126853006,9,1,"REGION_4LETTER","GREE"
-28.5385492239432,9,1,"REGION_4LETTER","HUNG"
-24.8464202612333,9,1,"REGION_4LETTER","ICEL"
-40.7408448964002,9,1,"REGION_4LETTER","INDI"
-37.1545485149306,9,1,"REGION_4LETTER","INDO"
-41.094546665587,9,1,"REGION_4LETTER","IRAN"
-29.0335281272408,9,1,"REGION_4LETTER","IREL"
-31.770877479349,9,1,"REGION_4LETTER","ISRA"
-32.1841905642512,9,1,"REGION_4LETTER","ITAL"
-33.2842741719155,9,1,"REGION_4LETTER","JAPA"
-34.4883456132986,9,1,"REGION_4LETTER","KENY"
-32.1175105226197,9,1,"REGION_4LETTER","KORS"
-31.5334659083342,9,1,"REGION_4LETTER","LAOS"
-25.5374386081586,9,1,"REGION_4LETTER","LATV"
-26.3385125782416,9,1,"REGION_4LETTER","LITH"
-25.340157183369,9,1,"REGION_4LETTER","LUXE"
-25.1579904868577,9,1,"REGION_4LETTER","MACE"
-32.9528111558067,9,1,"REGION_4LETTER","MALA"
-24.1420535840617,9,1,"REGION_4LETTER","MALT"
-35.1095995916331,9,1,"REGION_4LETTER","MEXI"
-39.9622255459551,9,1,"REGION_4LETTER","MIDE"
-26.0900469956108,9,1,"REGION_4LETTER","MOLD"
-27.8283238934863,9,1,"REGION_4LETTER","MONG"
-22.7027818535064,9,1,"REGION_4LETTER","MONT"
-33.8399978475943,9,1,"REGION_4LETTER","MYAN"
-36.5035098984517,9,1,"REGION_4LETTER","NAFR"
-32.2661050367256,9,1,"REGION_4LETTER","NEPA"
-30.030853466755,9,1,"REGION_4LETTER","NETH"
-42.2026794614836,9,1,"REGION_4LETTER","NIGE"
-28.9712758881391,9,1,"REGION_4LETTER","NORW"
-29.0390281308501,9,1,"REGION_4LETTER","NZEL"
-40.1143900781941,9,1,"REGION_4LETTER","PAKI"
-28.7700067861238,9,1,"REGION_4LETTER","PARA"
-33.0551910133446,9,1,"REGION_4LETTER","PERU"
-33.8682474423725,9,1,"REGION_4LETTER","PHIL"
-31.0771200303925,9,1,"REGION_4LETTER","POLA"
-28.6229244062398,9,1,"REGION_4LETTER","PORT"
-30.0154633275577,9,1,"REGION_4LETTER","ROMA"
-37.3734391532976,9,1,"REGION_4LETTER","RSAF"
-33.6114726116049,9,1,"REGION_4LETTER","RUSS"
-42.4376252219154,9,1,"REGION_4LETTER","SAAR"
-33.0651436513557,9,1,"REGION_4LETTER","SAFR"
-27.2467645853774,9,1,"REGION_4LETTER","SERB"
-28.6603186249486,9,1,"REGION_4LETTER","SING"
-27.7812889560504,9,1,"REGION_4LETTER","SKRE"
-25.8083475707159,9,1,"REGION_4LETTER","SLOV"
-31.7368492380583,9,1,"REGION_4LETTER","SPAI"
-30.9604166563796,9,1,"REGION_4LETTER","SRIL"
-29.4700683904005,9,1,"REGION_4LETTER","SWED"
-29.2797158959298,9,1,"REGION_4LETTER","SWIT"
-31.2516500886629,9,1,"REGION_4LETTER","TAIW"
-35.5169403264825,9,1,"REGION_4LETTER","TANZ"
-33.5867316619519,9,1,"REGION_4LETTER","THAI"
-33.555148555766,9,1,"REGION_4LETTER","TURK"
-30.2312665755728,9,1,"REGION_4LETTER","UKRA"
-32.7580755859449,9,1,"REGION_4LETTER","UNKI"
-28.0947623449753,9,1,"REGION_4LETTER","URUG"
-36.1353875501281,9,1,"REGION_4LETTER","USAM"
-33.0839943379383,9,1,"REGION_4LETTER","VIET"
-42.0943269879584,9,1,"REGION_4LETTER","WAFR"
