"effect","obs","comp","fe","idx"
0.607360269619193,23,1,"REGION_4LETTER","ALBA"
0.211679934135874,23,1,"REGION_4LETTER","ARGE"
0.292664972699816,23,1,"REGION_4LETTER","ARME"
0.608383902504675,23,1,"REGION_4LETTER","AUST"
0.0964257961818032,23,1,"REGION_4LETTER","AUTR"
-0.604163322836402,23,1,"REGION_4LETTER","AZER"
-0.891961454121426,23,1,"REGION_4LETTER","BANG"
1.08586122834913,23,1,"REGION_4LETTER","BELA"
0.549459988726533,23,1,"REGION_4LETTER","BELG"
1.01709104610952,23,1,"REGION_4LETTER","BHUT"
1.01868415075853,23,1,"REGION_4LETTER","BOHE"
-0.353243698775546,23,1,"REGION_4LETTER","BOLV"
-0.101918409486558,23,1,"REGION_4LETTER","BRAZ"
1.07164864116594,23,1,"REGION_4LETTER","BRUN"
1.17145939371428,23,1,"REGION_4LETTER","BULG"
-0.398360166605433,23,1,"REGION_4LETTER","CAMB"
0.349280737578713,23,1,"REGION_4LETTER","CANA"
-0.00284979131164653,23,1,"REGION_4LETTER","CARB"
-0.108767006773706,23,1,"REGION_4LETTER","CEAM"
0.331179348025464,23,1,"REGION_4LETTER","CHIL"
-0.090552563691845,23,1,"REGION_4LETTER","CHIN"
-0.146642465656835,23,1,"REGION_4LETTER","COLO"
1.19910722899077,23,1,"REGION_4LETTER","CROA"
0.567666809570528,23,1,"REGION_4LETTER","CYPR"
0.903544781457941,23,1,"REGION_4LETTER","CZRE"
0.668607544496354,23,1,"REGION_4LETTER","DENM"
-2.02799807391306,23,1,"REGION_4LETTER","EAFR"
0.0131570539831161,23,1,"REGION_4LETTER","ECUA"
-1.58988888696271,23,1,"REGION_4LETTER","EGYP"
1.44623634629725,23,1,"REGION_4LETTER","ESTO"
1.01958631849172,23,1,"REGION_4LETTER","FINL"
0.219378634325371,23,1,"REGION_4LETTER","FRAN"
0.26172870094326,23,1,"REGION_4LETTER","GEOR"
0.57184878116084,23,1,"REGION_4LETTER","GERM"
0.745008852586118,23,1,"REGION_4LETTER","GREE"
1.19066231529458,23,1,"REGION_4LETTER","HUNG"
0.785211531819943,23,1,"REGION_4LETTER","ICEL"
-1.09968274376128,23,1,"REGION_4LETTER","INDI"
-0.29035522144139,23,1,"REGION_4LETTER","INDO"
-2.01695384726937,23,1,"REGION_4LETTER","IRAN"
-0.0438581041025647,23,1,"REGION_4LETTER","IREL"
-0.883839155188318,23,1,"REGION_4LETTER","ISRA"
0.36791790299926,23,1,"REGION_4LETTER","ITAL"
0.598554588335408,23,1,"REGION_4LETTER","JAPA"
-0.522856930154245,23,1,"REGION_4LETTER","KAZA"
-0.551301692115808,23,1,"REGION_4LETTER","KENY"
0.260851081312429,23,1,"REGION_4LETTER","KORS"
-0.218361331391769,23,1,"REGION_4LETTER","KYRG"
-0.80627752452261,23,1,"REGION_4LETTER","LAOS"
