1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244.7851084,247.877912,251.2872804,257.3561574,258.9272937,261.8797995,264.9630002,267.5363652,269.0503088,273.2023324,271.8763774,267.5901506,268.9638341,269.9928233,274.3478234,276.9162625,280.9257592,283.0158911,288.7016316,294.7454026,294.8209681,293.1377146,293.0369675,292.352545,294.3197125,298.134385,301.2144647,300.8369132,297.3285842,298.536472,302.4784253,302.6381616,302.4973569,311.5903345,318.6138763,324.8513638,331.3708279,334.6652641,340.3105459,339.3839151,346.3654889,354.6388557,358.3110531,359.8600998,362.4142898,363.7954805,365.3850233,370.4264365,376.7292251,379.6269702
