"region","gamma","alpha","beta","sigma11","sigma12","sigma22","rho","zeta","eta","rsqr1","rsqr2"
"ATG",-0.286172552360543,0.000141304154362376,-0.000567019188839527,9.72705078025656e-10,-2.00110953160168e-10,4.49088012484771e-11,0.500833539598449,0.000647230845601528,0.00101251469933771,0.719037373740143,0.622417726976117
"ATG",-0.280907195448597,0.000135181354001548,-0.000561375291487854,9.59035037290411e-10,-1.9729866715173e-10,4.42776694118019e-11,0.502028267379873,0.000642852851486031,0.0010049283071964,0.71858625629368,0.622778195008086
"ATG",-0.277354684137446,0.000131104415196615,-0.000557601001801551,9.49979571534802e-10,-1.95435720278519e-10,4.38595877948574e-11,0.502818402159334,0.000639928219773869,0.000999891284989559,0.718270908787671,0.62300707891487
"ATG",-0.274531260764243,0.000127894965107546,-0.00055462047777387,9.42877057197366e-10,-1.93974546747089e-10,4.35316719527896e-11,0.503437216079366,0.000637619422395497,0.000995936714340341,0.718013989456404,0.623178885128033
"ATG",-0.272109014912419,0.000125163098364634,-0.00055207689413774,9.36849447561671e-10,-1.92734509312593e-10,4.3253383364349e-11,0.503961639611653,0.000635651662212211,0.000992572659625063,0.717789145541436,0.623323200720742
"ATG",-0.269933763274825,0.00012272665533377,-0.000549803200425274,9.31487553173183e-10,-1.91631426969277e-10,4.30058301698116e-11,0.504427502470419,0.000633895334188451,0.000989572271561256,0.717583749097556,0.623451648052254
"ATG",-0.267918068455297,0.000120483086772646,-0.00054770513154032,9.2656163748902e-10,-1.90618036883203e-10,4.27784056673346e-11,0.504854899529384,0.000632276214502969,0.000986810994656453,0.717390484773109,0.623568397420836
"ATG",-0.26600537118679,0.000118366687413051,-0.000545722104477971,9.21925001420197e-10,-1.89664159203165e-10,4.25643369096194e-11,0.505256639503177,0.000630746620485132,0.00098420922405745,0.717204490719118,0.62367594677232
"ATG",-0.264154814444045,0.000116330600184363,-0.000543810735029397,9.1747349563305e-10,-1.88748367678901e-10,4.23588154281677e-11,0.505641790423856,0.000629273840160054,0.000981706682370134,0.71702212876681,0.6237787156209
"ATG",-0.262333597579308,0.000114337835192121,-0.000541936586645711,9.13125381249733e-10,-1.87853846478846e-10,4.21580674223668e-11,0.506017440089531,0.000627829292088899,0.000979262831945688,0.716840347148908,0.623874819444565
"ATG",-0.260512380714572,0.000112355971130069,-0.000540069273315183,9.08809522714437e-10,-1.86965961152951e-10,4.19588086361666e-11,0.506389723792441,0.00062638973335686,0.000976837270778917,0.716656276717636,0.623966273571144
"ATG",-0.258661823971827,0.000110353292222681,-0.000538178851364367,9.04456874323809e-10,-1.86070507188644e-10,4.17578512998731e-11,0.50676455921238,0.00062493295957635,0.000974388914035911,0.716466900276343,0.624056225374431
"ATG",-0.25674912670332,0.000108295080538751,-0.000536232308665463,8.99992427248757e-10,-1.85152053301948e-10,4.15517323323595e-11,0.507148333416981,0.000623432949227658,0.000971877065566176,0.716268689318707,0.624144820786467
"ATG",-0.254733431883792,0.000106138860046761,-0.000534189007709226,8.95325010790633e-10,-1.84191843288316e-10,4.13362424754676e-11,0.507548763330237,0.000621858715689491,0.000969249519961199,0.716057086419406,0.624234054715547
"ATG",-0.252558180246198,0.000103826646417201,-0.00053199320609312,8.90330801650965e-10,-1.83164403446788e-10,4.11056649338125e-11,0.507976276848685,0.000620168422148661,0.00096643357803417,0.715825609789006,0.624327726846871
"ATG",-0.250135934394374,0.000101269726501552,-0.000529559313055247,8.84821064394074e-10,-1.8203090594683e-10,4.08512859848475e-11,0.508446703152222,0.000618295728221451,0.000963323854142818,0.715564041394635,0.624427127225044
"ATG",-0.247312511021171,9.83128987000424e-05,-0.0005267371787149,8.78466514622781e-10,-1.8072360834927e-10,4.05579029038402e-11,0.508987562832163,0.000616124334567593,0.000959736232070462,0.715254098518201,0.624534214298127
"ATG",-0.24375999971002,9.46283153071581e-05,-0.000523208881986454,8.70573109486753e-10,-1.790997278318e-10,4.01934724403465e-11,0.50965666540761,0.000613410564441672,0.000955275850315014,0.714856413528363,0.624657526792619
"ATG",-0.238494642798074,8.92398197970585e-05,-0.000518025345184543,8.59079122386153e-10,-1.76735113144088e-10,3.96628067803079e-11,0.510625011468766,0.000609423189615426,0.000948779274373621,0.714251248068854,0.624812213106901
"AUS",-0.286172552360543,0.000260349131203837,-9.28048279193789e-05,3.46298375484591e-10,-7.12426608656107e-11,1.59882427558354e-11,0.276392271687669,0.000384443691688502,0.000609052131894624,0.0428050820612441,0.616821846157091
"AUS",-0.280907195448597,0.000258958857225495,-9.23375549286859e-05,3.4307238310797e-10,-7.05789896008493e-11,1.58393019784676e-11,0.276370486836635,0.000382720490827907,0.000606030500242832,0.0428006063511817,0.617052894254675
"AUS",-0.277354684137446,0.000258024715045416,-9.20236750141381e-05,3.40915128948505e-10,-7.01351858253664e-11,1.57397037544237e-11,0.276355354637141,0.00038156286398939,0.000604003772560015,0.042797512016151,0.617206723541523
"AUS",-0.274531260764243,0.000257284502788016,-9.17750067985381e-05,3.39211613326525e-10,-6.97847279707310e-11,1.56610541758212e-11,0.27634307839145,0.000380645686596818,0.000602399822326272,0.0427950098680084,0.617327801984445
"AUS",-0.272109014912419,0.000256651024678082,-9.15622299151147e-05,3.37757864140875e-10,-6.94856536245924e-11,1.55939360588108e-11,0.276332370143239,0.000379860838845481,0.000601028599150598,0.0427928329894224,0.617430813202968
"AUS",-0.269933763274825,0.000256083364879297,-9.13715879061464e-05,3.3645839229732e-10,-6.92183181751401e-11,1.5533940769315e-11,0.276322614955166,0.000379157604557169,0.000599800965346097,0.0427908542698686,0.617522660969454
"AUS",-0.267918068455297,0.000255558374251182,-9.11952989197727e-05,3.35259315331813e-10,-6.89716365859302e-11,1.54785806089313e-11,0.276313457977651,0.000378507282227667,0.000598666565175933,0.0427890005744847,0.617607197072128
"AUS",-0.26600537118679,0.000255061124341169,-9.1028345592938e-05,3.34126004580159e-10,-6.87384848322654e-11,1.54262568075565e-11,0.276304664486754,0.00037789137061092,0.000597592952853706,0.042787223706,0.617686905732702
"AUS",-0.264154814444045,0.000254580875500213,-9.08671193726234e-05,3.33033662898587e-10,-6.85137614911275e-11,1.53758245063572e-11,0.276296059868177,0.000377296562807121,0.00059655682505008,0.0427854879816084,0.617763559469648
"AUS",-0.262333597579308,0.00025410905176768,-9.07087397289513e-05,3.3196260822409e-10,-6.82934174458025e-11,1.53263750045608e-11,0.276287498673653,0.000376712229629203,0.000595539629480842,0.0427837638528457,0.617838537462451
"AUS",-0.260512380714572,0.000253638030944909,-9.05506475719065e-05,3.3089547446088e-10,-6.80738800347931e-11,1.52771065272389e-11,0.276278845188729,0.000376128930090074,0.000594524912844929,0.0427820239280336,0.617913057770656
"AUS",-0.258661823971827,0.000253160242784702,-9.03903024131164e-05,3.2981514926339e-10,-6.78516287996793e-11,1.52272290148522e-11,0.276269957727985,0.000375537292388094,0.000593496376383479,0.0427802397935565,0.617988316425567
"AUS",-0.25674912670332,0.00025266727861971,-9.02248836234402e-05,3.28702767697471e-10,-6.7622782728591e-11,1.51758714926342e-11,0.27626067161559,0.000374926914545296,0.000592435954125594,0.04277837861014,0.618065636183921
"AUS",-0.254733431883792,0.000252148721386512,-9.00508981543468e-05,3.27535108284175e-10,-6.73825645541004e-11,1.51219618485887e-11,0.276250775161712,0.00037428490011907,0.00059132135103901,0.0427763983494894,0.618146589909487
"AUS",-0.252558180246198,0.000251590211123472,-8.98635321958737e-05,3.26280319212325e-10,-6.7124421523026e-11,1.5064029517084e-11,0.276239968305157,0.00037359347579534,0.000590121886613563,0.0427742396318821,0.618233324925224
"AUS",-0.250135934394374,0.000250969617390863,-8.96553686511439e-05,3.24889494137025e-10,-6.68382923171807e-11,1.4999816542063e-11,0.276227779117919,0.000372825266625491,0.000588790311903667,0.0427718092846179,0.618329162005002
"AUS",-0.247312511021171,0.000250248009046593,-8.9413361701072e-05,3.23276839190589e-10,-6.65065268872059e-11,1.49253619081684e-11,0.276213364568517,0.000371932107628115,0.000587243627011374,0.0427689411593856,0.618439861456409
"AUS",-0.24375999971002,0.000249342758692838,-8.91098267330263e-05,3.21260700238271e-10,-6.6091754211946e-11,1.48322788292944e-11,0.276194911689031,0.000370811813456506,0.000585305750747765,0.042765278485177,0.618577678977366
"AUS",-0.238494642798074,0.00024800654852084,-8.86619117781199e-05,3.18298798423931e-10,-6.54824133041782e-11,1.46955308438025e-11,0.276166913344551,0.000369158505444703,0.000582450297692204,0.0427597393435865,0.618778880011422
"AUT",-0.286172552360543,0.00192773453915668,-0.000268100689169747,9.74783667260464e-10,-2.00538573496899e-10,4.50047675931915e-11,0.259368058286885,0.000630180072923783,0.00105293553147377,0.213663919306582,0.588797302268757
"AUT",-0.280907195448597,0.00192122643424761,-0.000267513832174621,9.68232833397922e-10,-1.99190895112319e-10,4.47023222759101e-11,0.259136868900305,0.000627985148970161,0.00104948282124984,0.213213138887959,0.588658831581137
"AUT",-0.277354684137446,0.0019168464149827,-0.000267118010519652,9.63847100089427e-10,-1.98288634712434e-10,4.44998374427068e-11,0.258980695541803,0.000626510287999475,0.00104716729376653,0.212907752109084,0.588563047884372
"AUT",-0.274531260764243,0.00191337160493619,-0.000266803499621291,9.60380891547562e-10,-1.97575544680487e-10,4.43398061300212e-11,0.258856465203165,0.000625341535832281,0.00104533507966182,0.212664326891835,0.588485497343422
"AUT",-0.272109014912419,0.00191039496049512,-0.000266533731732033,9.57420828593798e-10,-1.96966582074581e-10,4.42031430428464e-11,0.25874981046583,0.000624341177288451,0.0010437690882808,0.212454987925111,0.588417810651273
"AUT",-0.269933763274825,0.00190772532650135,-0.000266291515412747,9.54773278917466e-10,-1.96421911648531e-10,4.40809083749127e-11,0.258653971636346,0.000623444558591628,0.00104236761286208,0.21226660130452,0.588355943084625
"AUT",-0.267918068455297,0.00190525445292773,-0.000266067103250793,9.52328909513932e-10,-1.95919040734965e-10,4.39680543329209e-11,0.258565112630321,0.000622615203769465,0.00104107292991275,0.212091701318485,0.588297764456944
"AUT",-0.26600537118679,0.00190291244791512,-0.000265854191722282,9.50017396448929e-10,-1.95443501855679e-10,4.38613341325595e-11,0.258480749837238,0.000621829697006197,0.00103984759181775,0.21192544404109,0.588242072504771
"AUT",-0.264154814444045,0.00190064894978887,-0.000265648228945537,9.47788324677566e-10,-1.94984923313317e-10,4.37584201626315e-11,0.258399087013911,0.000621070981131456,0.001038665223739,0.211764316092616,0.588187572280167
"AUT",-0.262333597579308,0.00189842365892507,-0.000265445562322446,9.45601619271657e-10,-1.94535060643796e-10,4.36574622045809e-11,0.258318679890647,0.00062032552200272,0.00103750460608588,0.211605482092028,0.58813336155807
"AUT",-0.260512380714572,0.00189620066767488,-0.000265242926493015,9.43421857280627e-10,-1.94086626416874e-10,4.35568248169126e-11,0.25823823422849,0.00061958127150168,0.00103634697240258,0.211446390096147,0.588078568337766
"AUT",-0.258661823971827,0.00189394421717516,-0.00026503705808832,9.41214065097306e-10,-1.93632425644035e-10,4.34548933038584e-11,0.258156453295093,0.000618826185652329,0.00103517394651233,0.211284471471292,0.588022142127333
"AUT",-0.25674912670332,0.00189161448691847,-0.000264824310921682,9.38939614771628e-10,-1.93164511542557e-10,4.33498842523659e-11,0.258071884791605,0.000618047048550337,0.00103396477486598,0.211116837090258,0.587963185250145
"AUT",-0.254733431883792,0.00188916203908914,-0.000264600145473693,9.36550881451179e-10,-1.92673086430877e-10,4.32395988715787e-11,0.257982716992616,0.000617227394722047,0.00103269401739418,0.210939869937875,0.587900369086362
"AUT",-0.252558180246198,0.00188651860992887,-0.000264358280004593,9.33982458443143e-10,-1.92144694436359e-10,4.31210174012074e-11,0.257886439003663,0.000616344564797234,0.00103132659293663,0.210748543455687,0.587831892183945
"AUT",-0.250135934394374,0.00188357886683923,-0.000264089006132955,9.31133824388957e-10,-1.91558655678399e-10,4.29894988726636e-11,0.257779165849948,0.000615363676893786,0.00102980843235663,0.210535064675087,0.587755003708897
"AUT",-0.247312511021171,0.00188015733849901,-0.000263775208450339,9.2782851502919e-10,-1.90878666829348e-10,4.28368961110909e-11,0.257654042588764,0.000614222963060661,0.0010280454689989,0.210285662134404,0.587664024548986
"AUT",-0.24375999971002,0.00187586006413724,-0.000263380494177477,9.23692670839087e-10,-1.90027815176879e-10,4.26459484035853e-11,0.257496482562823,0.00061279178588481,0.00102583715923404,0.209970993069797,0.587547653075437
"AUT",-0.238494642798074,0.0018695067908499,-0.000262795708585869,9.17609484690474e-10,-1.88776344195643e-10,4.23650939042338e-11,0.257262698502862,0.000610679790236888,0.00102258228104619,0.209502844754302,0.587372926183416
"AZE",-0.286172552360543,-0.000737637627865684,-0.00068138529558263,3.24188178891561e-09,-6.66940133724049e-10,1.49674375325538e-10,0.298671581154229,0.00116014377467553,0.00189348157492029,0.648733152530508,0.600027529172579
"AZE",-0.280907195448597,-0.00074112312245371,-0.000674753473569632,3.20507465191757e-09,-6.59367940019945e-10,1.47975027355313e-10,0.299210947727503,0.00115331591145802,0.00188306443841153,0.648104215211676,0.599795414311663
"AZE",-0.277354684137446,-0.000743428073802985,-0.000670314672965128,3.18058340696358e-09,-6.5432944841284e-10,1.46844291557985e-10,0.299568715816288,0.00114875356796925,0.00187609359055698,0.647673370922494,0.599641498494816
"AZE",-0.274531260764243,-0.000745233405441577,-0.000666807199557915,3.16131247618473e-09,-6.50364912384852e-10,1.45954572341162e-10,0.299849529241774,0.00114515231790986,0.00187058749176828,0.6473272161517,0.599520186419047
"AZE",-0.272109014912419,-0.000746763604589341,-0.000663812381481867,3.14491514079445e-09,-6.46991550316159e-10,1.4519752409223e-10,0.300087950785778,0.00114207991756597,0.00186588813760811,0.647027613178073,0.599416621589021
"AZE",-0.269933763274825,-0.000748123211873844,-0.0006611341315129,3.13029543161514e-09,-6.43983892594526e-10,1.44522547032197e-10,0.300300099719079,0.00113933280665733,0.00186169040428475,0.646756489547039,0.599322526301363
"AZE",-0.267918068455297,-0.000749370861682227,-0.000658661746785164,3.11683657410605e-09,-6.41215052516033e-10,1.43901165309657e-10,0.300495030841954,0.00113679679516738,0.00185782058600723,0.646503504907414,0.599233897865805
"AZE",-0.26600537118679,-0.000750543938585959,-0.000656324036343662,3.10414354641672e-09,-6.38603763722769e-10,1.43315141168714e-10,0.300678528067921,0.00113440219885372,0.00185415825258808,0.646261893218289,0.599152045135693
"AZE",-0.264154814444045,-0.000751668924189166,-0.000654069977519924,3.09193478001457e-09,-6.36092100180718e-10,1.4275147487743e-10,0.300854698248144,0.00113209388973334,0.00185062967662114,0.646026691629445,0.599072372106964
"AZE",-0.262333597579308,-0.000752766536162924,-0.000651859027108081,3.07998813236966e-09,-6.33634361343634e-10,1.42199910341795e-10,0.301026764197558,0.00112983102474163,0.00184716945395904,0.645793837633203,0.598994275976839
"AZE",-0.260512380714572,-0.000753854731139147,-0.000649655364155184,3.0681090331819e-09,-6.31190518996301e-10,1.41651464449525e-10,0.3011975296027,0.00112757555052927,0.00184372465212292,0.645559614012514,0.598915061132432
"AZE",-0.258661823971827,-0.000754950856284391,-0.000647423639293817,3.05610728593293e-09,-6.28721444725141e-10,1.41097356021374e-10,0.301369714032591,0.00112529293809869,0.00184023614745781,0.645320214948056,0.598835190474873
"AZE",-0.25674912670332,-0.000756073666660701,-0.000645124827917671,3.04377483285884e-09,-6.26184335589793e-10,1.40527979242614e-10,0.301546269432231,0.00112294197877129,0.00183664632753459,0.645071292618635,0.598751805374073
"AZE",-0.254733431883792,-0.000757245859373159,-0.000642710835646769,3.03085726606869e-09,-6.23526853212777e-10,1.39931588360426e-10,0.301730780359736,0.00112047533534261,0.00183287612356791,0.644807334022803,0.598664961657795
"AZE",-0.252558180246198,-0.000758498149397746,-0.000640115632108828,3.01700743284133e-09,-6.20677579171912e-10,1.39292155687786e-10,0.301928110337144,0.00111782794959876,0.00182881757197106,0.644520603614328,0.598574582899381
"AZE",-0.250135934394374,-0.000759877219131071,-0.000637237762074614,3.00169434743613e-09,-6.17527275770105e-10,1.3858516615468e-10,0.302145664987633,0.00111489074282399,0.00182432670779535,0.644199023806803,0.598470674597621
"AZE",-0.247312511021171,-0.000761464322318307,-0.0006338991556292,2.98398920692558e-09,-6.13884863878321e-10,1.37767737877366e-10,0.302396350842686,0.00111148365830132,0.00181912418082729,0.643821137715385,0.598347717666461
"AZE",-0.24375999971002,-0.000763430340168255,-0.000629722614853585,2.96193016457643e-09,-6.09346740155097e-10,1.36749294393345e-10,0.302707336511805,0.00110722245238365,0.00181262595093385,0.643341017826167,0.598190726704606
"AZE",-0.238494642798074,-0.000766281523003655,-0.000623581578679852,2.92967603223705e-09,-6.02711218955918e-10,1.35260154003936e-10,0.303159179867546,0.00110096383180974,0.00180307979450889,0.642619883562387,0.597958755116404
"BDI",-0.286172552360543,0.00506437410350568,-0.00148596048231904,3.97162232582872e-09,-8.1706690667942e-10,1.83365751545868e-10,0.39122281048692,0.00127853404740082,0.00212023375018976,0.390465522370365,0.594841657846387
"BDI",-0.280907195448597,0.00499746114999999,-0.00146650329025175,3.86598379199593e-09,-7.95334288876468e-10,1.78488528194976e-10,0.392587993021233,0.00126273572773841,0.00208872786661115,0.390678055865167,0.596086973644335
"BDI",-0.277354684137446,0.00495292592323706,-0.00145356001119074,3.79697854846778e-09,-7.81138099951974e-10,1.75302626489808e-10,0.393484231758466,0.0012522526486705,0.00206802027748879,0.390795398891738,0.596884769742432
"BDI",-0.274531260764243,0.00491787674565778,-0.00144337753696887,3.74339721308978e-09,-7.70115013575321e-10,1.72828830890835e-10,0.394182182007658,0.00124401723436478,0.00205187933351684,0.390873729240786,0.597491325478265
"BDI",-0.272109014912419,0.00488804931735763,-0.00143471478663095,3.69829821504921e-09,-7.60836966520416e-10,1.70746656154356e-10,0.394770794938022,0.00123701839793234,0.00203825333327975,0.390930416811586,0.597991640531489
"BDI",-0.269933763274825,0.00486145186344805,-0.00142699222162257,3.65846788455805e-09,-7.52642822602252e-10,1.6890773042435e-10,0.395291363904563,0.00123078722371801,0.00202618307579891,0.390973068027594,0.598427351307131
"BDI",-0.267918068455297,0.00483696332251196,-0.00141988374336734,3.62211474284273e-09,-7.45164027638228e-10,1.67229342953232e-10,0.395766955620963,0.00122505456551471,0.00201514610007385,0.391005631734668,0.598815985639198
"BDI",-0.26600537118679,0.00481386556653563,-0.00141318053552204,3.58810502537987e-09,-7.38167336521928e-10,1.6565914898945e-10,0.396212191869867,0.00121965446723067,0.00200479553437229,0.391030354762523,0.599174329001721
"BDI",-0.264154814444045,0.00479164659674107,-0.00140673379191151,3.55564337246959e-09,-7.31489122897079e-10,1.64160427586963e-10,0.396637342701139,0.00121446952615856,0.00199488536938646,0.391048561727534,0.599514610549481
"BDI",-0.262333597579308,0.00476990234665332,-0.00140042615031507,3.52411535903172e-09,-7.25002983405441e-10,1.62704811366562e-10,0.397050347960701,0.0012094014955239,0.00198523892185984,0.391061006108761,0.599840257466152
"BDI",-0.260512380714572,0.0047482787668496,-0.00139415485609451,3.49299669011958e-09,-7.18601056821772e-10,1.61268094165363e-10,0.397457984140961,0.0012043654033274,0.00197570263307751,0.391068032226465,0.60015453466676
"BDI",-0.258661823971827,0.00472642962121508,-0.001387819508194,3.46178965940268e-09,-7.12180951896718e-10,1.59827297389772e-10,0.397866681007224,0.00119928092076451,0.00196612367458779,0.391069634358083,0.600462508129434
"BDI",-0.25674912670332,0.00470397600423495,-0.00138131032357778,3.42996547456737e-09,-7.05633882178664e-10,1.5835800723806e-10,0.398283261961998,0.00119405985073009,0.00195633996259823,0.391065438845898,0.600768517810491
"BDI",-0.254733431883792,0.0046804544367138,-0.00137449311158224,3.39689394753353e-09,-6.98830201446743e-10,1.56831128569388e-10,0.398715844578339,0.00118859728136837,0.00194615064450412,0.391054597146613,0.601079892472316
"BDI",-0.252558180246198,0.00465523230355482,-0.00136718481499896,3.36173252857315e-09,-6.91596575117879e-10,1.55207761722253e-10,0.399175258214815,0.00118274793324719,0.00193529178423416,0.391035527044283,0.601403515321466
"BDI",-0.250135934394374,0.00462734179514952,-0.00135910549982177,3.32321191494829e-09,-6.83671874319122e-10,1.53429304283993e-10,0.399677775996795,0.00117628610782639,0.00192337385066151,0.391005317739134,0.601745183403327
"BDI",-0.247312511021171,0.00459508975875154,-0.00134976558350215,3.2791366695361e-09,-6.74604440037701e-10,1.51394395162092e-10,0.400251461460916,0.00116882374210259,0.00190970594484857,0.3909582159862,0.602120279892053
"BDI",-0.24375999971002,0.00455489941793466,-0.00133813109583673,3.22491188837301e-09,-6.63448979982459e-10,1.48890892327566e-10,0.400954832189182,0.00115954433385314,0.00189283340876948,0.390880855499808,0.602561786484613
"BDI",-0.238494642798074,0.00449611987971079,-0.00132112396345616,3.14698864385548e-09,-6.47418124293512e-10,1.45293255613489e-10,0.401959485529451,0.00114600523566535,0.00186849458474315,0.390729351264052,0.603146415158563
"BEL",-0.286172552360543,0.00136314772447996,-0.000141033715423983,7.87442059835406e-10,-1.61997490001705e-10,3.63553966754422e-11,0.229623760821877,0.000568456755746032,0.000940134906164659,0.224968470119416,0.593090515892426
"BEL",-0.280907195448597,0.00135725378160465,-0.000140720334865065,7.80822637565489e-10,-1.60635701182332e-10,3.60497847013556e-11,0.229268155760655,0.00056597501942179,0.000936288529784626,0.224385100943682,0.592907376214327
"BEL",-0.277354684137446,0.00135329046350067,-0.000140508549849666,7.76398830902478e-10,-1.59725608094581e-10,3.58455420602109e-11,0.229027693209964,0.000564308960694295,0.000933712450066419,0.22398960840621,0.592780274301286
"BEL",-0.274531260764243,0.00135014816367384,-0.000140340033222596,7.72907001512495e-10,-1.59007247182021e-10,3.56843278591022e-11,0.228836274833605,0.000562989818019384,0.000931675430749534,0.223674198884262,0.592677666907869
"BEL",-0.272109014912419,0.00134745771687982,-0.000140195324171172,7.69928192520937e-10,-1.58394428024345e-10,3.55467992864842e-11,0.228671840023955,0.000561861341127948,0.000929935799302973,0.223402842791832,0.592587932968374
"BEL",-0.269933763274825,0.00134504582875351,-0.000140065264616509,7.67266327862344e-10,-1.57846812630895e-10,3.54239037104215e-11,0.228524004254089,0.000560850630191595,0.000928379404111057,0.223158558079038,0.592506348845841
"BEL",-0.267918068455297,0.00134281441068146,-0.000139944656199252,7.64810802254127e-10,-1.57341646593346e-10,3.53105345978393e-11,0.228386870958372,0.000559916297226979,0.000926942163657726,0.222931687666939,0.592429841992196
"BEL",-0.26600537118679,0.00134070017106505,-0.000139830132372941,7.62490562786847e-10,-1.56864312464178e-10,3.52034115083861e-11,0.228256619642096,0.000559031535011025,0.000925583168529762,0.222715962493074,0.592356099253545
"BEL",-0.264154814444045,0.0013386575425116,-0.000139719257437229,7.6025475794488e-10,-1.56404348752552e-10,3.51001866794564e-11,0.228130484412128,0.000558177395652137,0.000924272318804173,0.222506832287925,0.592284089467022
"BEL",-0.262333597579308,0.00133665010170099,-0.000139610072077543,7.580630552494e-10,-1.55953458009464e-10,3.49989980016437e-11,0.228006238490484,0.000557338581634226,0.000922986106975399,0.222300621553384,0.592212551472843
"BEL",-0.260512380714572,0.00133464543738837,-0.000139500819589207,7.55879899589723e-10,-1.55504325615869e-10,3.48982039317557e-11,0.227881883382459,0.000556501621255203,0.000921703481410512,0.222094018697755,0.592140538364147
"BEL",-0.258661823971827,0.00133261131797181,-0.000139389738921963,7.53670289030843e-10,-1.55049750755473e-10,3.47961884661568e-11,0.227755413530075,0.000555652952921167,0.000920404139053304,0.221883686764055,0.592066626412419
"BEL",-0.25674912670332,0.00133051189861369,-0.00013927485676742,7.51395672439873e-10,-1.54581802448863e-10,3.46911717383653e-11,0.22762457941048,0.000554777683606384,0.000919065288649358,0.221665868574066,0.59198949404726
"BEL",-0.254733431883792,0.00132830272738467,-0.000139153710440453,7.49008633277301e-10,-1.54090725869904e-10,3.45809645751192e-11,0.227486571273152,0.000553857268687808,0.000917659104312473,0.221435856360564,0.59190719470686
"BEL",-0.252558180246198,0.00132592247845141,-0.000139022885836755,7.46444172267192e-10,-1.53563148962301e-10,3.44625660261508e-11,0.227337491335722,0.000552866507577526,0.000916146505982948,0.221187103512189,0.591817705833886
"BEL",-0.250135934394374,0.00132327658570616,-0.000138877099369385,7.43602532352634e-10,-1.52978549082351e-10,3.43313704098992e-11,0.227171304542792,0.000551765996652387,0.000914468872046264,0.220909455620806,0.591716567043368
"BEL",-0.247312511021171,0.00132019861747583,-0.000138707026895706,7.4030877393229e-10,-1.52300936564575e-10,3.41793009434172e-11,0.226977356566588,0.000550486927126509,0.00091252212487468,0.220584961766658,0.591596841031767
"BEL",-0.24375999971002,0.00131633520487674,-0.000138492825298049,7.36192596310524e-10,-1.51454130841159e-10,3.3989261221311e-11,0.226732965813449,0.000548883038471491,0.000910086394079272,0.220175362398139,0.591443003277499
"BEL",-0.238494642798074,0.00131062820588313,-0.000138174921545749,7.30148907538445e-10,-1.50210785506478e-10,3.37102302755449e-11,0.226370010953657,0.000546516818061579,0.000906504667971077,0.219565599460366,0.591208059164742
"BEN",-0.286172552360543,-0.00639386860823099,-0.00222901403183728,3.79263164290778e-08,-7.80243827438589e-09,1.75101934294146e-09,0.568909747276804,0.00410471722667452,0.00616085755858495,0.742549878999665,0.642052508303794
"BEN",-0.280907195448597,-0.00639276877613762,-0.0021891656649966,3.71093120494643e-08,-7.63435903964771e-09,1.71329908411679e-09,0.573319585778175,0.00406210771053965,0.00608919087661382,0.742418998737334,0.642635465785955
"BEN",-0.277354684137446,-0.00639162980771289,-0.00216268375935604,3.65780862565254e-08,-7.52507195749939e-09,1.68877293113157e-09,0.576223587255424,0.00403397175837877,0.00604263616959258,0.742285674466263,0.642968135107215
"BEN",-0.274531260764243,-0.0063905013702759,-0.00214186547253825,3.61670000415018e-08,-7.44050073835212e-09,1.6697934999108e-09,0.578490063693509,0.00401196326084535,0.00600662685007716,0.742153895590261,0.643200141333142
"BEN",-0.272109014912419,-0.00638937827472112,-0.00212416494568679,3.5821973207058e-08,-7.36951966683707e-09,1.65386396290779e-09,0.580404907332117,0.00399335404745555,0.00597635054946386,0.742022652611291,0.643384880165919
"BEN",-0.269933763274825,-0.00638824938510929,-0.0021083939054945,3.55180206022062e-08,-7.30698864191853e-09,1.63983078118743e-09,0.582101033342477,0.00397688125299253,0.00594956618566489,0.741890501766799,0.643548400413891
"BEN",-0.267918068455297,-0.0063871029190088,-0.00209388408268978,3.52412460624002e-08,-7.25004885798787e-09,1.62705238300736e-09,0.583652805431249,0.00396179795999625,0.0059251333276242,0.7417559932771,0.643692005527196
"BEN",-0.26600537118679,-0.00638592676538014,-0.0020802078538116,3.49828811180633e-08,-7.19689641081511e-09,1.61512393707147e-09,0.585107453568587,0.00394762020681974,0.00590235567993781,0.741617656840371,0.643813198333391
"BEN",-0.264154814444045,-0.00638470789456851,-0.00206706078088752,3.47367992624523e-08,-7.14627091723623e-09,1.60376258881273e-09,0.586498236604451,0.00393400668016382,0.00588074520931419,0.741473913165096,0.643909911712202
"BEN",-0.262333597579308,-0.00638343145138224,-0.00205420306490969,3.44982935088078e-08,-7.09720402658850e-09,1.59275102145382e-09,0.587850955104635,0.00392074562835087,0.00585978036158173,0.741322956989346,0.643997889471064
"BEN",-0.260512380714572,-0.00638207951138825,-0.00204142508734637,3.42633753649031e-08,-7.04887520138403e-09,1.58190509037706e-09,0.58918772405099,0.00390762559851156,0.00583909465795033,0.741162601744153,0.644080974825688
"BEN",-0.258661823971827,-0.00638062925874585,-0.00202852239246703,3.40282893532667e-08,-7.00051184138322e-09,1.57105140901836e-09,0.590529630443338,0.00389442379800554,0.00581839496025238,0.740990053529445,0.644155956264296
"BEN",-0.25674912670332,-0.00637905008623961,-0.00201527180685273,3.37890789454028e-08,-6.95129998487616e-09,1.56000730849292e-09,0.591899165042298,0.00388089422721389,0.00579738971978449,0.740801551465492,0.644216705029653
