"region","gamma","alpha","beta","sigma11","sigma12","sigma22","rho","zeta","eta","rsqr1","rsqr2"
"ABW",-0.250135934394374,0.0031426015148843,-0.000634376795707176,1.24851674274332e-09,-2.56852648424443e-10,5.76427444678942e-11,0.190551068519888,0.000699016624456009,0.00121706978528881,0.207995855251205,0.565620786715103
"ABW",-0.247312511021171,0.00311994584445481,-0.000629987276430035,1.23323248581392e-09,-2.53708275796416e-10,5.69370859161096e-11,0.190133445125821,0.000694352129140495,0.00121020869464703,0.207622129122375,0.565014131207387
"ABW",-0.24375999971002,0.00309168075231991,-0.000624510827978573,1.21434683288854e-09,-2.49823001530528e-10,5.606515458478e-11,0.189605158737418,0.000688540884583295,0.0012016856471144,0.207142995790084,0.564236848249771
"ABW",-0.238494642798074,0.00305027603077728,-0.000616488299337463,1.18704623417538e-09,-2.44206552152653e-10,5.48047137900612e-11,0.188816457530815,0.000680045442375629,0.00118927253986278,0.206414713922693,0.563057771622214
"AFG",-0.286172552360543,0.000731961536398852,-0.00148729094673683,9.49423298747813e-09,-1.95321280372595e-09,4.3833905247706e-10,0.381496928484576,0.00201459046032595,0.0031754671194005,0.618366547044649,0.617814908809755
"AFG",-0.280907195448597,0.000699488640411607,-0.00146257705164249,9.27727692575833e-09,-1.90857925005647e-09,4.28322412412629e-10,0.383969944197712,0.00199074171170358,0.00314007996661127,0.617393819051843,0.617382102159682
"AFG",-0.277354684137446,0.000678014239189393,-0.00144614850708089,9.13517115393457e-09,-1.87934436469232e-09,4.21761533881957e-10,0.385604791388746,0.00197493932373853,0.00311674499290036,0.616706130591419,0.617071585992668
"AFG",-0.274531260764243,0.000661193018751589,-0.00143323092725774,9.02461182050589e-09,-1.85659940931687e-09,4.16657122233165e-10,0.386884636731639,0.00196254070239975,0.00309850773457645,0.61614160416367,0.616813027712782
"AFG",-0.272109014912419,0.000646933419008087,-0.00142224609409132,8.93140456363528e-09,-1.83742423131566e-09,4.12353838259143e-10,0.387968821577672,0.00195202036463936,0.00308306404119944,0.6156446431337,0.616585985749343
"AFG",-0.269933763274825,0.000634261474727658,-0.00141245728171025,8.84896966911848e-09,-1.82046521086015e-09,4.0854790326669e-10,0.388931548272864,0.0019426540556363,0.00306937569736969,0.615188429117898,0.616372075293934
"AFG",-0.267918068455297,0.000622630873712161,-0.00140345010439696,8.77363424653286e-09,-1.80496673803329e-09,4.05069743651512e-10,0.389814420966386,0.00193404836931988,0.00305682797669247,0.614757313950692,0.616169021668697
"AFG",-0.26600537118679,0.000611693218081419,-0.00139495934788703,8.70306988026527e-09,-1.79044979665819e-09,4.0181185883984e-10,0.390643945117639,0.00192594342241206,0.00304505095999758,0.614340805516986,0.615969633100186
"AFG",-0.264154814444045,0.000601201615196646,-0.00138679615002534,8.63563939633239e-09,-1.77657757709577e-09,3.98698662178857e-10,0.391438869943126,0.00191815376061857,0.00303378549064367,0.613930965705986,0.615767919836895
"AFG",-0.262333597579308,0.000590962782774308,-0.00137881169822546,8.57007419036708e-09,-1.76308909414625e-09,3.95671583498968e-10,0.39221383235902,0.00191053519750385,0.00302282556826063,0.613521049142676,0.61555976843888
"AFG",-0.260512380714572,0.000580809043514302,-0.00137087585528679,8.50528757432865e-09,-1.74976078757075e-09,3.92680451521805e-10,0.392981481609721,0.00190297077166172,0.00301197227635659,0.61310462601894,0.615346814383173
"AFG",-0.258661823971827,0.000570578230578136,-0.00136286163122671,8.44024340652811e-09,-1.73637949584099e-09,3.89677428642501e-10,0.393753994721424,0.0018953373293331,0.00300105729183553,0.612674845971643,0.615124159062784
"AFG",-0.25674912670332,0.000560094806946497,-0.00135463034832946,8.37383587176076e-09,-1.72271772375866e-09,3.86611460501035e-10,0.394544488098714,0.00188751105326421,0.00298987445021464,0.612223609415176,0.614892627281161
"AFG",-0.254733431883792,0.000549146099730241,-0.00134601268811653,8.30474177716342e-09,-1.70850325583826e-09,3.83421456632634e-10,0.395368779473503,0.00187932386795821,0.00297821823548782,0.611740367175611,0.614641455678223
"AFG",-0.252558180246198,0.000537444022319004,-0.0013367778806871,8.23118625427123e-09,-1.69337095507344e-09,3.80025473170721e-10,0.396248209427736,0.00187055806967748,0.00296578487200692,0.611210026254097,0.614362479013275
"AFG",-0.250135934394374,0.00052455035168184,-0.00132657326916985,8.15048888924121e-09,-1.67676939001689e-09,3.76299758142313e-10,0.397215130147197,0.00186088469565165,0.00295210595338971,0.610608695442967,0.614044706381928
"AFG",-0.247312511021171,0.000509701748583726,-0.0013147824093049,8.05800504658834e-09,-1.65774303729882e-09,3.72029873464808e-10,0.398325727204341,0.00184971573332602,0.00293640117931689,0.609893500648869,0.613659086550339
"AFG",-0.24375999971002,0.000491291602139121,-0.00130010400491964,7.94399929466531e-09,-1.63428906322338e-09,3.66766344189638e-10,0.399697898096435,0.00183580868950226,0.00291703739106137,0.6089719006385,0.61314101512823
"AFG",-0.238494642798074,0.000464555257858932,-0.00127866619297528,7.7797196869377e-09,-1.60049243809022e-09,3.59181722273619e-10,0.40167992222644,0.00181551767965712,0.00288906329266917,0.6075617141095,0.612324644380572
"AGO",-0.286172552360543,0.00156520524318237,-0.000953082984014941,1.60954372725834e-09,-3.31125370568016e-10,7.43109920788051e-11,0.662886302484348,0.000799840188427966,0.00137209764504123,0.685360339284887,0.574444911396492
"AGO",-0.280907195448597,0.00154563792900194,-0.000943986569800315,1.58193670972181e-09,-3.25445882799371e-10,7.30364042395723e-11,0.66560852323464,0.000793775493612598,0.00135846997072253,0.685566830166212,0.575640036879158
"AGO",-0.277354684137446,0.00153256694418535,-0.000937905858425235,1.56373869024327e-09,-3.21702072773347e-10,7.21962202430662e-11,0.667417018055168,0.000789734166068443,0.00134945373608442,0.685688660478536,0.576424452611609
"AGO",-0.274531260764243,0.00152225309506773,-0.00093310532883957,1.54951618518629e-09,-3.18776130360201e-10,7.15395816921953e-11,0.668838008136863,0.000786547157193078,0.00134239834955906,0.68577544231162,0.577029660877467
"AGO",-0.272109014912419,0.00151345697323367,-0.000929009491551997,1.5374815996487e-09,-3.1630030039157e-10,7.09839571537560e-11,0.670045475983477,0.000783831557336199,0.00133641989891626,0.685842806697946,0.57753762806846
"AGO",-0.269933763274825,0.00150559865118604,-0.00092534897907298,1.52680380094699e-09,-3.14103597069954e-10,7.04909740795445e-11,0.671120626666737,0.000781406895471922,0.0013311103087231,0.685897726921916,0.577984203648989
"AGO",-0.267918068455297,0.00149835107769938,-0.00092197182225722,1.51701735249426e-09,-3.12090267878846e-10,7.003914373711e-11,0.672109111475589,0.000779172662535195,0.00132623784804791,0.685943911624405,0.578391082134675
"AGO",-0.26600537118679,0.00149150422359027,-0.000918780378954951,1.50782602448585e-09,-3.10199370575931e-10,6.96147894985395e-11,0.673040116956244,0.0007770660383958,0.00132165078597966,0.685983551683465,0.578774442702989
"AGO",-0.264154814444045,0.00148490784065557,-0.000915704751713343,1.4990204402966e-09,-3.08387830896484e-10,6.92082446586233e-11,0.67393438983367,0.000775040016949624,0.00131724686322034,0.686018027270997,0.579142480010313
"AGO",-0.262333597579308,0.00147844283009732,-0.000912689484895225,1.49043724274454e-09,-3.06622041982549e-10,6.88119671829011e-11,0.674808233340375,0.00077305606484043,0.00131294930133113,0.686048235760329,0.57949942900819
"AGO",-0.260512380714572,0.00147200427472471,-0.000909685673371015,1.48193530335325e-09,-3.04872970004069e-10,6.8419441313575e-11,0.675675853552431,0.000771081324783619,0.00130868927266991,0.686074755482388,0.579850249930661
"AGO",-0.258661823971827,0.00146548896958313,-0.000906645153401764,1.47337876036584e-09,-3.03112664633358e-10,6.80243944519143e-11,0.676551054415212,0.000769084898411768,0.00130439698321699,0.686097926235751,0.580201551244561
"AGO",-0.25674912670332,0.00145878332964998,-0.000903514856787895,1.46462121750681e-09,-3.01311008315887e-10,6.76200676312098e-11,0.677448844291972,0.000767035862061344,0.00129998942509862,0.686117877293276,0.580564853414385
"AGO",-0.254733431883792,0.00145174773896597,-0.000900229489776069,1.45548600755569e-09,-2.99431655969596e-10,6.71983043061014e-11,0.678387473315882,0.000764888477426814,0.00129538549333423,0.686134507795865,0.58094220079073
"AGO",-0.252558180246198,0.00144419090612026,-0.000896699523535917,1.44573455604095e-09,-2.97425526566764e-10,6.6748089736595e-11,0.679391729005782,0.00076258361223649,0.00129046707780621,0.686147398797896,0.581341193245957
"AGO",-0.250135934394374,0.00143581935839879,-0.000892787528106377,1.43500477072356e-09,-2.95218128234451e-10,6.62527064933665e-11,0.680499381635347,0.000760031138713085,0.00128505327990362,0.686155582774005,0.581773787714099
"AGO",-0.247312511021171,0.00142611859218164,-0.000888252463751375,1.42266693927224e-09,-2.92679912625805e-10,6.56830814004151e-11,0.68177628672054,0.000757078151031463,0.0012788169501834,0.686156923889779,0.582267981828963
"AGO",-0.24375999971002,0.00141399980552733,-0.000882584051198039,1.4073973504852e-09,-2.89538557619475e-10,6.4978100061801e-11,0.683361110269851,0.000753402020813813,0.00127106805987873,0.68614608986141,0.582883223298883
"AGO",-0.238494642798074,0.00139621455968717,-0.000874259255545807,1.38527518427849e-09,-2.84987447662716e-10,6.39567422136653e-11,0.68566508782424,0.000748024330906867,0.00125980323004432,0.686104413923065,0.583767774906789
"AIA",-0.286172552360543,0.00142444985775383,-0.000340178331831838,5.63885051642386e-10,-1.16005948468948e-10,2.60339976456124e-11,0.198448696324432,0.000459828501582679,0.000838766133806338,0.132609426080973,0.54193339595842
"AIA",-0.280907195448597,0.00141524959393445,-0.000337916549665737,5.57384098780064e-10,-1.14668531914725e-10,2.57338552832303e-11,0.198028259842142,0.000456863752021296,0.000834414870926192,0.132382399013274,0.541207183575781
"AIA",-0.277354684137446,0.00140908187587337,-0.000336400851992533,5.53056742972854e-10,-1.1377828129837e-10,2.55340656797135e-11,0.197743026028147,0.00045487715846466,0.000831511131992236,0.132227431260152,0.540708616311208
"AIA",-0.274531260764243,0.00140420261058393,-0.00033520211073751,5.49650817098712e-10,-1.1307759299267e-10,2.53768175563056e-11,0.197515439809533,0.000453306234081936,0.000829221227292104,0.132103244497156,0.540307789408846
"AIA",-0.272109014912419,0.00140003253808703,-0.00033417783105308,5.46752103942284e-10,-1.12481251649569e-10,2.52429869266942e-11,0.197319566851682,0.000451964205906213,0.00082726901237275,0.131995985036992,0.539960938025152
"AIA",-0.269933763274825,0.00139630014882147,-0.000333261235259053,5.44167119438038e-10,-1.11949452520794e-10,2.51236408289364e-11,0.19714317884224,0.000450763369104014,0.000825525725060599,0.131899100062932,0.53964686572454
"AIA",-0.267918068455297,0.0013928520241791,-0.000332414597901895,5.41786954813978e-10,-1.11459790214758e-10,2.50137510561211e-11,0.196979319287329,0.000449654215529045,0.000823918716816813,0.131808848423832,0.539353520540149
"AIA",-0.26600537118679,0.00138958938998817,-0.000331613637020267,5.39541839372454e-10,-1.10997911068543e-10,2.4910096366307e-11,0.196823470145687,0.000448604941674909,0.00082240121667017,0.131722789147659,0.539073150501756
"AIA",-0.264154814444045,0.00138644134452727,-0.000330840928883646,5.37382023243916e-10,-1.10553580228809e-10,2.48103798587644e-11,0.19667235014829,0.000447592758274218,0.000820939731124622,0.13163913863968,0.538800129810353
"AIA",-0.262333597579308,0.00138335143365791,-0.000330082606676482,5.35268237876668e-10,-1.10118719124275e-10,2.47127885445169e-11,0.196523306897619,0.000446599474529163,0.000819507872021571,0.131556443973608,0.53852970646887
"AIA",-0.260512380714572,0.00138026965567783,-0.000329326395426477,5.33166068795487e-10,-1.09686247794535e-10,2.4615733542348e-11,0.196373948607501,0.000445609019701519,0.00081808234988786,0.131473383188563,0.538257594627682
"AIA",-0.258661823971827,0.00137714653516893,-0.000328560156765785,5.31041853683977e-10,-1.09249241017985e-10,2.45176606974468e-11,0.196221863108809,0.00044460549520816,0.000816640334594951,0.131388610638826,0.537979372958792
"AIA",-0.25674912670332,0.00137392731273137,-0.000327770463772512,5.28858746146463e-10,-1.08800118524382e-10,2.441686884931e-11,0.196064332367322,0.000443571235091888,0.000815156909263388,0.131300597129124,0.537689780514167
"AIA",-0.254733431883792,0.00137054435457301,-0.000326940740955396,5.26571667127142e-10,-1.08329606369313e-10,2.43112767439139e-11,0.195897948549767,0.000442484824299777,0.000813600630063578,0.131207412000145,0.537383090295181
"AIA",-0.252558180246198,0.00136690464564652,-0.000326048201222953,5.24119077980765e-10,-1.07825044439002e-10,2.41980432047795e-11,0.19571797057315,0.00044131656809905,0.000811929012416078,0.13110635511461,0.537050616196342
"AIA",-0.250135934394374,0.00136286508751691,-0.000325057797892588,5.21406823035667e-10,-1.07267062441644e-10,2.40728211605892e-11,0.195517042270984,0.00044002035246873,0.000810077864213761,0.130993220928052,0.536677690628952
"AIA",-0.247312511021171,0.00135817427747661,-0.000323907972376717,5.1827016581658e-10,-1.06621769762467e-10,2.39280048963188e-11,0.195282156676506,0.000438515750942797,0.000807933529114531,0.13086055190417,0.536239631926927
"AIA",-0.24375999971002,0.00135229923910049,-0.000322468243638642,5.14361075609724e-10,-1.05817567353171e-10,2.37475261889203e-11,0.19498558718336,0.000436631911854939,0.000805256396445875,0.130692411995691,0.535682642566876
"AIA",-0.238494642798074,0.00134364668196152,-0.000320348627842358,5.08643103032626e-10,-1.04641230384858e-10,2.3483533227631e-11,0.194543939578377,0.000433858978620705,0.00080133023066032,0.130440739068464,0.534845987617682
"ALA",-0.286172552360543,0.0036230883670364,-0.00013920448514525,3.68044155454529e-09,-7.57163382990915e-10,1.69922232353506e-10,0.222905390360666,0.00120241748334582,0.00206383479804481,0.494054157402092,0.567747672205692
"ALA",-0.280907195448597,0.00360305481204709,-0.000140526880977036,3.64098153207327e-09,-7.49045421147201e-10,1.68100403367012e-10,0.221586444192482,0.0011950003050891,0.0020544711299152,0.492449229351734,0.566842336279087
"ALA",-0.277354684137446,0.00358958493260542,-0.00014140027855855,3.61474823706628e-09,-7.43648544142061e-10,1.66889238895709e-10,0.220697979948021,0.00119004053135912,0.00204823116801159,0.491357067078006,0.566226479100413
"ALA",-0.274531260764243,0.00357890631367809,-0.000142083733372886,3.59411939646632e-09,-7.39404650439535e-10,1.65936826367576e-10,0.219992709177357,0.00118612716674921,0.00204330893487102,0.49048373456007,0.56573718978858
"ALA",-0.272109014912419,0.00356976393363349,-0.000142662591859075,3.57657542599461e-09,-7.35795395452985e-10,1.65126839146555e-10,0.219388269808416,0.00118278819296686,0.00203911555226947,0.489730763197804,0.565316024284867
"ALA",-0.269933763274825,0.00356156868667923,-0.000143176575197654,3.56094013348664e-09,-7.32578805597139e-10,1.6440497364018e-10,0.218845964840117,0.00117980880103067,0.00203536232064559,0.489051651248091,0.564941285530739
"ALA",-0.267918068455297,0.00355398714768664,-0.000143647947425073,3.54655190272906e-09,-7.29618769059617e-10,1.6374068370276e-10,0.218343870135944,0.00117706099795244,0.00203190152946262,0.488419897482139,0.564594108759118
"ALA",-0.26600537118679,0.00354680419538097,-0.000144090891839179,3.53298723365503e-09,-7.26828160766283e-10,1.63114416768199e-10,0.217867822725316,0.00117446306310592,0.00202863722790953,0.487818250555145,0.564262749194456
"ALA",-0.264154814444045,0.00353986497297605,-0.000144515443796461,3.5199444836556e-09,-7.24144924918978e-10,1.62512246304931e-10,0.217407610543455,0.00117195811537689,0.00202549739810408,0.487234143294017,0.563940247588614
"ALA",-0.262333597579308,0.0035330457227141,-0.000144929442443196,3.5071859018566e-09,-7.21520149925561e-10,1.61923195597612e-10,0.216955055326643,0.00116950150426603,0.0020224241400407,0.486657377609558,0.563621440949416
"ALA",-0.260512380714572,0.00352623634494581,-0.000145339669341848,3.49450348902945e-09,-7.18911044887926e-10,1.61337661534028e-10,0.216502863488865,0.00116705260213152,0.00201936909219059,0.48607871572823,0.563300461769521
"ALA",-0.258661823971827,0.0035193273786739,-0.000145752661927162,3.48169417923234e-09,-7.16275833814465e-10,1.60746268766781e-10,0.216043764919602,0.00116457155746715,0.00201628456091636,0.485488797231392,0.562971565075611
"ALA",-0.25674912670332,0.00351219712270127,-0.000146175473199256,3.46853610827683e-09,-7.13568873421084e-10,1.60138774052603e-10,0.215569656946126,0.00116201575915121,0.00201311528745719,0.484877029095611,0.562629551226267
"ALA",-0.254733431883792,0.00350469468576793,-0.000146616622578796,3.45475826959651e-09,-7.10734410547298e-10,1.59502665294763e-10,0.215070473245602,0.00115933432165523,0.00200979016218925,0.48423008263248,0.562269394253038
"ALA",-0.252558180246198,0.00349661193484562,-0.000147087621733004,3.43999115918095e-09,-7.07696428524344e-10,1.58820882870009e-10,0.21453230764014,0.0011564547179641,0.00200621796314429,0.483529364543156,0.561881406881086
"ALA",-0.250135934394374,0.00348762796686167,-0.000147605947036236,3.42366993435414e-09,-7.04338724395294e-10,1.58067348568156e-10,0.21393369603014,0.00115326338669752,0.00200226388666162,0.482745969051896,0.561448392868721
"ALA",-0.247312511021171,0.0034771780710458,-0.000148201991352959,3.40480698540397e-09,-7.0045812093274e-10,1.57196465456203e-10,0.213236837367306,0.00114955928264654,0.00199769586897061,0.481828710137122,0.560938141451206
"ALA",-0.24375999971002,0.00346406337445578,-0.000148939626897003,3.38131694458878e-09,-6.95625603283259e-10,1.56111954232689e-10,0.212361430860512,0.00114492615524174,0.00199200197079135,0.480668338211361,0.560291192569307
"ALA",-0.238494642798074,0.00344469437822502,-0.00015000793311167,3.34699294532661e-09,-6.88564256155759e-10,1.54527250198814e-10,0.211066898581823,0.00113812029848049,0.00198365879858557,0.478935798792412,0.559327618325223
"ALB",-0.286172552360543,0.00301334504509043,-0.00118393216559809,2.79451724148637e-09,-5.74905509850345e-10,1.29020010503167e-10,0.29059641571995,0.00109702377606838,0.00171738628640807,0.520702736501959,0.622400610767985
"ALB",-0.280907195448597,0.00298586590660495,-0.00117383803314667,2.75791797324419e-09,-5.67376080202695e-10,1.27330259621364e-10,0.291061999954738,0.00108961399220149,0.00170659176100405,0.519985175037419,0.622169505464269
"ALB",-0.277354684137446,0.00296746938415538,-0.00116707896851402,2.73356212522948e-09,-5.62365443298093e-10,1.26205774962611e-10,0.291372260800436,0.00108465002943218,0.00169938188158747,0.519496744544857,0.622006666518534
"ALB",-0.274531260764243,0.00295293029685348,-0.0011617364070463,2.71439612646297e-09,-5.58422494537902e-10,1.25320900349763e-10,0.291616624954982,0.00108072403317801,0.00169369578508365,0.519106095458668,0.621872160509056
"ALB",-0.272109014912419,0.00294051453776047,-0.00115717355564276,2.69808698175985e-09,-5.55067275607215e-10,1.24567923774899e-10,0.29182470020887,0.00107736957278013,0.00168884794661822,0.518769221454468,0.621753428263098
"ALB",-0.269933763274825,0.00292940983823435,-0.00115309210729413,2.68354506690306e-09,-5.52075622218633e-10,1.23896538399383e-10,0.292010324872426,0.00107436829331708,0.0016845171148383,0.518465338081069,0.621644643649413
"ALB",-0.267918068455297,0.00291915756594678,-0.00114932361030435,2.67015714002005e-09,-5.49321374430768e-10,1.23278431471497e-10,0.292181292241133,0.00107159664289533,0.00168052268707723,0.518182598225591,0.621542157978027
"ALB",-0.26600537118679,0.00290946273370323,-0.00114575970319651,2.65753041204744e-09,-5.46723725228584e-10,1.22695468320845e-10,0.292342597383398,0.00106897543840059,0.00167674786578513,0.517913287755243,0.621443905462457
"ALB",-0.264154814444045,0.00290011387579557,-0.00114232269078674,2.64538487845454e-09,-5.44225070334289e-10,1.22134721423864e-10,0.292497803782675,0.00106644741887373,0.00167311027406247,0.517651784890305,0.621347780450879
"ALB",-0.262333597579308,0.00289094290905699,-0.00113895080184376,2.63349960279532e-09,-5.41779957324736e-10,1.21585990370207e-10,0.292649725603716,0.00106396633057437,0.00166954641492578,0.51739352519272,0.621251192828061
"ALB",-0.260512380714572,0.00288180127402595,-0.00113558942375186,2.62168104187829e-09,-5.39348569287893e-10,1.21040339468144e-10,0.292800830389818,0.00106149220215498,0.00166599792107295,0.517134371358458,0.621152855152082
"ALB",-0.258661823971827,0.00287254230935747,-0.00113218462407058,2.60973997218544e-09,-5.36891977981885e-10,1.20489032460866e-10,0.29295353283321,0.00105898508984251,0.00166240850618068,0.516870128240491,0.621050872812145
"ALB",-0.25674912670332,0.00286300404419965,-0.0011286768218685,2.59746936777842e-09,-5.34367592739932e-10,1.19922511171975e-10,0.293110476910196,0.00105640103896458,0.00165871570497671,0.516596045136997,0.620943274926367
"ALB",-0.254733431883792,0.00285298679911484,-0.00112499254547696,2.58461604867387e-09,-5.31723327797362e-10,1.19329086539895e-10,0.293274897942822,0.00105368578964888,0.00165484279410989,0.516306141107895,0.620827480689515
"ALB",-0.252558180246198,0.00284221635810081,-0.00112103087660336,2.57083450242753e-09,-5.28888102179979e-10,1.18692806607513e-10,0.293451212701062,0.00105076615643,0.00165068112088856,0.515992069088582,0.620701444460384
"ALB",-0.250135934394374,0.00283027131030913,-0.00111663670154674,2.55559621368852e-09,-5.25753186414677e-10,1.1798927036019e-10,0.293646178252255,0.00104752680239368,0.00164607116655405,0.515640847828085,0.620558565742333
"ALB",-0.247312511021171,0.00281641190631075,-0.00111153769989459,2.53797665346598e-09,-5.22128380633306e-10,1.17175793237477e-10,0.293871614189832,0.00104376760368288,0.00164072708815439,0.515229483376864,0.620389911170313
"ALB",-0.24375999971002,0.0027990709708988,-0.0011051568968918,2.51602292693309e-09,-5.17611923136413e-10,1.16162212077266e-10,0.294152482016872,0.00103906262813193,0.00163404856860905,0.514708883893284,0.620174033663843
"ALB",-0.238494642798074,0.00277356723188328,-0.00109577063163737,2.48392028272391e-09,-5.11007567019862e-10,1.14680065740304e-10,0.294563072597731,0.00103213899277145,0.00162424474530374,0.513931132486585,0.619845482179039
"AND",-0.286172552360543,0.00379999158412623,-0.000138787604272023,2.96587801173439e-09,-6.10158915886011e-10,1.36931562469642e-10,0.206433299053564,0.00108317021835801,0.00186267330653053,0.576222665746387,0.571721941810895
"AND",-0.280907195448597,0.00377870374200127,-0.000140125548702322,2.93184710493767e-09,-6.03157865567841e-10,1.35360390215929e-10,0.204987605631118,0.00107649595034555,0.0018527034782185,0.574870206219541,0.571252620991782
"AND",-0.277354684137446,0.00376439376315564,-0.000141009374346311,2.90924466814229e-09,-5.98507951351246e-10,1.34316858764613e-10,0.204013443056284,0.00107204603287553,0.00184604007001734,0.573946630261688,0.570941148277876
"AND",-0.274531260764243,0.00375305097411785,-0.000141701080992847,2.89148318229382e-09,-5.94853947745247e-10,1.33496829080522e-10,0.203239966519006,0.00106853650506372,0.0018407868841207,0.573206264932167,0.570693308113229
"AND",-0.272109014912419,0.00374334126144792,-0.000142286993289648,2.87638627593082e-09,-5.91748118043812e-10,1.32799820313282e-10,0.202576950333574,0.00106554434815114,0.00183631049704518,0.572566641103199,0.570480198896386
"AND",-0.269933763274825,0.00373463846389792,-0.000142807291029349,2.86293843956455e-09,-5.88981545303534e-10,1.32178947425664e-10,0.201981995835416,0.00106287586906037,0.00183230554434374,0.571988742578932,0.570292693875508
"AND",-0.267918068455297,0.00372658822824739,-0.000143284497443994,2.85056873120505e-09,-5.86436771778595e-10,1.31607850608378e-10,0.201431077359138,0.00106041496339074,0.00182861522234815,0.571450288162758,0.570118194310654
"AND",-0.26600537118679,0.00371896196789856,-0.000143732962740997,2.83891192749918e-09,-5.84038661443737e-10,1.31069667871754e-10,0.200908670867756,0.00105809404270907,0.0018251237323172,0.570936734698438,0.569956016006886
"AND",-0.264154814444045,0.00371159516874928,-0.000144162842113161,2.82770811963135e-09,-5.81733744236965e-10,1.30552399490897e-10,0.200403579635984,0.00105585974504259,0.00182175911660311,0.570437450114422,0.569800215823136
"AND",-0.262333597579308,0.00370435639221086,-0.000144582070146299,2.81675268422414e-09,-5.79479923761317e-10,1.30046598213194e-10,0.199906833502779,0.00105367070604974,0.00181846246782548,0.569943767592688,0.569647005000133
"AND",-0.260512380714572,0.00369712874488215,-0.00014499751295423,2.80586685387193e-09,-5.77240422871550e-10,1.29544010529881e-10,0.199410429141994,0.00105149121643187,0.00181518055664746,0.569447795228617,0.569493750742106
"AND",-0.258661823971827,0.00368979605334152,-0.00014541579165148,2.79487636973925e-09,-5.74979391953579e-10,1.29036591088275e-10,0.198906385300631,0.00104928633872846,0.00181186085542679,0.568941493010202,0.569337983001821
"AND",-0.25674912670332,0.00368222919745221,-0.000145844051871138,2.78359112746816e-09,-5.72657721553652e-10,1.28515562964086e-10,0.198385802892288,0.00104702291160526,0.00180843397246232,0.568415717192935,0.569182645841988
