Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
"Congo, Dem. Rep.",COD,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.59613516,60.64699776,62.62333967,63.98728614,64.42543744,63.94173193,65.24252208,65.62225095,66.7172978,67.00509942,67.81194407,67.39555584,66.91403241,66.29757404,65.6947472,65.29233477,64.84097319,64.38510713,64.46773909,63.70178813,63.12775094,62.64160695,61.81884471,60.86056274,60.18409745,60.31026193,60.2408046,59.67688332,59.35840948,60.93011663,61.41428195,60.38282971,59.52426887,58.89929185,58.52446973
"Congo, Rep.",COG,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.34277057,43.19043633,43.17331314,44.09996538,43.90195779,43.23452135,43.37861433,43.06794107,43.24168431,42.27670149,41.74722842,41.23437978,40.9880041,40.62307362,39.96862453,38.80492037,39.25597116,38.62736452,37.44103965,36.47299858,36.14293687,35.01342043,35.06953571,34.29788559,34.22678546,35.06129111,35.93035244,36.37559115,36.20679112,37.42742806,37.50973947,37.31051589,37.1038479,36.75812197,36.35235193
Colombia,COL,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.94024647,19.85140559,19.57788805,19.26736022,19.04162087,19.04748556,18.87865878,19.06768464,19.62977521,19.85513384,19.91660082,19.1861959,19.75512174,18.9835261,19.39617813,18.58606745,17.52767233,17.19748665,17.84997619,17.50763107,17.01341993,16.60766373,16.04765256,15.48424128,15.38750012,15.38212304,15.98798164,16.02833726,15.18296221,15.81228229,15.11437548,14.63932185,14.39649711,14.25382277,14.15758184
Comoros,COM,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.98384996,57.35834047,57.19173258,57.82390511,57.62544487,57.84988686,57.55127467,57.51773838,57.41149842,56.47710924,56.31052904,56.11435112,55.89377437,55.64094113,54.15840744,52.58235778,50.95130351,49.05010289,47.34232252,45.49835167,43.56601215,41.75315157,39.81704763,38.00591109,37.8024454,37.11931907,36.18063839,35.23767686,34.56336335,35.69514066,35.21265149,34.93234755,34.61863809,34.0654344,33.55665413
Cabo Verde,CPV,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.49600985,26.51210486,25.92415079,24.80388907,23.84794543,22.95407719,22.05734286,21.19150868,20.68289245,19.83278242,19.40718335,18.87439407,18.42572912,17.74240644,17.17318473,16.61932555,15.82176095,15.33777816,15.32973992,15.10952144,14.80927167,14.7203754,14.60021639,14.44296109,14.2477811,13.91888347,13.52371763,11.83846107,10.60456857,11.16971562,11.11136728,10.28016232,9.899731895,9.566992882,9.245180832
Costa Rica,CRI,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.30717992,20.05729623,18.76773668,17.60795513,17.75607442,17.46481774,17.12977196,16.71171339,16.2934184,16.94738002,16.56812198,16.84313684,16.11319851,15.76909312,16.13463872,14.87707364,14.08799557,13.17885366,12.94387189,14.60285967,14.2323507,13.62103087,13.13496069,14.71150989,15.79032429,15.71519049,15.36154028,15.78343334,15.30814326,16.54449661,15.20460533,13.40603901,13.41114516,11.77393592,11.48927457
Caribbean small states,CSS,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.62479,18.34315508,17.84073147,18.03651223,16.652791,15.7963132,15.05937062,13.88182482,13.70005236,12.87760428,12.73258455,11.75546207,11.14322878,10.49188892,10.03318132,9.847050245,9.176259092,9.146625493,9.111760273,8.920798447,8.724045422,8.506372253,8.208020835,8.149194907,8.062220332,7.930354742,7.73773162,7.705161738,7.414025214,7.865650784,7.86499393,7.296850168,7.019452924,6.780170924,6.659580388
Cuba,CUB,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.89206187,23.25453872,23.79353759,23.35856216,22.94507611,22.94507973,22.94509642,22.5211334,22.06413497,22.06413193,21.65645358,21.65645558,21.65646049,21.16473427,20.24987314,20.02060594,18.74192063,18.57443336,18.72773545,18.60080332,19.68822477,19.26073871,18.61429607,18.89955532,18.48465997,18.12829151,17.74643089,17.36882371,17.020105,17.03762758,16.6917369,16.3361694,16.13878171,15.84334618,15.52796033
Curacao,CUW,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.407398839,6.150325929,5.982388538,5.547934076,5.386579262,5.219245506,5.045656404,4.839239844,4.664821753,5.404352108,4.838389449,5.254421663,5.186528259,4.825803224,4.73844096,4.260478005,4.385030137,4.231117373,3.929497205,3.795264005,3.828275077,2.912485048,3.105401179,4.430080577,3.995238223,3.64348114,2.527479269,2.165708545,2.410747231,2.731680564,2.853292221,2.373388974,2.460778573,2.197117279,2.154609149
Czechia,CZE,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.673874148,7.450149882,7.240094443,6.507632906,6.236142702,5.870941051,5.446252658,5.170180387,4.878246488,4.661799832,4.457556091,4.259130954,4.065365775,3.876877388,3.679111807,3.495569768,3.330203811,3.174291914,3.116933265,3.096179509,2.989133502,3.050231742,3.030360805,2.748540565,2.925509059,2.901495044,2.802951993,2.802192992,2.663770827,2.61002349,2.547547837,2.676377481,2.907602149,2.815811039,2.708943177
Germany,DEU,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.643547763,3.556140435,3.492412239,3.248763443,3.170177835,2.934779853,2.942206317,2.779925294,2.863905342,2.637522869,2.615992566,2.487096448,2.424626946,2.35515518,2.325801394,2.511448884,2.292267464,1.623613971,1.642135205,1.618302578,1.721341775,1.573844076,1.458944632,1.43811499,1.399786476,1.30724055,1.277759371,1.269109245,1.187406077,1.11355469,1.211834285,1.272258582,1.211683902,1.093095277,1.071045168
Djibouti,DJI,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.949100207,1.944511354,2.009790131,2.020468222,2.047492257,2.105718689,2.124989881,2.135135395,2.105873795,2.101142446,2.090288121,2.059025395,2.024095608,1.993255306,1.965910687,1.917958651,1.884886743,1.823169231,1.790288569,1.729967433,1.645045617,1.582864715,1.526619132,1.471970725,1.410535535,1.353625654,1.324248715,1.291992664,1.257804311,1.310322236,1.308698999,1.283185603,1.238399832,1.190060222,1.151068236
Dominica,DMA,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.384345038,5.259159319,5.139505452,5.045388713,4.394457997,3.877169936,3.736924268,3.70658606,3.321649906,3.668213487,3.548268,3.212889262,3.294945688,3.271719899,3.182519779,3.088320935,2.963791639,2.705828807,2.759324524,2.543726146,2.394462527,2.637173345,2.593600425,2.480181167,2.491576645,2.334161835,2.110620029,2.191663494,2.222960869,2.102750589,2.039321082,2.117066859,2.020274412,1.666495817,1.62047542
Dominican Republic,DOM,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.2030422,17.82579779,17.47200952,17.1745244,16.85382892,16.50948808,16.61081883,14.0378952,14.45995822,14.09558353,12.96236548,13.74373925,12.84964219,12.82541906,12.3185195,12.33068179,11.54391545,11.38370801,11.8097811,11.1336778,10.78725587,10.14815689,9.918145737,10.08824258,9.824355264,9.024197596,9.683244865,9.435350563,8.883313773,8.952876482,8.008800716,7.774460485,7.385707401,7.18908385,7.008883332
Algeria,DZA,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.31731961,22.20145192,22.33021311,22.45699769,22.38193921,22.25013726,22.33668547,21.94863265,21.89817142,21.99771634,21.71797665,21.75130084,21.72203221,21.34047463,19.64639978,17.99758679,16.36890841,14.92733498,13.34393579,11.99941188,10.77195498,10.35446403,9.929968879,9.345166496,8.850977016,8.536151723,10.1612924,10.11045203,10.00537958,10.46522817,10.28368245,10.16970432,9.847864544,9.661798723,9.484602932
East Asia & Pacific (excluding high income),EAP,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.39055305,57.41910851,55.57595248,53.80685442,51.87903074,50.3078394,49.52232705,49.69325956,49.79947892,49.66691972,49.31498678,49.227271,48.56119499,46.48596903,44.80878207,42.80281675,41.28947621,40.25468028,39.06287202,37.90504611,36.43484459,35.42267408,33.56546459,31.86896585,30.6580745,29.64964601,28.89597134,27.96212414,26.90795511,26.19252629,25.40014601,26.41203462,25.08361705,24.44524455,23.89361406
Early-demographic dividend,EAR,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.09238207,51.83250522,51.47676992,51.22464854,50.71668967,50.05834917,49.54183508,49.47883232,49.13527809,48.88058951,48.15794792,47.62758773,46.93712846,45.75184443,44.96165857,44.05769787,43.24005181,42.70891989,41.9877472,41.1403349,40.00544692,38.75936541,38.12895032,37.44076523,36.5362172,35.74589219,34.92695137,34.01109382,33.53557367,35.80287352,35.30051356,34.55232306,34.68178105,33.91288586,33.36514604
East Asia & Pacific,EAS,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.79355198,51.86771481,50.202217,48.59527064,46.86585427,45.45147942,44.73882791,45.01254772,45.1368815,45.00986575,44.7057533,44.63943857,44.06519183,42.19830959,40.67633397,38.86465079,37.50329754,36.57822959,35.56044565,34.51681896,33.17576655,32.25455935,30.54976644,28.99570103,27.89097928,26.95599894,26.25185597,25.39138725,24.42347243,23.75877496,23.07581519,23.94204002,22.74619378,22.14952573,21.65466672
Europe & Central Asia (excluding high income),ECA,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.11891124,33.14379498,32.35088188,33.00222897,33.94207455,33.94101939,33.41447583,33.41517377,33.16540059,32.02554322,32.04312188,30.97843991,30.11572465,28.26455793,26.92408658,25.96866569,25.30437769,24.95076665,24.37391924,24.27163849,24.21579244,23.72907426,23.38487803,23.15053114,22.57068734,22.08448491,21.76275929,21.09260805,20.48873695,20.47443022,20.16659202,20.66311492,19.84767771,19.52177905,19.14503734
Europe & Central Asia,ECS,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.49420994,15.66882892,15.3959854,15.59366362,15.52120662,15.17846999,14.36327031,14.0990891,14.44542019,13.89704465,13.29343263,12.66914048,12.31593698,11.46585442,11.10416079,10.68381454,10.15146184,9.783909099,9.631477173,9.668191559,9.644439224,9.479214047,9.305997754,9.127817567,8.889481241,8.667716957,8.391157866,8.137893815,7.909664272,7.86653901,7.812510817,7.304739835,7.035655954,6.800173578,6.674430722
Ecuador,ECU,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.12461535,27.20177371,28.88466679,28.18602841,26.02110103,27.24448481,27.89551893,28.96412418,29.16379218,31.58691495,31.13206227,31.19670512,31.40872643,32.03757566,31.98743948,31.57554551,30.42213238,29.88977863,30.47772101,29.80080453,29.80235355,29.09734238,27.7670807,26.38955505,27.31719386,28.0593782,28.81562135,29.96121381,30.86106527,31.79465403,32.18548284,31.5251824,29.99781063,32.58733518,32.48122319
"Egypt, Arab Rep.",EGY,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.73196957,39.15794922,36.17062044,36.06484153,34.86422968,32.17597539,32.25186648,30.67764708,29.57005837,30.53347965,29.43109994,28.39937025,30.78999089,32.77086157,31.86186875,32.15089224,32.69313319,31.8580351,30.1243452,28.41687047,29.39457114,27.21995007,28.10323145,27.69046071,25.98338572,25.57382492,25.06179157,21.68119889,21.15802594,20.37913004,19.28917125,18.93423571,18.28801364,17.97657241,17.52464435
Euro area,EMU,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.285721931,7.023500401,6.73507816,6.529900475,6.244624511,6.037276829,5.950501612,5.65078694,5.419442789,5.126996901,4.972220199,4.827599071,4.755416628,4.446688376,4.386918539,4.316538297,4.011587835,3.510576237,3.601381609,3.579547067,3.488648972,3.442427935,3.373665266,3.301064227,3.19425357,3.148725449,3.049443314,2.933565517,2.914554483,2.836116836,2.953060039,2.895879787,2.768259018,2.637534212,2.578266979
Eritrea,ERI,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.49382122,60.21039068,58.24654123,56.16566458,56.31328865,55.37753793,54.13567281,54.42134435,54.45234062,54.6306261,53.85587484,53.44860268,54.6607651,54.99514088,55.88941111,56.39629888,56.37217608,57.86600816,57.30406354,57.40499407,56.0895954,55.83646349,57.75406915,54.89163405,57.35167894,56.20125609,57.97830934,56.07254826,55.56687396,57.01563902,57.40750814,56.81801354,56.35535339,55.99170233,55.47604115
Spain,ESP,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.61745042,9.71666619,9.781674036,9.490253214,8.987095632,8.359541868,8.044179764,7.699313037,7.207323992,6.687966807,6.554450059,6.004056716,5.704883516,5.484383934,5.299369012,4.9136237,4.361807483,3.911075565,4.043762179,4.102494525,3.844767271,4.24607226,4.334452123,4.267382967,3.987975991,4.179302974,4.31084381,4.069323601,4.113826376,3.905077136,4.075384756,4.014533329,3.497822434,3.473291575,3.374397835
Estonia,EST,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.08104918,18.93737528,16.7811881,14.88182285,10.73164745,10.25329679,9.686655913,9.300158674,8.575393093,6.362001676,6.34431023,6.596521001,6.235577765,5.062290058,5.193257389,5.063968747,4.776484904,3.901570932,4.054587246,4.216999858,4.412398975,4.493346681,4.262016629,3.858270108,4.031556073,3.899798927,3.625760186,3.43204355,3.340087783,3.082251162,2.684173375,2.603676066,2.594255395,3.06860272,2.956841058
Ethiopia,ETH,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.15090984,78.04244073,77.35190886,77.18925986,76.97663957,76.22015103,76.25197283,76.71182028,76.36788202,76.59807115,76.66637523,77.30198705,78.36861446,77.94898356,78.12076878,77.38344433,76.53693262,75.76482023,75.10487341,73.83644028,72.71007869,72.08559006,71.03364142,69.55681733,67.95541594,66.41937042,64.7196824,63.36608202,61.81041463,63.62802228,63.46601449,62.96528725,62.17450844,61.00844694,60.14324197
European Union,EUU,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0415315,9.846362433,9.588473388,9.365784706,9.06567406,8.754415477,8.565667371,8.317071501,8.08635793,7.767062253,7.467309297,6.955340089,6.865944585,6.379385339,6.22544565,5.959460806,5.593480059,5.118931179,5.111491912,5.165633448,5.013099967,4.984420389,4.853228959,4.730239283,4.515863126,4.310600337,4.19405504,4.015828849,3.914617682,3.866418597,3.879008446,3.788041043,3.662273694,3.326968044,3.230730015
Fragile and conflict affected situations,FCS,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.49722531,53.82178062,53.85907102,54.11325491,54.58626263,54.34797258,54.16775485,54.21133204,54.20532051,54.10461329,53.86287863,53.71688939,53.4496014,52.80441278,52.26153033,51.69523447,51.19902496,50.7110343,50.26872447,49.56987244,49.06954381,48.64558905,48.0654659,47.3938274,46.86763494,46.60200796,46.35496567,45.91559376,45.53719438,46.62149421,46.40667589,47.15344947,46.98726006,46.5016673,46.09186543
Finland,FIN,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.897704248,9.024608259,8.905129889,8.734062797,7.757687876,7.893085212,7.778010534,7.113551081,6.380629262,6.208080254,5.837027056,5.526985098,5.276497734,5.009052934,4.918303093,4.820357309,4.607777289,4.388304881,4.57888327,4.568064073,4.345953776,4.151757296,4.094450973,4.160119597,4.329245184,3.903678295,3.742376592,3.466394608,3.671753416,3.717649215,3.950428093,3.90347487,3.616680811,3.569784859,3.493378151
Fiji,FJI,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.22456807,35.67180549,35.32345081,34.82390536,34.42514353,33.86775212,35.56022285,31.18299,30.39287485,30.29972259,29.93730059,29.50805259,29.2376387,28.64699817,28.24579916,29.51417148,31.13875515,32.57172669,34.13439423,35.42622955,36.6328717,38.02103933,39.12165723,40.43360389,40.13172137,39.98818814,39.22523991,38.54250422,38.22050507,39.26207622,39.03715686,37.61840589,36.76444288,36.10800521,35.63910996
France,FRA,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.403572827,5.280278625,5.164077378,4.919605925,4.637796225,4.574037665,4.396579078,4.182674555,4.02326219,3.928590206,3.858190578,3.917220956,4.033990707,3.670938119,3.576297866,3.653412203,3.411251368,2.759540725,2.949195556,2.916289631,2.929356051,2.935199684,3.074686039,2.845328551,2.744928818,2.871901001,2.605673347,2.4966528,2.51529494,2.350048258,2.51483563,2.592542889,2.505512074,2.391377972,2.334129385
Faroe Islands,FRO,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.56236691,43.7901674,43.46997997,42.61238986,41.49313726,40.54772737,39.61372187,38.98922334,39.69298623,39.65270589,39.38809503,39.37039618,39.10202704,38.86802333,38.40805656,38.55202463,37.7720443,37.75880709,37.59396278,36.33736119,35.13159946,34.17051858,33.18487225,32.39989921,31.74031744,31.25697709,30.88077124,30.47967391,30,30.2531522,29.64821581,29.43764615,29.31502615,29.08091432,28.86569795
United Kingdom,GBR,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.417566935,2.349175052,2.277074827,2.312656652,2.285121591,2.168870797,2.064421429,1.913477621,1.73130777,1.709622309,1.551590192,1.54428426,1.3920815,1.422608466,1.379925508,1.352271506,1.365626662,1.4413854,1.109407977,1.217339822,1.221580901,1.189117726,1.06099351,1.244160471,1.144584027,1.137880438,1.15856167,1.067536451,1.085455746,0.981318894,0.896359083,0.755797615,0.876663094,0.872993244,0.851258698
Georgia,GEO,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.64335895,48.5121146,49.19295903,49.27567383,49.0633626,48.41556744,47.9147462,47.63110049,51.14215955,51.0870384,51.730287,52.78142966,54.06193367,53.16667603,53.46063332,54.63000548,52.92015231,52.41845752,52.0772456,50.82238339,51.32777587,49.88453511,50.08845202,48.87352631,46.8993943,46.7033384,46.01746423,41.87005174,41.14184463,41.05472179,39.74745957,36.94498923,35.63388949,34.7666736,33.95124283
Ghana,GHA,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.77985398,71.0120999,70.26007797,69.51027838,68.62417576,67.75516865,66.67732801,65.7253984,64.76271729,64.00293761,63.57351146,63.09144322,62.57215697,62.01863671,61.31053775,60.72790219,58.08427806,55.00949202,52.1108614,48.84121883,47.07663796,45.76022839,44.3403448,43.89519636,43.42614107,42.86078844,42.01842445,39.89655089,37.65803562,37.41596276,35.96900474,36.32024388,36.00717853,35.18645376,34.57358344
Gibraltar,GIB,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.89511039,72.67904409,72.50880752,72.54171233,72.47930199,72.30233386,71.99855582,71.71816863,71.52122206,71.28935303,70.86987428,70.37812424,68.96318221,68.00539814,66.77619553,65.781373,64.07968819,62.60227934,61.59100186,59.83618066,57.72968012,55.82466211,53.9073313,52.03166906,51.72317679,50.31346364,49.26334263,48.59158493,48.26737039,49.7789512,49.97029286,49.66451127,49.02420382,48.23993869,47.35837299
"Gambia, The",GMB,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.49425801,32.36727166,32.30491646,32.66197906,32.90437854,32.63699325,32.46709623,32.21022693,32.02130348,31.67981261,31.335332,31.73178222,31.4030128,31.00491808,31.38049388,31.27362595,30.99583826,30.78472966,30.30843975,29.88276668,30.7029529,30.53146628,30.38990669,30.7787787,30.57453196,30.6353996,30.07211737,29.16266206,28.43433099,29.77117547,30.06860295,29.40391639,29.06751724,28.30386194,27.55411967
Guinea-Bissau,GNB,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.49118887,68.59362788,68.80412607,68.79446442,68.6215556,67.97378389,67.2011001,68.4620587,67.57396823,67.47708033,67.13842973,67.13668,67.26251693,67.26880879,66.92346674,66.77989546,66.71447443,66.63178783,66.45628574,66.19584878,65.69144258,66.07359091,65.86768244,65.79496541,65.56525432,65.1057553,64.834721,64.50692219,64.38139754,65.16089075,64.28741066,62.66353635,62.21148301,61.70081017,61.07259853
Equatorial Guinea,GNQ,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.88482789,70.55922728,70.29843923,69.7724012,69.36727234,68.73697007,66.66749556,65.86844947,64.87080637,63.67395208,61.70597801,60.71431304,59.93868184,58.08110153,56.97842694,56.5066696,55.2925491,54.01570323,54.19596492,55.44959808,55.09315428,54.50292848,54.9084934,54.80649292,55.39957745,56.01474904,56.58089578,55.3999561,55.83560057,56.17918437,55.5219312,55.19483303,55.43554061,55.10656912,55.32346428
Greece,GRC,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.67331117,19.43461165,19.24826299,19.28781528,19.29361906,19.75252086,19.47845032,17.3213063,17.28565812,16.67496901,15.25582385,14.47428689,14.13315209,11.43566937,11.2907068,10.96549859,10.56681865,10.62013224,11.08649705,11.87424575,11.75102518,12.34262871,13.1533563,13.09401881,12.50071392,11.92892374,11.67255734,11.85299042,11.15072828,10.28791287,11.35771181,11.15625576,11.47594951,10.98833815,10.67778903
Grenada,GRD,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.07953777,35.93636401,35.81153839,35.67476711,35.50402654,35.43865497,35.28967408,35.1145249,36.15685719,37.26224901,37.15599251,37.01813058,36.82308889,36.63499908,35.24199651,33.74768375,33.43858234,33.21542566,33.2703274,33.09305391,37.07062966,32.05216693,31.83986146,31.53354298,31.87572334,29.37738657,31.77956422,32.91627217,31.08465781,30.59535999,29.17459169,27.1415723,29.80793023,29.44784572,29.05277205
Guam,GUM,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.19191403,4.07226009,3.954379321,3.825421407,3.704087985,3.586045893,3.463377575,3.354382712,3.248445959,3.136606223,3.040466756,2.947224126,2.862762238,2.764443225,2.678828467,2.617600753,2.543593025,2.470930233,2.403838967,2.335256023,2.271550017,2.205430366,2.141871131,2.080343313,2.024022922,1.972466209,1.920228079,1.874420825,1.82416775,1.795052368,1.768961562,1.716708368,1.664624324,1.612022604,1.561184871
