Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Guyana,GUY,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.82395129,37.55186639,36.23930682,34.79890437,33.85504426,32.29906423,30.97981097,30.20202305,28.56198334,27.50474678,25.95804253,24.69960999,24.60853148,24.17002299,24.45403019,23.341825,21.9359434,21.559264,20.73591687,19.87219236,18.82666036,18.0719575,17.53239631,17.32001765,17.27332583,16.7512848,16.34771515,15.91465274,15.29819834,15.6308605,15.08370562,13.98222651,13.17311007,12.5633147,12.21371126
High income,HIC,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.186621329,8.106197573,7.842942968,7.729322033,7.485779281,7.209094711,6.655817986,6.489469295,6.731195543,6.483491712,6.002259357,5.67466809,5.493834951,5.171224836,5.06145465,4.880727358,4.599737158,4.416090448,4.362149356,4.352676142,4.239518815,4.131506339,3.982730235,3.889097635,3.819666755,3.728962272,3.567755613,3.468155793,3.40448775,3.403857119,3.317685462,3.231718094,3.122343317,2.971214543,2.891844247
"Hong Kong SAR, China",HKG,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.947538844,0.811146248,0.752871203,0.727808602,0.665864754,0.470683523,0.385892723,0.345090834,0.342112325,0.334823027,0.251992329,0.325764583,0.25244115,0.297776665,0.298642743,0.275936057,0.209872053,0.269224036,0.265039115,0.255461374,0.248054848,0.242062033,0.236061469,0.230303146,0.225410395,0.219834625,0.214225585,0.20873165,0.205572641,0.201727428,0.198803564,0.195344754,0.191104186,0.186011325,0.182377496
Honduras,HND,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.53304728,28.6332242,28.0157232,27.67075791,27.74106002,28.61170807,27.44418413,25.34891306,25.79321321,26.67967868,27.59384849,29.36839035,27.97219185,25.77455119,25.42915148,27.7631559,26.27801826,25.98877746,27.15502425,28.03060377,26.8998846,28.51363052,26.23119797,21.11631009,21.04918544,19.88318004,23.94360441,23.53982366,22.5219035,23.57207157,22.80019045,21.46372074,22.98224366,22.62752305,22.42376356
Heavily indebted poor countries (HIPC),HPC,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.98624745,67.48123298,67.42631612,67.44652607,67.39407744,67.01345148,66.9064789,66.74875597,66.575944,66.51280473,66.59797773,66.46125369,66.21670338,65.86874435,65.64967857,65.17820041,64.516727,63.77407723,63.0872618,61.99424648,61.38778704,60.537946,60.26072733,59.52705625,58.96659458,58.51003627,57.76004526,56.74125524,55.48866565,57.41431995,57.7270103,57.30577431,57.40598883,56.69274122,56.20829376
Croatia,HRV,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.99731738,22.02619328,21.72114597,21.06419105,20.42893146,19.78122122,17.77137861,17.34931251,17.026691,16.54154942,15.99360599,15.5508121,16.86526813,16.96513237,17.30006847,14.2423302,12.35412683,12.81690141,13.32426642,14.25434098,14.58830358,11.91585058,10.38373335,9.361760416,9.160021333,7.475187012,7.00580824,6.14942722,6.104272602,6.248007591,6.724679534,5.814695862,4.659982853,4.486440387,4.327733519
Haiti,HTI,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.18056561,53.54043347,53.60366639,54.20583867,53.11198733,52.46485017,52.10125641,51.83720186,51.57112376,51.26559673,51.04035252,50.72737277,50.42629321,50.27870613,50.05849494,49.74777458,49.34050521,48.95558769,48.38822929,48.54491266,47.9800018,47.69007787,47.08101775,46.63486715,46.25501326,45.93354364,45.59556886,45.25876938,45.16551061,46.56413834,46.83484311,46.85529101,46.6744947,46.71346988,46.61452731
Hungary,HUN,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.14261651,10.7877327,8.816197833,8.430982965,7.747095457,7.936550982,7.536244019,7.083810208,6.712551806,6.240619211,5.97504198,5.908865672,5.201247449,5.085846757,4.701364032,4.601418928,4.430632203,4.314572715,4.609028937,4.540579538,4.885853351,5.063690509,4.777321147,4.67524522,4.900139978,5.039768892,5.036684321,4.906343615,4.732335605,4.741540838,4.380822651,4.347834281,4.4277798,4.244298565,4.113682579
IBRD only,IBD,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.72110874,49.21050023,48.06790304,47.10019159,46.03225577,45.03590956,44.41241787,44.29870621,44.37119767,44.15471636,43.71602552,43.41302333,42.76923172,41.22909255,39.95869734,38.48527979,37.25471621,36.43986508,35.55007732,34.61739509,33.31814905,32.22058049,31.02933641,29.8455964,28.9559,28.2044129,27.57085821,26.79483958,26.06793844,26.95418347,26.4075233,26.62458953,26.10963434,25.52167702,25.05362594
IDA & IBRD total,IBT,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.57152792,51.20588881,50.27380503,49.55698184,48.61640895,47.73995418,47.16895568,47.17064651,47.21452931,47.04897023,46.58761028,46.22811169,45.56878819,44.23998956,43.12816979,41.87264927,40.80093721,40.09487098,39.30052495,38.42188673,37.35179443,36.37449555,35.42052281,34.3947158,33.60565177,33.01230613,32.36051173,31.60849924,30.97572535,32.04010417,31.56951821,31.67043442,31.24430308,30.66442986,30.27197931
IDA total,IDA,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.35950516,60.56332487,60.45077675,60.69428894,60.16343139,59.64498372,59.14769442,59.49098733,59.28863726,59.21876891,58.51062404,57.75990102,56.91046423,56.33614125,55.74852923,55.2071077,54.60334546,54.11658029,53.39840335,52.48609925,52.05865761,51.4412044,51.04372369,50.45078088,49.84622845,49.56270017,48.63260805,47.75342074,47.22470941,48.27985394,48.15031175,47.45429846,47.4117778,46.76023571,46.31044588
IDA blend,IDB,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.9676225,49.15201139,49.12792005,49.958857,48.98851521,48.76356683,47.74663656,48.5236936,48.36483015,48.47347173,48.26667448,48.08545844,47.82365941,47.61886949,47.19274261,46.87457485,46.49396826,46.41750127,45.36170176,44.65482314,44.2396067,43.53793354,42.80460609,42.44116691,41.86618985,42.2520481,41.15949916,39.99633883,39.83355723,40.06594146,38.96745392,37.67198406,37.35727465,36.87649451,36.37348455
Indonesia,IDN,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.65529363,46.93778908,46.08237979,45.07504336,43.97731797,43.11255373,42.60959831,45.06115132,45.25956972,45.34807776,43.83394084,44.4511073,46.47675056,43.41881559,44.11385474,42.15503866,41.36760217,40.7045813,40.05627636,38.7302728,36.81212289,35.56047564,34.69023207,34.00469468,32.77702957,31.55533292,30.52220244,29.44649008,28.46313361,29.30874817,28.98719982,29.28486299,28.77922806,27.96007498,27.29691246
IDA only,IDX,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.30595016,66.54583697,66.36576101,66.30340003,65.97673468,65.33648452,65.16234253,65.26798963,65.07006762,64.9375153,63.99170274,62.9590129,61.811027,61.05880858,60.38149998,59.72138894,59.0278876,58.34332834,57.84225118,56.82843833,56.38887272,55.83646532,55.63208892,54.94927493,54.35762954,53.70894355,52.81565265,52.04895957,51.31068192,52.79946991,53.28935652,52.96318608,53.26000647,52.58331194,52.16744872
Isle of Man,IMN,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.12831954,62.89833364,62.66306381,62.37124038,61.97442848,61.51338086,61.15862545,60.64795746,59.87802668,59.6073101,58.89080922,58.20785645,57.16465054,55.99945732,55.02045331,54.2730179,53.36886844,52.8791884,51.94442662,51.05607024,49.07530592,47.08815446,46.24188398,45.25471112,44.27969369,43.20485059,42.26710647,41.29499892,40.651815,44.6754952,44.07918689,42.86099915,43.51358112,42.35477389,41.62512809
Not classified,INX,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.90533744,13.49630298,13.09678099,12.57958819,12.00830691,11.23869356,10.91284629,9.102651286,8.641130117,7.951303087,7.104557854,7.031063684,6.495169784,6.372622568,5.893978475,5.632962923,5.441004168,5.286226136,5.591152039,5.751254203,5.723730767,5.786114028,5.777019638,5.441301258,5.321012264,5.280527125,5.045899333,4.763072459,4.428817825,4.479688891,4.811988715,3.86204409,4.632277126,3.954099356,3.853200908
"Iran, Islamic Rep.",IRN,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9860973,21.79804547,21.75045154,21.6707097,21.49461445,21.10430533,21.00329459,20.86508436,20.67476011,20.32422156,20.04995504,19.53380918,19.00045741,18.71768082,18.38901592,18.08190373,18.46372724,18.25493073,18.32628075,16.31909611,15.90273674,16.61609472,16.63878307,16.43108791,16.62620005,16.16946148,16.06968641,16.02930155,16.33336714,16.09999964,14.92883154,14.54837085,14.07247777,13.76607765,13.62390474
Iraq,IRQ,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9331648,17.69421803,17.46298534,17.21755509,16.95201308,16.352411,15.64036971,14.44047995,13.93838319,13.39737267,12.96778873,13.06365785,12.92186218,12.77731827,12.58927964,12.24739785,11.94848689,11.59553556,11.19146862,10.90683026,10.63555795,10.15141405,9.787312041,9.626779619,9.464414081,8.94797936,9.027874882,8.890883918,8.529546676,8.758555002,8.619053519,8.478008471,8.360636911,8.177225978,8.168728362
Iceland,ISL,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.18881109,10.45257681,9.19228803,9.061365078,9.573485204,9.976419124,9.084378399,8.647512724,8.916442253,8.713279922,7.711823839,7.369149349,6.984402707,6.320955499,6.530155625,6.313821695,5.919115665,4.603550359,4.833888657,5.586936369,5.488924595,5.548518575,4.444907722,4.535578634,4.238852635,3.895010524,3.756229738,4.029561183,4.036136687,4.043349183,4.094226973,4.092560289,3.776731839,3.700401058,3.606554613
Israel,ISR,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.611754698,2.606375507,2.631353408,2.471458225,2.383131094,2.068190077,1.948717298,1.862075103,1.889334436,1.748413719,1.611433445,1.600071534,1.501120015,1.647701314,1.619379916,1.428329395,1.306980601,1.394084219,1.36634433,1.315797215,1.143483261,1.108167808,1.243037593,1.11131467,1.020581178,1.017955798,1.004248929,0.922922007,0.920851321,0.91495778,0.795749002,0.780042319,0.812389287,0.783764744,0.759711919
Italy,ITA,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.420412381,8.00077997,7.082703669,6.897877185,6.583002265,6.128943139,5.88060355,5.765783215,5.421227814,5.231848757,5.210186978,4.925359661,4.715997806,4.13690494,4.198307328,4.272577156,3.967048368,3.699080532,3.690755921,3.768187608,3.680748895,3.692458566,3.601346924,3.643046037,3.751371638,3.884449852,3.782815025,3.739097534,3.878308804,4.011614956,4.050173131,3.787695838,3.594375852,3.425912424,3.347217385
Jamaica,JAM,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.95543323,28.65784799,25.9086538,25.24611591,24.46738614,23.93761174,22.50681097,22.31457,21.93228734,22.27492793,22.16174904,21.52834055,21.76102942,19.7943065,19.43022291,19.60183273,19.00389003,18.68370474,20.25390186,20.30628016,17.6237325,18.10925975,18.22082866,18.45138191,17.74490745,16.72246706,16.76079976,16.26110645,15.23063871,15.93642451,15.73788589,14.8541755,14.55031414,14.24518639,13.94077487
Jordan,JOR,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.710858246,4.594204729,4.553647744,4.507629549,4.443611147,4.411646772,4.355928414,4.298793092,4.229021328,4.147102429,4.048541234,3.940038562,4.048294627,4.114481851,3.967094413,3.877337912,3.781902159,3.656545763,3.553617023,3.502235746,3.448296906,3.386779338,3.374300736,3.407518469,3.438128417,3.428683422,3.375154144,3.742408743,3.356140075,3.304737178,3.279820153,3.302202267,3.278557723,3.202291997,3.115719277
Japan,JPN,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.191256925,6.868234684,6.388539162,6.2216505,6.114958249,5.906925197,5.746894736,5.671219882,5.588104388,5.45064111,5.225809659,4.990271236,4.976591841,4.938520733,4.766307819,4.617605468,4.588260778,4.575873618,4.567595007,4.425937708,4.15668546,4.060189979,3.886641674,3.813138286,3.783305692,3.660477038,3.597336688,3.512658967,3.375438876,3.257056919,3.166518073,3.095026104,3.005134676,2.882450076,2.813711498
Kazakhstan,KAZ,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.99804226,38.11452935,38.40709992,38.67270668,38.74258622,38.39685231,37.97993188,37.80822342,37.24797823,36.58818781,35.51777065,35.47824013,35.25403065,33.50134793,32.4052465,31.53508527,31.22452434,30.16015852,29.01662524,28.28286281,26.45393229,25.53953384,24.19432799,21.89618848,18.0128552,16.32810462,15.36328719,14.3163639,13.76178494,13.45753739,12.82834359,12.36019744,12.02484236,11.64724327,11.31958669
Kenya,KEN,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.29487185,61.42367599,61.49014695,61.32765416,61.09141266,60.77739445,60.73905473,60.51084287,60.39877082,60.38294759,59.8806071,59.65333706,59.29171626,58.75259493,58.11206059,57.41870254,56.69131783,56.59387415,56.3777818,55.64189544,55.13470711,54.4794911,53.89495697,53.13949761,52.50569177,51.86868195,51.29255479,50.39528936,49.7343374,51.21149102,51.23546762,47.82709162,47.15564608,46.5026257,45.78842672
Kyrgyz Republic,KGZ,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7869961,27.08280219,27.78340677,30.58306139,35.79712975,35.78376487,37.00777727,37.71629918,41.44072337,42.30609272,42.15131283,38.02497706,32.22334024,28.13724368,27.76566388,25.73812339,24.18969033,23.81943642,23.45624831,23.22546991,23.76148891,22.95822953,23.17064968,24.0687553,22.50523321,20.69509832,20.34977061,19.99671738,16.35675752,17.67164442,16.81400708,17.01220987,16.77096557,16.00731676,15.44538565
Cambodia,KHM,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.3344172,75.08357996,75.2598687,77.73622804,77.53425573,77.3068518,71.79330535,77.54224921,75.50271503,73.47631246,68.93379329,67.77640073,66.12842597,64.30184821,62.12899912,60.10592752,58.12695833,55.92059561,58.03858061,54.78567984,56.54766259,53.19923855,49.5226832,45.99601691,42.46842399,37.54026289,38.20638913,38.99925603,39.86809626,36.89997773,37.1315873,36.19064154,35.3046177,34.16495577,33.40474602
Kiribati,KIR,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.48033684,13.34310693,12.82228565,11.93530727,11.18465046,10.58364955,10.23650695,11.45235366,10.79913149,10.43663968,9.904621786,9.234135383,8.636742406,7.900379072,7.478113304,7.183263117,6.884146659,6.720455233,6.590169871,6.190723272,5.959891701,5.750848154,5.603118082,5.228108619,5.108909975,4.81840662,4.784430735,4.996521798,5.142987646,5.371206784,5.346995335,5.431801703,5.324328422,5.196808707,5.103827689
Kuwait,KWT,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.431489267,2.374599469,2.267228195,2.162084647,2.078904009,2.134433977,2.180864249,2.221240871,2.297972777,2.366106335,2.419234312,2.465418007,2.504696306,2.604157921,2.702956126,2.645731878,2.58045307,2.512653638,2.468834502,2.440659739,2.403806721,2.356023417,2.310950303,2.265344448,2.198648879,2.149368792,2.109004638,2.093679734,2.039168133,2.015313657,1.990926944,1.967326136,1.950506318,1.927137432,1.891269175
Latin America & Caribbean (excluding high income),LAC,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.83540291,21.93304598,21.7060802,21.11283789,20.80370999,20.17653535,20.36043523,19.23273029,19.66957308,19.09747748,19.22790083,19.10098451,18.7634977,18.57331584,18.23975947,17.53257115,16.76216514,16.1591352,16.13353789,15.75751169,15.54850289,15.30663403,15.15497579,14.71813092,14.67902439,14.79066361,14.78797227,14.72109679,14.29966745,15.30904017,14.93398136,14.12723294,13.62478415,13.33566192,13.18601557
Lao PDR,LAO,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.11322662,90.05219755,89.86555678,89.60845826,89.32883644,88.85241199,88.54639972,87.94612475,87.37468246,86.85024043,86.28600252,85.68811895,85.07298171,84.264368,83.51652175,82.68958668,81.81552274,80.82650934,79.85226838,78.93133507,77.88616858,76.72244633,75.43096914,74.19215274,72.96495323,71.85091457,70.52910192,69.86388412,69.35875761,69.95522828,69.85773241,69.56597333,69.38769807,68.9120737,68.59698902
Lebanon,LBN,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.265713699,6.830606953,6.507259418,6.254080512,6.04246542,5.757185517,5.681186478,5.549800391,5.514826879,5.431776637,5.302803875,5.179992406,5.056849358,4.881228538,4.775787929,4.69848333,4.487163727,4.282804375,4.059063698,3.891007358,3.820941938,3.75269644,3.775565838,3.83707399,3.809424827,3.695369158,3.599389288,3.541697868,3.563223847,3.622808771,3.576268456,3.56999226,3.51300056,,
Liberia,LBR,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.45837898,55.0026271,58.38553413,60.6465614,62.59535017,60.83038223,55.61630936,53.25186183,51.11102866,48.41688256,48.7755253,48.66586176,52.04320425,51.44085498,50.94376669,50.10330785,48.99517843,47.88857941,47.02016325,45.76845746,44.63400528,43.21340312,41.59349379,41.33319049,41.07451238,41.32325301,40.6293936,40.56371546,41.33003497,43.22869829,43.77637705,43.32151216,42.58561675,41.87435977,41.12090183
Libya,LBY,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.97605673,14.96452353,15.0915961,14.88643773,14.85986351,14.5786713,14.14692077,14.09406595,13.97807947,13.81153958,13.78990449,13.98880833,13.42524214,13.22187582,12.69373711,12.36706112,11.92288169,11.89332223,11.78354412,11.46199541,11.10310769,11.20014103,11.5257243,11.81787574,11.59560886,11.50159113,10.77707498,10.44552788,10.6903458,10.96765724,10.81958446,11.0324941,10.5958299,10.52005259,9.99748359
St. Lucia,LCA,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.26343814,22.91007682,22.57465443,25.71452224,24.68877185,23.62428471,19.01639344,21.55049505,20.24743402,19.65941574,16.27181828,13.2642938,13.47134035,15.23820684,12.81211234,13.12720981,12.88288935,12.58748997,12.38744084,12.09388046,11.77194307,11.54171421,11.36519803,11.09974425,10.85121235,10.58566096,10.34665456,11.34915895,9.972684142,9.323300521,11.08149829,10.62088429,9.929237842,7.673673431,7.473522007
Latin America & Caribbean,LCN,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.13532521,21.1254202,20.82656967,20.39531672,20.08278422,19.5004282,19.5023774,18.43346275,18.84484567,18.34318121,18.40680652,18.3193585,18.05631907,17.84198459,17.48423949,16.77396049,16.02226005,15.4717304,15.4577405,15.11591186,14.87032502,14.62183408,14.45009466,14.03230648,13.97400979,14.05077096,14.14393901,14.12994019,13.77728185,14.75423504,14.39420533,13.60957952,13.14115941,12.8645688,12.72021418
Least developed countries: UN classification,LDC,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.90970879,68.09001463,68.03231116,68.02134638,67.60426179,67.01444329,66.788082,66.88935693,66.68002648,66.42911431,65.3952345,64.32923237,63.18658673,62.5012829,61.92276603,61.31605632,60.77534837,60.27236617,59.85730994,58.95231156,58.62986382,57.97192314,57.78089111,57.13653161,56.50039569,55.88670271,54.94591952,54.20116177,53.51239545,54.99039856,55.61954428,55.16590662,55.50772535,54.87653691,54.45848923
Low income,LIC,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.14626012,64.7798453,65.10618767,65.04525226,65.29925299,65.13723526,65.23255717,65.13405815,64.91608987,64.89844206,64.70522941,64.26766572,63.80812641,63.38979969,63.01435683,62.46546234,61.96021122,61.34757905,60.92134389,59.94882656,59.69364754,59.30248978,59.80163057,59.49828102,59.36034943,59.10593055,58.71540661,58.01200327,57.03781199,59.15060878,59.916873,59.3964435,59.94570575,59.13171761,58.80276866
Liechtenstein,LIE,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.99972452,40.47696155,36.20978202,39.03309148,35.31176515,32.09699448,34.44750093,38.40670456,38.11402644,37.65340086,37.84126743,37.50239179,37.33191173,36.01634727,34.62354604,33.83986854,33.07912756,32.63940675,32.22478384,31.53661368,30.77750269,30.99421839,29.62724924,28.12643648,28.66242183,27.10064957,26.07381029,25.49788775,25.32719963,27.12405917,27.27567906,26.49276677,26.45602547,26.31741609,25.85675806
Lower middle income,LMC,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.25713813,59.06408126,58.73318568,58.60873367,58.02175057,57.37552874,56.60114211,56.39774481,55.93813931,55.73116263,54.95519391,54.12018935,53.02507284,52.13269302,51.17353881,50.40073762,49.58620498,49.07907579,48.19160413,47.41935152,46.32519706,45.00024096,44.2631875,43.50008281,42.5769504,41.83665982,40.87906132,39.82382139,39.1729292,41.26327441,40.62427232,39.79420426,39.79729947,39.03780004,38.41934034
Low & middle income,LMY,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.59628005,53.10681527,52.04811043,51.15454376,50.12901716,49.19031723,48.64776513,48.60873968,48.56337981,48.39172053,47.95793591,47.59466025,46.85220138,45.48843894,44.30473525,43.01165167,41.94514053,41.21420645,40.33356763,39.40944506,38.28983522,37.26112227,36.24858296,35.19365782,34.37995239,33.77872792,33.12343299,32.34049427,31.67573093,32.74003435,32.24445386,32.35408623,31.91665424,31.32698693,30.90077184
Lesotho,LSO,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.59975907,38.2069873,37.72232601,37.10055147,36.7145209,35.91522071,35.74175324,36.07667112,36.3523966,36.0080638,35.85140961,35.60446301,35.12030127,34.99071859,34.43946852,33.66884907,33.16209196,32.50495319,32.61867956,31.92900266,31.39441157,30.73204179,30.59642908,30.21886935,29.89058301,29.7518775,30.19760876,30.2905438,29.83429087,31.48842031,32.03265299,31.67704754,31.53987868,31.12436417,30.87622482
Late-demographic dividend,LTE,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.22938985,49.58629826,47.96382708,46.62130679,44.98038761,43.68714679,42.8947472,42.85759173,43.14788448,42.97427365,42.60954765,42.31528222,41.53592009,39.82964402,38.18400505,36.3651301,34.82964772,33.7792523,32.7205902,31.7208768,30.42279931,29.54512533,27.88068109,26.25397064,25.27168003,24.51972829,23.83458604,23.06278965,22.10951056,21.47967168,20.79609992,21.47080433,20.22485374,19.60773946,19.15647225
